Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4024934384
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
8370000	-689.226738	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.741337	16.267599	0.741337	0.741337	0.000000	0.741337	0.000000	0.000000	0.741337	0.741337	0.741337	0.000000	0.741337	0.741337	0.741337	0.741337	0.741337	0.000000	0.000000	0.741337	5.305805	5.305805	0.999985	0.000000	0.000005	0.000008	0.000002	15.201874	
8375000	-693.096671	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.971198	8.258745	0.971198	0.971198	0.000000	0.971198	0.000000	0.000000	0.971198	0.971198	0.971198	0.000000	0.000000	0.000000	0.971198	0.000000	0.971198	0.000000	0.000000	0.000000	8.899091	8.899091	0.999939	0.000000	0.000050	0.000000	0.000011	60.376966	
8380000	-688.346215	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.002143	18.643045	1.002143	1.002143	0.000000	1.002143	0.000000	0.000000	1.002143	1.002143	1.002143	0.000000	0.000000	0.000000	1.002143	0.000000	1.002143	0.000000	0.000000	0.000000	3.705276	3.705276	0.999995	0.000000	0.000004	0.000000	0.000001	40.235096	
8385000	-687.215998	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.914879	22.758472	0.914879	0.914879	0.000000	0.914879	0.000000	0.000000	0.914879	0.914879	0.914879	0.000000	0.000000	0.000000	0.914879	0.000000	0.914879	0.000000	0.000000	0.000000	4.506336	4.506336	0.999996	0.000000	0.000004	0.000000	0.000001	61.456254	
8390000	-689.439619	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.047670	17.410517	1.047670	1.047670	0.000000	1.047670	0.000000	0.000000	1.047670	1.047670	1.047670	0.000000	0.000000	1.047670	1.047670	0.000000	1.047670	0.000000	0.000000	0.000000	6.638970	6.638970	0.999987	0.000000	0.000011	0.000000	0.000003	7.785304	
8395000	-690.440813	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.381999	17.345030	1.381999	1.381999	0.000000	1.381999	0.000000	0.000000	1.381999	1.381999	1.381999	0.000000	0.000000	0.000000	1.381999	0.000000	1.381999	0.000000	0.000000	0.000000	4.635798	4.635798	0.999987	0.000000	0.000010	0.000000	0.000003	48.456025	
8400000	-689.340674	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.959885	26.246463	0.959885	0.959885	0.000000	0.959885	0.000000	0.000000	0.959885	0.959885	0.959885	0.000000	0.959885	0.959885	0.959885	0.000000	0.959885	0.000000	0.000000	0.000000	4.452692	4.452692	0.999989	0.000000	0.000004	0.000006	0.000001	39.510449	
8405000	-689.671184	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.695357	16.013361	0.695357	0.695357	0.000000	0.695357	0.000000	0.000000	0.695357	0.695357	0.695357	0.000000	0.695357	0.000000	0.695357	0.000000	0.695357	0.000000	0.000000	0.000000	6.005540	6.005540	0.999983	0.000000	0.000006	0.000010	0.000001	35.538587	
8410000	-689.073659	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.879760	13.987429	0.879760	0.879760	0.000000	0.879760	0.000000	0.000000	0.879760	0.879760	0.879760	0.000000	0.000000	0.000000	0.879760	0.000000	0.879760	0.000000	0.000000	0.000000	7.154157	7.154157	0.999985	0.000000	0.000012	0.000000	0.000003	41.708171	
8415000	-689.016745	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.145159	18.794297	1.145159	1.145159	0.000000	1.145159	0.000000	0.000000	1.145159	1.145159	1.145159	0.000000	1.145159	0.000000	1.145159	0.000000	1.145159	0.000000	0.000000	0.000000	5.430417	5.430417	0.999970	0.000000	0.000010	0.000018	0.000002	7.392737	
8420000	-683.441180	1	3	6	'2 0 2 1 Z 2 Z 1 1 Z 1 Z Z Z 2 1 	2.860780	26.790160	2.860780	0.478941	0.000000	2.860780	0.000000	0.478941	0.478941	0.000000	0.478941	0.000000	0.000000	0.000000	2.860780	0.478941	0.478941	0.478941	0.000000	0.478941	4.044179	4.044179	0.999999	0.000000	0.000001	0.000000	0.000000	7.803606	
8425000	-690.781748	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.117157	12.659210	1.117157	1.117157	0.000000	1.117157	0.000000	0.000000	1.117157	1.117157	1.117157	0.000000	1.117157	1.117157	1.117157	0.000000	1.117157	0.000000	0.000000	0.000000	4.859492	4.859492	0.999964	0.000000	0.000013	0.000019	0.000003	15.022511	
8430000	-692.631982	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 Z 	0.906816	15.956959	0.906816	0.906816	0.000000	0.906816	0.000000	0.906816	0.906816	0.906816	0.906816	0.000000	0.000000	0.906816	0.906816	0.000000	0.906816	0.906816	0.000000	0.000000	4.661906	4.661906	0.999993	0.000000	0.000006	0.000000	0.000001	26.163224	
8435000	-690.198764	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.955227	13.358709	0.955227	0.955227	0.000000	0.955227	0.000000	0.000000	0.955227	0.955227	0.955227	0.000000	0.955227	0.955227	0.955227	0.955227	0.955227	0.000000	0.000000	0.955227	6.443887	6.443887	0.999962	0.000000	0.000014	0.000019	0.000006	36.600736	
8440000	-693.962595	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.927581	27.798016	0.927581	0.927581	0.927581	0.927581	0.000000	0.000000	0.927581	0.927581	0.927581	0.000000	0.927581	0.000000	0.927581	0.000000	0.927581	0.000000	0.000000	0.000000	4.245630	4.245630	0.999989	0.000001	0.000003	0.000006	0.000001	22.629419	
8445000	-688.581612	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.325518	23.905301	1.325518	1.325518	0.000000	1.325518	0.000000	0.000000	1.325518	0.000000	1.325518	0.000000	1.325518	1.325518	1.325518	0.000000	1.325518	0.000000	0.000000	0.000000	4.585434	4.585434	0.999978	0.000000	0.000009	0.000011	0.000002	15.317292	
8450000	-688.179296	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.901227	20.089231	0.901227	0.901227	0.000000	0.901227	0.000000	0.000000	0.901227	0.901227	0.901227	0.000000	0.901227	0.901227	0.901227	0.000000	0.901227	0.000000	0.000000	0.000000	4.191425	4.191425	0.999988	0.000000	0.000004	0.000007	0.000001	9.660934	
8455000	-689.336671	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.971561	15.251869	0.971561	0.971561	0.000000	0.971561	0.000000	0.000000	0.971561	0.971561	0.971561	0.000000	0.971561	0.000000	0.971561	0.971561	0.971561	0.000000	0.000000	0.971561	5.743639	5.743639	0.999969	0.000000	0.000010	0.000016	0.000004	6.386289	
8460000	-689.386655	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.379810	19.246889	1.379810	1.379810	0.000000	1.379810	0.000000	0.000000	1.379810	0.000000	1.379810	0.000000	0.000000	0.000000	1.379810	1.379810	1.379810	0.000000	0.000000	1.379810	4.401273	4.401273	0.999986	0.000000	0.000010	0.000000	0.000004	53.445449	
8465000	-689.314791	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.489349	25.427082	1.489349	1.489349	0.000000	1.489349	0.000000	0.000000	1.489349	0.000000	1.489349	0.000000	1.489349	0.000000	1.489349	0.000000	1.489349	0.000000	0.000000	0.000000	4.304966	4.304966	0.999973	0.000000	0.000010	0.000015	0.000002	45.136983	
8470000	-686.748647	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.916356	19.703485	0.916356	0.916356	0.000000	0.916356	0.000000	0.000000	0.916356	0.916356	0.916356	0.000000	0.000000	0.000000	0.916356	0.000000	0.916356	0.000000	0.000000	0.000000	4.962085	4.962085	0.999994	0.000000	0.000005	0.000000	0.000001	42.343923	
8475000	-688.512701	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.964412	20.508394	0.964412	0.964412	0.000000	0.964412	0.000000	0.000000	0.964412	0.964412	0.964412	0.000000	0.000000	0.964412	0.964412	0.964412	0.964412	0.000000	0.000000	0.964412	4.257602	4.257602	0.999994	0.000000	0.000004	0.000000	0.000002	26.324978	
8480000	-693.703555	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 1 	0.772578	21.373383	0.772578	0.772578	0.772578	0.772578	0.000000	0.000000	0.772578	0.772578	0.772578	0.000000	0.772578	0.000000	0.772578	0.772578	0.772578	0.000000	0.000000	0.772578	4.668275	4.668275	0.999988	0.000001	0.000004	0.000006	0.000001	25.256498	
8485000	-694.235942	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.095482	16.047673	1.095482	1.095482	1.095482	1.095482	0.000000	0.000000	1.095482	1.095482	1.095482	0.000000	1.095482	0.000000	1.095482	0.000000	1.095482	0.000000	0.000000	0.000000	4.826166	4.826166	0.999967	0.000003	0.000010	0.000017	0.000002	8.638633	
8490000	-689.323243	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.899789	11.431658	0.899789	0.899789	0.000000	0.899789	0.000000	0.000000	0.899789	0.899789	0.899789	0.000000	0.000000	0.000000	0.899789	0.899789	0.899789	0.000000	0.000000	0.899789	5.500669	5.500669	0.999985	0.000000	0.000011	0.000000	0.000004	10.845779	
8495000	-696.836903	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 1 	0.758874	9.153996	0.758874	0.758874	0.758874	0.758874	0.000000	0.000000	0.758874	0.758874	0.758874	0.000000	0.758874	0.000000	0.758874	0.758874	0.758874	0.000000	0.000000	0.758874	5.318984	5.318984	0.999953	0.000004	0.000015	0.000022	0.000005	3.728036	
8500000	-688.326873	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.806702	20.922403	0.806702	0.806702	0.000000	0.806702	0.000000	0.000000	0.806702	0.806702	0.806702	0.000000	0.806702	0.000000	0.806702	0.000000	0.806702	0.000000	0.000000	0.000000	4.316702	4.316702	0.999989	0.000000	0.000004	0.000007	0.000001	8.151545	
8505000	-687.295612	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.947834	13.570920	0.947834	0.947834	0.000000	0.947834	0.000000	0.000000	0.947834	0.947834	0.947834	0.000000	0.000000	0.000000	0.947834	0.000000	0.947834	0.000000	0.000000	0.000000	5.761659	5.761659	0.999987	0.000000	0.000010	0.000000	0.000003	21.470918	
8510000	-689.296118	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.794337	16.273527	0.794337	0.794337	0.000000	0.794337	0.000000	0.000000	0.794337	0.794337	0.794337	0.000000	0.794337	0.794337	0.794337	0.794337	0.794337	0.000000	0.000000	0.794337	4.402485	4.402485	0.999987	0.000000	0.000005	0.000007	0.000002	37.982651	
8515000	-687.296073	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.062732	21.950178	1.062732	1.062732	0.000000	1.062732	0.000000	0.000000	1.062732	1.062732	1.062732	0.000000	0.000000	0.000000	1.062732	0.000000	1.062732	0.000000	0.000000	0.000000	4.416796	4.416796	0.999994	0.000000	0.000005	0.000000	0.000001	73.792732	
8520000	-689.321282	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.762666	13.951410	0.762666	0.762666	0.000000	0.762666	0.000000	0.000000	0.762666	0.762666	0.762666	0.000000	0.762666	0.762666	0.762666	0.762666	0.762666	0.000000	0.000000	0.762666	4.995608	4.995608	0.999983	0.000000	0.000006	0.000009	0.000002	14.714626	
8525000	-686.963370	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.942762	16.765127	0.942762	0.942762	0.000000	0.942762	0.000000	0.000000	0.942762	0.942762	0.942762	0.000000	0.000000	0.942762	0.942762	0.000000	0.942762	0.000000	0.000000	0.000000	4.554950	4.554950	0.999993	0.000000	0.000006	0.000000	0.000001	45.390837	
8530000	-687.902794	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.752534	12.412303	0.752534	0.752534	0.000000	0.752534	0.000000	0.000000	0.752534	0.752534	0.752534	0.000000	0.000000	0.752534	0.752534	0.000000	0.752534	0.000000	0.000000	0.000000	5.475599	5.475599	0.999991	0.000000	0.000007	0.000000	0.000002	62.777475	
8535000	-694.360282	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.480507	48.532363	1.480507	1.480507	0.000000	1.480507	0.000000	0.000000	1.480507	0.000000	1.480507	0.000000	0.000000	1.480507	1.480507	0.000000	1.480507	0.000000	0.000000	0.000000	2.990069	2.990069	0.999997	0.000000	0.000003	0.000000	0.000001	57.553583	
8540000	-689.469896	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.896423	15.786733	0.896423	0.896423	0.000000	0.896423	0.000000	0.000000	0.896423	0.896423	0.896423	0.000000	0.896423	0.000000	0.896423	0.896423	0.896423	0.000000	0.000000	0.896423	4.295574	4.295574	0.999982	0.000000	0.000006	0.000010	0.000002	6.908112	
8545000	-690.950553	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.591689	17.502320	0.591689	0.591689	0.000000	0.591689	0.000000	0.000000	0.591689	0.591689	0.591689	0.000000	0.591689	0.591689	0.591689	0.000000	0.591689	0.000000	0.000000	0.000000	5.213801	5.213801	0.999991	0.000000	0.000003	0.000005	0.000001	6.913636	
8550000	-688.082163	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.721682	15.831273	0.721682	0.721682	0.000000	0.721682	0.000000	0.000000	0.721682	0.721682	0.721682	0.000000	0.000000	0.000000	0.721682	0.000000	0.721682	0.000000	0.000000	0.000000	5.640028	5.640028	0.999994	0.000000	0.000005	0.000000	0.000001	14.853259	
8555000	-693.348712	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z Z Z 1 1 	0.934960	14.329576	0.934960	0.934960	0.934960	0.934960	0.000000	0.000000	0.934960	0.934960	0.934960	0.000000	0.000000	0.000000	0.934960	0.934960	0.934960	0.000000	0.000000	0.934960	5.071210	5.071210	0.999986	0.000003	0.000008	0.000000	0.000003	9.705431	
8560000	-696.471737	1	2	4	'1 0 1 1 1 1 Z Z 1 Z 1 Z 1 1 1 1 	0.895959	22.579034	0.895959	0.895959	0.895959	0.895959	0.000000	0.000000	0.895959	0.000000	0.895959	0.000000	0.895959	0.895959	0.895959	0.895959	0.895959	0.000000	0.000000	0.895959	5.079721	5.079721	0.999984	0.000002	0.000005	0.000007	0.000002	50.623781	
8565000	-690.833129	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.674435	17.513370	0.674435	0.674435	0.000000	0.674435	0.000000	0.000000	0.674435	0.674435	0.674435	0.000000	0.674435	0.000000	0.674435	0.674435	0.674435	0.000000	0.000000	0.674435	5.710146	5.710146	0.999986	0.000000	0.000004	0.000008	0.000002	13.257489	
8570000	-688.447046	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.936610	23.170473	0.936610	0.936610	0.000000	0.936610	0.000000	0.000000	0.936610	0.936610	0.936610	0.000000	0.936610	0.936610	0.936610	0.000000	0.936610	0.000000	0.000000	0.000000	4.474178	4.474178	0.999988	0.000000	0.000004	0.000007	0.000001	23.625962	
8575000	-689.724136	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	1.098732	18.246241	1.098732	1.098732	0.000000	1.098732	0.000000	0.000000	1.098732	1.098732	1.098732	0.000000	1.098732	0.000000	1.098732	1.098732	1.098732	0.000000	0.000000	1.098732	4.918879	4.918879	0.999975	0.000000	0.000008	0.000013	0.000004	36.808866	
8580000	-689.947546	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.827162	13.361945	0.827162	0.827162	0.000000	0.827162	0.000000	0.000000	0.827162	0.827162	0.827162	0.000000	0.827162	0.827162	0.827162	0.000000	0.827162	0.000000	0.000000	0.000000	7.226020	7.226020	0.999964	0.000000	0.000013	0.000020	0.000003	3.245148	
8585000	-691.492574	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.452068	29.215762	1.452068	1.452068	0.000000	1.452068	0.000000	0.000000	1.452068	0.000000	1.452068	0.000000	1.452068	0.000000	1.452068	0.000000	1.452068	0.000000	0.000000	0.000000	3.211802	3.211802	0.999983	0.000000	0.000006	0.000009	0.000001	10.737072	
8590000	-697.475863	1	2	6	'1 0 1 1 Z 1 1 Z 1 Z 1 Z Z Z 1 1 	0.789720	22.752867	0.789720	0.789720	0.000000	0.789720	0.789720	0.000000	0.789720	0.000000	0.789720	0.000000	0.000000	0.000000	0.789720	0.789720	0.789720	0.000000	0.000000	0.789720	4.945943	4.945943	0.999995	0.000000	0.000004	0.000000	0.000001	57.455921	
8595000	-688.883779	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.822314	15.390998	0.822314	0.822314	0.000000	0.822314	0.000000	0.000000	0.822314	0.822314	0.822314	0.000000	0.000000	0.822314	0.822314	0.000000	0.822314	0.000000	0.000000	0.000000	6.831697	6.831697	0.999989	0.000000	0.000009	0.000000	0.000002	12.162670	
8600000	-689.770296	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.939759	13.617903	0.939759	0.939759	0.000000	0.939759	0.000000	0.000000	0.939759	0.939759	0.939759	0.000000	0.939759	0.939759	0.939759	0.939759	0.939759	0.000000	0.000000	0.939759	4.850580	4.850580	0.999975	0.000000	0.000009	0.000012	0.000004	18.852166	
8605000	-689.632095	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	0.900913	18.993523	0.900913	0.900913	0.000000	0.900913	0.000000	0.000000	0.900913	0.900913	0.900913	0.000000	0.900913	0.000000	0.000000	0.000000	0.900913	0.000000	0.000000	0.000000	4.349817	4.349817	0.999991	0.000000	0.000005	0.000004	0.000001	18.584121	
8610000	-693.304029	1	2	4	'0 1 0 0 Z 0 0 Z 0 0 0 Z 0 Z 0 0 	0.819958	19.653338	0.819958	0.819958	0.000000	0.819958	0.819958	0.000000	0.819958	0.819958	0.819958	0.000000	0.819958	0.000000	0.819958	0.819958	0.819958	0.000000	0.000000	0.819958	5.265879	5.265879	0.999985	0.000000	0.000005	0.000008	0.000002	24.135782	
8615000	-687.950647	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 Z 0 Z 	0.908873	14.090834	0.908873	0.908873	0.000000	0.908873	0.000000	0.000000	0.908873	0.908873	0.908873	0.000000	0.908873	0.000000	0.908873	0.000000	0.908873	0.000000	0.000000	0.000000	5.158456	5.158456	0.999973	0.000000	0.000009	0.000016	0.000002	29.382894	
8620000	-689.433728	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 Z 	1.122532	12.425269	1.122532	1.122532	0.000000	1.122532	0.000000	0.000000	1.122532	1.122532	1.122532	0.000000	0.000000	1.122532	1.122532	0.000000	1.122532	0.000000	0.000000	0.000000	5.979209	5.979209	0.999980	0.000000	0.000016	0.000000	0.000004	71.690086	
8625000	-692.068298	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 Z 	1.289048	22.072072	1.289048	1.289048	0.000000	1.289048	0.000000	0.000000	1.289048	1.289048	1.289048	0.000000	0.000000	1.289048	1.289048	0.000000	1.289048	0.000000	0.000000	0.000000	6.142327	6.142327	0.999987	0.000000	0.000010	0.000000	0.000003	31.465216	
8630000	-687.914028	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 Z 	0.925071	13.911911	0.925071	0.925071	0.000000	0.925071	0.000000	0.000000	0.925071	0.925071	0.925071	0.000000	0.000000	0.925071	0.925071	0.000000	0.925071	0.000000	0.000000	0.000000	6.435654	6.435654	0.999986	0.000000	0.000011	0.000000	0.000003	27.068010	
8635000	-688.365307	1	2	5	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 0 Z 	0.885590	19.465396	0.885590	0.885590	0.000000	0.885590	0.000000	0.000000	0.885590	0.885590	0.885590	0.000000	0.885590	0.885590	0.885590	0.000000	0.885590	0.000000	0.000000	0.000000	4.057077	4.057077	0.999988	0.000000	0.000004	0.000007	0.000001	29.507470	
8640000	-687.416622	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	1.000519	23.678066	1.000519	1.000519	0.000000	1.000519	0.000000	0.000000	1.000519	1.000519	1.000519	0.000000	0.000000	0.000000	1.000519	0.000000	1.000519	0.000000	0.000000	0.000000	4.438185	4.438185	0.999995	0.000000	0.000004	0.000000	0.000001	67.679330	
8645000	-692.497012	1	2	5	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 0 Z 	1.374955	21.734211	1.374955	1.374955	0.000000	1.374955	0.000000	0.000000	1.374955	1.374955	1.374955	0.000000	1.374955	1.374955	1.374955	0.000000	1.374955	0.000000	0.000000	0.000000	4.190344	4.190344	0.999978	0.000000	0.000008	0.000012	0.000002	96.385050	
8650000	-686.618847	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	0.886160	18.070169	0.886160	0.886160	0.000000	0.886160	0.000000	0.000000	0.886160	0.886160	0.886160	0.000000	0.000000	0.000000	0.886160	0.000000	0.886160	0.000000	0.000000	0.000000	4.693452	4.693452	0.999994	0.000000	0.000005	0.000000	0.000001	24.462321	
8655000	-687.187533	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	1.096085	19.817586	1.096085	1.096085	0.000000	1.096085	0.000000	0.000000	1.096085	1.096085	1.096085	0.000000	0.000000	0.000000	1.096085	0.000000	1.096085	0.000000	0.000000	0.000000	4.772392	4.772392	0.999992	0.000000	0.000006	0.000000	0.000002	22.085180	
8660000	-690.605914	1	2	4	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 0 0 	0.827314	26.032678	0.827314	0.827314	0.000000	0.827314	0.000000	0.000000	0.827314	0.827314	0.827314	0.000000	0.827314	0.827314	0.827314	0.827314	0.827314	0.000000	0.000000	0.827314	4.181311	4.181311	0.999992	0.000000	0.000003	0.000004	0.000001	27.819005	
8665000	-688.525087	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 Z 	1.113707	17.477141	1.113707	1.113707	0.000000	1.113707	0.000000	0.000000	1.113707	1.113707	1.113707	0.000000	0.000000	1.113707	1.113707	0.000000	1.113707	0.000000	0.000000	0.000000	5.938739	5.938739	0.999988	0.000000	0.000010	0.000000	0.000003	55.165170	
8670000	-687.921518	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 Z 0 Z 	1.011432	16.651888	1.011432	1.011432	0.000000	1.011432	0.000000	0.000000	1.011432	1.011432	1.011432	0.000000	1.011432	0.000000	1.011432	0.000000	1.011432	0.000000	0.000000	0.000000	4.732082	4.732082	0.999976	0.000000	0.000008	0.000014	0.000002	32.363704	
8675000	-690.636030	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 Z Z 	1.092193	23.062217	1.092193	1.092193	0.000000	1.092193	0.000000	0.000000	1.092193	1.092193	1.092193	0.000000	1.092193	1.092193	0.000000	0.000000	1.092193	0.000000	0.000000	0.000000	4.317364	4.317364	0.999990	0.000000	0.000005	0.000004	0.000001	15.355182	
8680000	-689.051003	1	2	5	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 0 Z 	0.909807	22.824749	0.909807	0.909807	0.000000	0.909807	0.000000	0.000000	0.909807	0.909807	0.909807	0.000000	0.909807	0.909807	0.909807	0.000000	0.909807	0.000000	0.000000	0.000000	5.277431	5.277431	0.999986	0.000000	0.000005	0.000008	0.000001	18.809542	
8685000	-689.980148	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.928449	13.919369	0.928449	0.928449	0.000000	0.928449	0.000000	0.000000	0.928449	0.928449	0.928449	0.000000	0.000000	0.928449	0.928449	0.000000	0.928449	0.000000	0.000000	0.000000	3.722563	3.722563	0.999993	0.000000	0.000006	0.000000	0.000001	22.433483	
8690000	-689.382995	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.069263	24.552444	1.069263	1.069263	0.000000	1.069263	0.000000	0.000000	1.069263	0.000000	1.069263	0.000000	1.069263	0.000000	1.069263	0.000000	1.069263	0.000000	0.000000	0.000000	4.117511	4.117511	0.999985	0.000000	0.000005	0.000008	0.000001	11.709394	
8695000	-686.817996	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.861706	15.685280	0.861706	0.861706	0.000000	0.861706	0.000000	0.000000	0.861706	0.861706	0.861706	0.000000	0.000000	0.861706	0.861706	0.000000	0.861706	0.000000	0.000000	0.000000	5.359148	5.359148	0.999992	0.000000	0.000006	0.000000	0.000002	30.172323	
8700000	-703.383311	1	2	7	'1 0 Z 1 Z 1 Z 1 1 Z 1 Z Z Z 1 1 	1.227200	18.642525	0.000000	1.227200	0.000000	1.227200	0.000000	1.227200	1.227200	0.000000	1.227200	0.000000	0.000000	0.000000	1.227200	1.227200	1.227200	1.227200	0.000000	1.227200	5.410437	5.410437	0.999980	0.000000	0.000015	0.000000	0.000005	20.392037	
