Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4024934384
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
2115000	-690.056401	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.759655	17.258787	0.759655	0.759655	0.000000	0.759655	0.000000	0.000000	0.759655	0.759655	0.759655	0.000000	0.759655	0.759655	0.000000	0.000000	0.759655	0.000000	0.000000	0.000000	4.938293	4.938293	0.999992	0.000000	0.000004	0.000003	0.000001	13.485128	
2120000	-693.957281	1	2	3	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 1 1 1 	0.718539	15.295141	0.718539	0.718539	0.000000	0.718539	0.718539	0.000000	0.718539	0.718539	0.718539	0.000000	0.718539	0.718539	0.718539	0.718539	0.718539	0.000000	0.000000	0.718539	4.448494	4.448494	0.999988	0.000000	0.000004	0.000006	0.000002	23.448007	
2125000	-693.624213	1	2	6	'1 0 1 Z Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.810422	18.093653	0.810422	0.000000	0.000000	0.810422	0.000000	0.000000	0.810422	0.810422	0.810422	0.000000	0.000000	0.810422	0.810422	0.810422	0.000000	0.000000	0.000000	0.810422	5.276471	5.276471	0.999995	0.000000	0.000005	0.000000	0.000000	10.217434	
2130000	-697.634577	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	1.127476	45.650135	1.127476	1.127476	0.000000	1.127476	0.000000	0.000000	1.127476	1.127476	1.127476	0.000000	1.127476	1.127476	0.000000	0.000000	1.127476	0.000000	0.000000	0.000000	4.737687	4.737687	0.999994	0.000000	0.000003	0.000002	0.000001	11.062981	
2135000	-691.334037	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z 1 	0.909966	20.409731	0.909966	0.909966	0.000000	0.909966	0.000000	0.000000	0.909966	0.909966	0.909966	0.000000	0.909966	0.909966	0.000000	0.909966	0.909966	0.000000	0.000000	0.909966	4.030207	4.030207	0.999992	0.000000	0.000004	0.000003	0.000001	21.877315	
2140000	-687.954962	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.975578	18.484535	0.975578	0.975578	0.000000	0.975578	0.000000	0.000000	0.975578	0.975578	0.975578	0.000000	0.000000	0.000000	0.975578	0.975578	0.975578	0.000000	0.000000	0.975578	5.059136	5.059136	0.999992	0.000000	0.000006	0.000000	0.000002	11.822037	
2145000	-690.017855	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.016917	15.184962	1.016917	1.016917	0.000000	1.016917	0.000000	0.000000	1.016917	1.016917	1.016917	0.000000	0.000000	0.000000	1.016917	0.000000	1.016917	0.000000	0.000000	0.000000	7.312466	7.312466	0.999982	0.000000	0.000014	0.000000	0.000004	13.639452	
2150000	-691.654083	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.871446	28.928935	0.871446	0.871446	0.000000	0.871446	0.000000	0.000000	0.871446	0.871446	0.871446	0.000000	0.871446	0.871446	0.000000	0.000000	0.871446	0.000000	0.000000	0.000000	4.246007	4.246007	0.999995	0.000000	0.000002	0.000002	0.000001	31.974793	
2155000	-689.304884	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.033606	12.521173	1.033606	1.033606	0.000000	1.033606	0.000000	0.000000	1.033606	1.033606	1.033606	0.000000	1.033606	0.000000	1.033606	0.000000	1.033606	0.000000	0.000000	0.000000	5.266295	5.266295	0.999960	0.000000	0.000013	0.000023	0.000003	8.497724	
2160000	-687.876848	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.955271	21.115692	0.955271	0.955271	0.000000	0.955271	0.000000	0.000000	0.955271	0.955271	0.955271	0.000000	0.955271	0.000000	0.955271	0.000000	0.955271	0.000000	0.000000	0.000000	4.769861	4.769861	0.999984	0.000000	0.000005	0.000010	0.000001	22.162453	
2165000	-686.989120	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.804893	18.110240	0.804893	0.804893	0.000000	0.804893	0.000000	0.000000	0.804893	0.804893	0.804893	0.000000	0.000000	0.000000	0.804893	0.000000	0.804893	0.000000	0.000000	0.000000	4.865462	4.865462	0.999995	0.000000	0.000004	0.000000	0.000001	61.702185	
2170000	-693.937294	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 Z 1 Z 	0.695964	11.600166	0.695964	0.695964	0.000000	0.695964	0.695964	0.000000	0.695964	0.695964	0.695964	0.000000	0.695964	0.000000	0.695964	0.000000	0.695964	0.000000	0.000000	0.000000	6.886805	6.886805	0.999967	0.000000	0.000011	0.000019	0.000002	5.055355	
2175000	-690.473176	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.617637	14.714333	0.617637	0.617637	0.000000	0.617637	0.000000	0.000000	0.617637	0.617637	0.617637	0.000000	0.617637	0.000000	0.617637	0.000000	0.617637	0.000000	0.000000	0.000000	5.502357	5.502357	0.999986	0.000000	0.000005	0.000008	0.000001	12.733988	
2180000	-687.150164	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.224944	22.864900	1.224944	1.224944	0.000000	1.224944	0.000000	0.000000	1.224944	0.000000	1.224944	0.000000	0.000000	1.224944	1.224944	0.000000	1.224944	0.000000	0.000000	0.000000	4.647449	4.647449	0.999991	0.000000	0.000007	0.000000	0.000002	71.653463	
2185000	-694.914072	1	2	5	'1 0 1 1 Z 1 1 Z 1 Z 1 Z Z 1 1 1 	1.177876	22.382604	1.177876	1.177876	0.000000	1.177876	1.177876	0.000000	1.177876	0.000000	1.177876	0.000000	0.000000	1.177876	1.177876	1.177876	1.177876	0.000000	0.000000	1.177876	4.252865	4.252865	0.999992	0.000000	0.000006	0.000000	0.000002	53.140372	
2190000	-691.602166	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	1.152313	17.330867	1.152313	1.152313	0.000000	1.152313	0.000000	0.000000	1.152313	1.152313	1.152313	0.000000	1.152313	0.000000	0.000000	0.000000	1.152313	0.000000	0.000000	0.000000	6.029608	6.029608	0.999976	0.000000	0.000012	0.000009	0.000003	10.500954	
2195000	-688.735312	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.023485	18.615830	1.023485	1.023485	0.000000	1.023485	0.000000	0.000000	1.023485	1.023485	1.023485	0.000000	1.023485	0.000000	1.023485	0.000000	1.023485	0.000000	0.000000	0.000000	3.996055	3.996055	0.999982	0.000000	0.000006	0.000011	0.000001	5.491209	
2200000	-689.567436	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.732685	13.975311	0.732685	0.732685	0.000000	0.732685	0.000000	0.000000	0.732685	0.732685	0.732685	0.000000	0.732685	0.000000	0.732685	0.732685	0.732685	0.000000	0.000000	0.732685	5.418183	5.418183	0.999981	0.000000	0.000007	0.000011	0.000002	35.660747	
2205000	-687.023772	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.986848	16.010299	0.986848	0.986848	0.000000	0.986848	0.000000	0.000000	0.986848	0.986848	0.986848	0.000000	0.000000	0.986848	0.986848	0.000000	0.986848	0.000000	0.000000	0.000000	4.859220	4.859220	0.999991	0.000000	0.000007	0.000000	0.000002	5.516362	
2210000	-681.792947	1	3	8	'2 0 2 1 Z 2 Z Z 1 Z 1 Z Z Z 2 Z 	2.386344	19.560561	2.386344	0.477184	0.000000	2.386344	0.000000	0.000000	0.477184	0.000000	0.477184	0.000000	0.000000	0.000000	2.386344	0.000000	0.477184	0.000000	0.000000	0.000000	4.963715	4.963715	0.999999	0.000000	0.000001	0.000000	0.000000	6.950426	
2215000	-687.682724	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.940148	14.483929	0.940148	0.940148	0.000000	0.940148	0.000000	0.000000	0.940148	0.940148	0.940148	0.000000	0.000000	0.000000	0.940148	0.000000	0.940148	0.000000	0.000000	0.000000	6.305205	6.305205	0.999987	0.000000	0.000010	0.000000	0.000003	7.441939	
2220000	-688.902931	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.987939	15.577757	0.987939	0.987939	0.000000	0.987939	0.000000	0.000000	0.987939	0.987939	0.987939	0.000000	0.000000	0.000000	0.987939	0.987939	0.987939	0.000000	0.000000	0.987939	6.155852	6.155852	0.999986	0.000000	0.000010	0.000000	0.000004	31.600293	
2225000	-690.630830	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.069233	15.915041	1.069233	1.069233	0.000000	1.069233	0.000000	0.000000	1.069233	1.069233	1.069233	0.000000	1.069233	1.069233	1.069233	1.069233	1.069233	0.000000	0.000000	1.069233	4.380831	4.380831	0.999978	0.000000	0.000008	0.000011	0.000004	15.463993	
2230000	-687.555910	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.752363	18.642395	0.752363	0.752363	0.000000	0.752363	0.000000	0.000000	0.752363	0.752363	0.752363	0.000000	0.000000	0.752363	0.752363	0.000000	0.752363	0.000000	0.000000	0.000000	4.482514	4.482514	0.999996	0.000000	0.000003	0.000000	0.000001	11.295441	
2235000	-690.877038	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	1.083646	24.724146	1.083646	1.083646	0.000000	1.083646	0.000000	0.000000	1.083646	1.083646	1.083646	0.000000	1.083646	1.083646	0.000000	0.000000	1.083646	0.000000	0.000000	0.000000	4.229794	4.229794	0.999991	0.000000	0.000004	0.000003	0.000001	53.498530	
2240000	-690.140126	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	0.857130	22.963147	0.857130	0.857130	0.000000	0.857130	0.000000	0.000000	0.857130	0.857130	0.857130	0.000000	0.857130	0.000000	0.000000	0.000000	0.857130	0.000000	0.000000	0.000000	4.732498	4.732498	0.999992	0.000000	0.000004	0.000003	0.000001	73.728775	
2245000	-687.416730	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.777194	14.030908	0.777194	0.777194	0.000000	0.777194	0.000000	0.000000	0.777194	0.777194	0.777194	0.000000	0.000000	0.000000	0.777194	0.000000	0.777194	0.000000	0.000000	0.000000	5.456737	5.456737	0.999992	0.000000	0.000007	0.000000	0.000001	8.493107	
2250000	-689.871566	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.198921	23.727422	1.198921	1.198921	0.000000	1.198921	0.000000	0.000000	1.198921	1.198921	1.198921	0.000000	1.198921	0.000000	1.198921	0.000000	1.198921	0.000000	0.000000	0.000000	4.908734	4.908734	0.999978	0.000000	0.000007	0.000013	0.000002	24.931565	
2255000	-689.912547	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	0.981190	25.874613	0.981190	0.981190	0.000000	0.981190	0.000000	0.000000	0.981190	0.000000	0.981190	0.000000	0.981190	0.981190	0.981190	0.000000	0.981190	0.000000	0.000000	0.000000	4.295825	4.295825	0.999989	0.000000	0.000004	0.000006	0.000001	11.076461	
2260000	-690.431200	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 Z 	1.387881	21.498741	1.387881	1.387881	0.000000	1.387881	0.000000	0.000000	1.387881	0.000000	1.387881	0.000000	0.000000	0.000000	1.387881	0.000000	1.387881	0.000000	0.000000	0.000000	6.106450	6.106450	0.999983	0.000000	0.000014	0.000000	0.000004	32.569485	
2265000	-690.498183	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.967620	13.571605	0.967620	0.967620	0.000000	0.967620	0.000000	0.000000	0.967620	0.967620	0.967620	0.000000	0.967620	0.967620	0.967620	0.967620	0.967620	0.000000	0.000000	0.967620	6.624003	6.624003	0.999960	0.000000	0.000014	0.000020	0.000006	27.925091	
2270000	-686.698643	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.922468	18.876574	0.922468	0.922468	0.000000	0.922468	0.000000	0.000000	0.922468	0.922468	0.922468	0.000000	0.000000	0.000000	0.922468	0.000000	0.922468	0.000000	0.000000	0.000000	5.094288	5.094288	0.999993	0.000000	0.000005	0.000000	0.000001	35.440771	
2275000	-687.300658	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.956436	23.080172	0.956436	0.956436	0.000000	0.956436	0.000000	0.000000	0.956436	0.956436	0.956436	0.000000	0.000000	0.000000	0.956436	0.000000	0.956436	0.000000	0.000000	0.000000	4.275197	4.275197	0.999996	0.000000	0.000004	0.000000	0.000001	4.236713	
2280000	-691.313024	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.381512	34.472935	1.381512	1.381512	0.000000	1.381512	0.000000	0.000000	1.381512	0.000000	1.381512	0.000000	0.000000	1.381512	1.381512	1.381512	1.381512	0.000000	0.000000	1.381512	3.775841	3.775841	0.999994	0.000000	0.000004	0.000000	0.000002	22.181248	
2285000	-686.808995	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.993944	16.926971	0.993944	0.993944	0.000000	0.993944	0.000000	0.000000	0.993944	0.993944	0.993944	0.000000	0.000000	0.000000	0.993944	0.000000	0.993944	0.000000	0.000000	0.000000	5.353442	5.353442	0.999991	0.000000	0.000007	0.000000	0.000002	7.947402	
2290000	-688.291027	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.382872	24.321280	1.382872	1.382872	0.000000	1.382872	0.000000	0.000000	1.382872	0.000000	1.382872	0.000000	0.000000	1.382872	1.382872	0.000000	1.382872	0.000000	0.000000	0.000000	5.137409	5.137409	0.999988	0.000000	0.000009	0.000000	0.000002	18.192603	
2295000	-689.983457	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.745194	9.067805	0.745194	0.745194	0.000000	0.745194	0.000000	0.000000	0.745194	0.745194	0.745194	0.000000	0.000000	0.000000	0.745194	0.000000	0.745194	0.000000	0.000000	0.000000	6.115853	6.115853	0.999981	0.000000	0.000016	0.000000	0.000003	8.263878	
2300000	-695.433180	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 Z 1 Z 	0.791215	9.318110	0.791215	0.791215	0.000000	0.791215	0.791215	0.000000	0.791215	0.791215	0.791215	0.000000	0.791215	0.000000	0.791215	0.000000	0.791215	0.000000	0.000000	0.000000	7.894493	7.894493	0.999923	0.000000	0.000027	0.000045	0.000005	18.685900	
2305000	-689.804913	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	0.955554	22.179598	0.955554	0.955554	0.000000	0.955554	0.000000	0.000000	0.955554	0.000000	0.955554	0.000000	0.955554	0.955554	0.955554	0.000000	0.955554	0.000000	0.000000	0.000000	4.852477	4.852477	0.999985	0.000000	0.000006	0.000008	0.000001	16.048915	
2310000	-688.482154	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.948010	13.554000	0.948010	0.948010	0.000000	0.948010	0.000000	0.000000	0.948010	0.948010	0.948010	0.000000	0.000000	0.948010	0.948010	0.000000	0.948010	0.000000	0.000000	0.000000	6.771477	6.771477	0.999984	0.000000	0.000013	0.000000	0.000003	9.811661	
2315000	-693.093877	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.689130	27.415001	0.689130	0.689130	0.000000	0.689130	0.000000	0.000000	0.689130	0.689130	0.689130	0.000000	0.689130	0.689130	0.000000	0.000000	0.689130	0.000000	0.000000	0.000000	4.422953	4.422953	0.999996	0.000000	0.000002	0.000001	0.000000	38.006658	
2320000	-698.339797	1	2	4	'1 0 1 1 1 1 Z 1 1 1 1 Z 1 Z 1 Z 	0.680044	21.707562	0.680044	0.680044	0.680044	0.680044	0.000000	0.680044	0.680044	0.680044	0.680044	0.000000	0.680044	0.000000	0.680044	0.000000	0.680044	0.680044	0.000000	0.000000	5.303773	5.303773	0.999989	0.000001	0.000003	0.000006	0.000001	9.423019	
2325000	-689.027534	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.938877	18.008880	0.938877	0.938877	0.000000	0.938877	0.000000	0.000000	0.938877	0.938877	0.938877	0.000000	0.000000	0.000000	0.938877	0.000000	0.938877	0.000000	0.000000	0.000000	6.584498	6.584498	0.999989	0.000000	0.000008	0.000000	0.000002	11.524155	
2330000	-687.589418	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.794779	19.538047	0.794779	0.794779	0.000000	0.794779	0.000000	0.000000	0.794779	0.794779	0.794779	0.000000	0.000000	0.000000	0.794779	0.000000	0.794779	0.000000	0.000000	0.000000	4.150622	4.150622	0.999996	0.000000	0.000003	0.000000	0.000001	19.997705	
2335000	-687.768783	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.880395	17.871981	0.880395	0.880395	0.000000	0.880395	0.000000	0.000000	0.880395	0.880395	0.880395	0.000000	0.880395	0.000000	0.880395	0.000000	0.880395	0.000000	0.000000	0.000000	5.372380	5.372380	0.999980	0.000000	0.000007	0.000012	0.000001	26.556223	
2340000	-687.954292	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.714083	17.355686	0.714083	0.714083	0.000000	0.714083	0.000000	0.000000	0.714083	0.714083	0.714083	0.000000	0.000000	0.000000	0.714083	0.000000	0.714083	0.000000	0.000000	0.000000	5.068555	5.068555	0.999995	0.000000	0.000004	0.000000	0.000001	17.265454	
2345000	-690.923817	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	0.924826	15.224919	0.924826	0.924826	0.000000	0.924826	0.000000	0.000000	0.924826	0.000000	0.924826	0.000000	0.000000	0.924826	0.924826	0.924826	0.924826	0.000000	0.000000	0.924826	5.258621	5.258621	0.999989	0.000000	0.000008	0.000000	0.000003	10.028045	
2350000	-693.187383	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 Z 	0.944895	15.231971	0.944895	0.944895	0.000000	0.944895	0.944895	0.000000	0.944895	0.944895	0.944895	0.000000	0.000000	0.944895	0.944895	0.000000	0.944895	0.000000	0.000000	0.000000	4.087570	4.087570	0.999993	0.000000	0.000006	0.000000	0.000001	28.327850	
2355000	-689.406123	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.095779	13.715725	1.095779	1.095779	0.000000	1.095779	0.000000	0.000000	1.095779	1.095779	1.095779	0.000000	1.095779	0.000000	1.095779	0.000000	1.095779	0.000000	0.000000	0.000000	5.970083	5.970083	0.999954	0.000000	0.000015	0.000027	0.000004	91.900135	
2360000	-697.784641	1	2	3	'1 0 1 1 1 1 1 Z 1 1 1 Z 1 1 1 Z 	0.918214	15.656222	0.918214	0.918214	0.918214	0.918214	0.918214	0.000000	0.918214	0.918214	0.918214	0.000000	0.918214	0.918214	0.918214	0.000000	0.918214	0.000000	0.000000	0.000000	6.075597	6.075597	0.999966	0.000005	0.000011	0.000016	0.000002	98.319599	
2365000	-691.348286	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	1.162931	23.695205	1.162931	1.162931	0.000000	1.162931	0.000000	0.000000	1.162931	1.162931	1.162931	0.000000	1.162931	0.000000	0.000000	0.000000	1.162931	0.000000	0.000000	0.000000	5.161406	5.161406	0.999986	0.000000	0.000007	0.000006	0.000002	84.853554	
2370000	-684.831465	1	3	6	'2 0 2 1 1 2 Z Z 1 Z 1 Z 2 Z 2 Z 	2.272159	22.059347	2.272159	0.616969	0.616969	2.272159	0.000000	0.000000	0.616969	0.000000	0.616969	0.000000	2.272159	0.000000	2.272159	0.000000	0.616969	0.000000	0.000000	0.000000	3.820898	3.820898	0.999960	0.000001	0.000002	0.000037	0.000000	37.599293	
2375000	-689.810152	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.727019	13.160756	0.727019	0.727019	0.000000	0.727019	0.000000	0.000000	0.727019	0.727019	0.727019	0.000000	0.727019	0.000000	0.727019	0.000000	0.727019	0.000000	0.000000	0.000000	6.696158	6.696158	0.999972	0.000000	0.000010	0.000017	0.000002	46.936912	
2380000	-690.963126	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.162197	17.296310	1.162197	1.162197	0.000000	1.162197	0.000000	0.000000	1.162197	1.162197	1.162197	0.000000	1.162197	1.162197	1.162197	1.162197	1.162197	0.000000	0.000000	1.162197	5.430907	5.430907	0.999970	0.000000	0.000011	0.000014	0.000005	21.981668	
2385000	-694.888829	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.639595	21.467926	0.639595	0.639595	0.000000	0.639595	0.000000	0.000000	0.639595	0.639595	0.639595	0.000000	0.639595	0.639595	0.639595	0.639595	0.639595	0.000000	0.000000	0.639595	6.457634	6.457634	0.999989	0.000000	0.000004	0.000006	0.000001	7.608563	
2390000	-688.929707	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.827765	21.167856	0.827765	0.827765	0.000000	0.827765	0.000000	0.000000	0.827765	0.827765	0.827765	0.000000	0.827765	0.000000	0.827765	0.000000	0.827765	0.000000	0.000000	0.000000	5.439608	5.439608	0.999985	0.000000	0.000005	0.000009	0.000001	25.015025	
2395000	-690.008301	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.716886	15.362584	0.716886	0.716886	0.000000	0.716886	0.000000	0.000000	0.716886	0.716886	0.716886	0.000000	0.000000	0.716886	0.716886	0.000000	0.716886	0.000000	0.000000	0.000000	3.683087	3.683087	0.999996	0.000000	0.000003	0.000000	0.000001	3.327522	
2400000	-687.666484	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.914650	17.230443	0.914650	0.914650	0.000000	0.914650	0.000000	0.000000	0.914650	0.914650	0.914650	0.000000	0.914650	0.000000	0.914650	0.000000	0.914650	0.000000	0.000000	0.000000	4.564523	4.564523	0.999982	0.000000	0.000006	0.000011	0.000001	7.880012	
2405000	-686.745411	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	0.862845	16.775240	0.862845	0.862845	0.000000	0.862845	0.000000	0.000000	0.862845	0.862845	0.862845	0.000000	0.000000	0.000000	0.862845	0.000000	0.862845	0.000000	0.000000	0.000000	5.300515	5.300515	0.999993	0.000000	0.000006	0.000000	0.000001	63.194772	
2410000	-689.247938	1	2	5	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 0 Z 	1.066904	18.780489	1.066904	1.066904	0.000000	1.066904	0.000000	0.000000	1.066904	1.066904	1.066904	0.000000	1.066904	1.066904	1.066904	0.000000	1.066904	0.000000	0.000000	0.000000	4.049892	4.049892	0.999983	0.000000	0.000006	0.000009	0.000001	90.197486	
2415000	-691.508169	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 Z Z 	0.768397	11.381351	0.768397	0.768397	0.000000	0.768397	0.000000	0.000000	0.768397	0.768397	0.768397	0.000000	0.768397	0.768397	0.000000	0.000000	0.768397	0.000000	0.000000	0.000000	5.539729	5.539729	0.999983	0.000000	0.000010	0.000005	0.000002	3.273365	
2420000	-691.153247	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	0.674981	20.413409	0.674981	0.674981	0.000000	0.674981	0.000000	0.000000	0.674981	0.674981	0.674981	0.000000	0.000000	0.000000	0.674981	0.000000	0.674981	0.000000	0.000000	0.000000	6.066150	6.066150	0.999996	0.000000	0.000004	0.000000	0.000001	5.831556	
2425000	-688.187758	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	1.077482	14.472960	1.077482	1.077482	0.000000	1.077482	0.000000	0.000000	1.077482	1.077482	1.077482	0.000000	0.000000	0.000000	1.077482	0.000000	1.077482	0.000000	0.000000	0.000000	4.525014	4.525014	0.999990	0.000000	0.000008	0.000000	0.000002	9.356150	
2430000	-689.144729	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 Z 	0.735882	10.331052	0.735882	0.735882	0.000000	0.735882	0.000000	0.000000	0.735882	0.735882	0.735882	0.000000	0.000000	0.735882	0.735882	0.000000	0.735882	0.000000	0.000000	0.000000	5.446420	5.446420	0.999988	0.000000	0.000010	0.000000	0.000002	5.996612	
2435000	-689.769034	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 0 	0.819830	14.809634	0.819830	0.819830	0.000000	0.819830	0.000000	0.000000	0.819830	0.819830	0.819830	0.000000	0.000000	0.000000	0.819830	0.819830	0.819830	0.000000	0.000000	0.819830	6.790873	6.790873	0.999988	0.000000	0.000009	0.000000	0.000003	35.456428	
2440000	-692.262111	1	2	6	'0 1 0 0 Z 0 Z Z 0 Z 0 Z 0 0 0 Z 	1.448582	14.590338	1.448582	1.448582	0.000000	1.448582	0.000000	0.000000	1.448582	0.000000	1.448582	0.000000	1.448582	1.448582	1.448582	0.000000	1.448582	0.000000	0.000000	0.000000	6.029926	6.029926	0.999936	0.000000	0.000027	0.000031	0.000006	4.626482	
