Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1038589941
Precision:                       64 bits
Cores:                           15
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
2950000	-695.027791	1	2	6	'1 0 1 1 1 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.178622	16.927721	1.178622	1.178622	1.178622	1.178622	0.000000	0.000000	1.178622	0.000000	1.178622	0.000000	1.178622	0.000000	1.178622	0.000000	1.178622	0.000000	0.000000	0.000000	5.118758	5.118758	0.999961	0.000004	0.000013	0.000019	0.000003	92.884536	
2955000	-690.265369	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.469137	17.334671	1.469137	1.469137	0.000000	1.469137	0.000000	0.000000	1.469137	0.000000	1.469137	0.000000	1.469137	1.469137	1.469137	0.000000	1.469137	0.000000	0.000000	0.000000	5.207637	5.207637	0.999956	0.000000	0.000018	0.000021	0.000004	90.879790	
2960000	-695.030391	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.815720	11.936591	0.815720	0.815720	0.815720	0.815720	0.000000	0.000000	0.815720	0.815720	0.815720	0.000000	0.815720	0.000000	0.815720	0.000000	0.815720	0.000000	0.000000	0.000000	4.247670	4.247670	0.999975	0.000002	0.000008	0.000013	0.000002	46.582377	
2965000	-695.634607	1	2	6	'1 0 1 1 Z 1 1 Z 1 Z 1 Z Z Z 1 1 	0.933534	21.994193	0.933534	0.933534	0.000000	0.933534	0.933534	0.000000	0.933534	0.000000	0.933534	0.000000	0.000000	0.000000	0.933534	0.933534	0.933534	0.000000	0.000000	0.933534	5.076618	5.076618	0.999993	0.000000	0.000005	0.000000	0.000002	67.737271	
2970000	-689.415994	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.165701	21.555920	1.165701	1.165701	0.000000	1.165701	0.000000	0.000000	1.165701	1.165701	1.165701	0.000000	0.000000	0.000000	1.165701	1.165701	1.165701	0.000000	0.000000	1.165701	4.788406	4.788406	0.999991	0.000000	0.000006	0.000000	0.000003	69.908476	
2975000	-687.582758	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.931284	22.078338	0.931284	0.931284	0.000000	0.931284	0.000000	0.000000	0.931284	0.931284	0.931284	0.000000	0.000000	0.000000	0.931284	0.000000	0.931284	0.000000	0.000000	0.000000	5.209423	5.209423	0.999994	0.000000	0.000005	0.000000	0.000001	11.151047	
2980000	-688.407747	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.943461	16.926864	0.943461	0.943461	0.000000	0.943461	0.000000	0.000000	0.943461	0.943461	0.943461	0.000000	0.000000	0.000000	0.943461	0.943461	0.943461	0.000000	0.000000	0.943461	5.811879	5.811879	0.999990	0.000000	0.000008	0.000000	0.000003	11.381253	
2985000	-688.993934	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 Z 	1.595809	21.835490	1.595809	1.595809	0.000000	1.595809	0.000000	0.000000	1.595809	0.000000	1.595809	0.000000	0.000000	0.000000	1.595809	0.000000	1.595809	0.000000	0.000000	0.000000	5.159522	5.159522	0.999983	0.000000	0.000014	0.000000	0.000004	7.899890	
2990000	-687.935661	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.925850	17.682350	0.925850	0.925850	0.000000	0.925850	0.000000	0.000000	0.925850	0.925850	0.925850	0.000000	0.925850	0.000000	0.925850	0.000000	0.925850	0.000000	0.000000	0.000000	5.583170	5.583170	0.999977	0.000000	0.000008	0.000014	0.000002	7.520933	
2995000	-693.159428	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.991095	8.070276	0.991095	0.991095	0.000000	0.991095	0.000000	0.000000	0.991095	0.991095	0.991095	0.000000	0.991095	0.991095	0.991095	0.000000	0.991095	0.000000	0.000000	0.000000	6.532526	6.532526	0.999895	0.000000	0.000040	0.000057	0.000008	26.403168	
3000000	-688.849086	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.710814	14.854961	0.710814	0.710814	0.000000	0.710814	0.000000	0.000000	0.710814	0.710814	0.710814	0.000000	0.710814	0.710814	0.710814	0.000000	0.710814	0.000000	0.000000	0.000000	5.801226	5.801226	0.999983	0.000000	0.000006	0.000010	0.000001	7.112078	
3005000	-686.872719	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.981122	17.891147	0.981122	0.981122	0.000000	0.981122	0.000000	0.000000	0.981122	0.981122	0.981122	0.000000	0.000000	0.981122	0.981122	0.000000	0.981122	0.000000	0.000000	0.000000	4.730554	4.730554	0.999993	0.000000	0.000006	0.000000	0.000001	12.992587	
3010000	-694.642111	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 1 	0.843444	24.978231	0.843444	0.843444	0.843444	0.843444	0.000000	0.000000	0.843444	0.843444	0.843444	0.000000	0.843444	0.000000	0.843444	0.843444	0.843444	0.000000	0.000000	0.843444	4.820005	4.820005	0.999988	0.000001	0.000004	0.000006	0.000001	20.353587	
3015000	-688.768873	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.885696	20.610515	0.885696	0.885696	0.000000	0.885696	0.000000	0.000000	0.885696	0.885696	0.885696	0.000000	0.000000	0.885696	0.885696	0.000000	0.885696	0.000000	0.000000	0.000000	5.979389	5.979389	0.999993	0.000000	0.000006	0.000000	0.000001	22.754010	
3020000	-690.168043	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.417807	25.313938	1.417807	1.417807	0.000000	1.417807	0.000000	0.000000	1.417807	0.000000	1.417807	0.000000	1.417807	0.000000	1.417807	0.000000	1.417807	0.000000	0.000000	0.000000	5.157091	5.157091	0.999969	0.000000	0.000011	0.000017	0.000003	59.122307	
3025000	-688.749885	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.870683	22.565531	0.870683	0.870683	0.000000	0.870683	0.000000	0.000000	0.870683	0.870683	0.870683	0.000000	0.870683	0.000000	0.870683	0.000000	0.870683	0.000000	0.000000	0.000000	5.160353	5.160353	0.999986	0.000000	0.000005	0.000009	0.000001	53.750381	
3030000	-692.065884	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 1 	1.133127	22.320745	1.133127	1.133127	0.000000	1.133127	0.000000	0.000000	1.133127	0.000000	1.133127	0.000000	1.133127	0.000000	1.133127	1.133127	1.133127	0.000000	0.000000	1.133127	3.333558	3.333558	0.999985	0.000000	0.000005	0.000007	0.000002	20.244498	
3035000	-687.897640	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.954552	15.460029	0.954552	0.954552	0.000000	0.954552	0.000000	0.000000	0.954552	0.954552	0.954552	0.000000	0.954552	0.000000	0.954552	0.000000	0.954552	0.000000	0.000000	0.000000	5.595899	5.595899	0.999971	0.000000	0.000010	0.000017	0.000002	36.514165	
3040000	-696.131282	1	2	4	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 1 	0.591818	12.097463	0.591818	0.591818	0.000000	0.591818	0.000000	0.591818	0.591818	0.591818	0.591818	0.000000	0.000000	0.591818	0.591818	0.591818	0.591818	0.591818	0.000000	0.591818	6.552830	6.552830	0.999991	0.000000	0.000007	0.000000	0.000002	5.584355	
3045000	-688.670086	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.026542	13.647534	1.026542	1.026542	0.000000	1.026542	0.000000	0.000000	1.026542	1.026542	1.026542	0.000000	0.000000	0.000000	1.026542	0.000000	1.026542	0.000000	0.000000	0.000000	6.712870	6.712870	0.999982	0.000000	0.000014	0.000000	0.000004	10.712821	
3050000	-687.972493	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.019961	20.490167	1.019961	1.019961	0.000000	1.019961	0.000000	0.000000	1.019961	1.019961	1.019961	0.000000	1.019961	0.000000	1.019961	0.000000	1.019961	0.000000	0.000000	0.000000	4.540149	4.540149	0.999982	0.000000	0.000006	0.000011	0.000001	13.366526	
3055000	-691.516079	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.680013	16.417616	0.680013	0.680013	0.000000	0.680013	0.000000	0.000000	0.680013	0.680013	0.680013	0.000000	0.680013	0.680013	0.680013	0.000000	0.680013	0.000000	0.000000	0.000000	6.869364	6.869364	0.999982	0.000000	0.000006	0.000010	0.000001	20.967424	
3060000	-693.652658	1	2	4	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 Z 	0.897202	13.114464	0.897202	0.897202	0.897202	0.897202	0.000000	0.000000	0.897202	0.897202	0.897202	0.000000	0.897202	0.897202	0.897202	0.000000	0.897202	0.000000	0.000000	0.000000	4.846162	4.846162	0.999971	0.000003	0.000010	0.000014	0.000002	13.775083	
3065000	-688.115406	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.835398	14.617822	0.835398	0.835398	0.000000	0.835398	0.000000	0.000000	0.835398	0.835398	0.835398	0.000000	0.000000	0.835398	0.835398	0.835398	0.835398	0.000000	0.000000	0.835398	5.585801	5.585801	0.999990	0.000000	0.000007	0.000000	0.000002	13.565444	
3070000	-690.673555	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.031896	21.888018	1.031896	1.031896	0.000000	1.031896	0.000000	0.000000	1.031896	1.031896	1.031896	0.000000	1.031896	1.031896	1.031896	1.031896	1.031896	0.000000	0.000000	1.031896	3.871689	3.871689	0.999987	0.000000	0.000004	0.000006	0.000002	11.989822	
3075000	-691.333752	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.275597	25.048038	1.275597	1.275597	0.000000	1.275597	0.000000	0.000000	1.275597	1.275597	1.275597	0.000000	1.275597	1.275597	1.275597	0.000000	1.275597	0.000000	0.000000	0.000000	4.434170	4.434170	0.999982	0.000000	0.000006	0.000010	0.000002	55.496983	
3080000	-687.969315	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.925295	16.722710	0.925295	0.925295	0.000000	0.925295	0.000000	0.000000	0.925295	0.925295	0.925295	0.000000	0.000000	0.925295	0.925295	0.925295	0.925295	0.000000	0.000000	0.925295	5.299309	5.299309	0.999991	0.000000	0.000007	0.000000	0.000002	53.233814	
3085000	-692.275450	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.688474	7.428820	0.688474	0.688474	0.000000	0.688474	0.000000	0.000000	0.688474	0.688474	0.688474	0.000000	0.000000	0.688474	0.688474	0.688474	0.688474	0.000000	0.000000	0.688474	7.327677	7.327677	0.999954	0.000000	0.000036	0.000000	0.000010	72.869297	
3090000	-688.602855	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.850707	19.999704	0.850707	0.850707	0.000000	0.850707	0.000000	0.000000	0.850707	0.850707	0.850707	0.000000	0.850707	0.850707	0.850707	0.000000	0.850707	0.000000	0.000000	0.000000	5.538665	5.538665	0.999985	0.000000	0.000005	0.000009	0.000001	45.430320	
3095000	-692.797398	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.697044	8.751457	0.697044	0.697044	0.000000	0.697044	0.000000	0.000000	0.697044	0.697044	0.697044	0.000000	0.697044	0.697044	0.697044	0.000000	0.697044	0.000000	0.000000	0.000000	8.953034	8.953034	0.999915	0.000000	0.000031	0.000048	0.000006	7.236118	
3100000	-689.940223	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.012236	13.555217	1.012236	1.012236	0.000000	1.012236	0.000000	0.000000	1.012236	1.012236	1.012236	0.000000	1.012236	0.000000	1.012236	0.000000	1.012236	0.000000	0.000000	0.000000	6.925440	6.925440	0.999949	0.000000	0.000017	0.000030	0.000004	29.354644	
3105000	-688.636034	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.096596	18.150633	1.096596	1.096596	0.000000	1.096596	0.000000	0.000000	1.096596	1.096596	1.096596	0.000000	1.096596	0.000000	1.096596	0.000000	1.096596	0.000000	0.000000	0.000000	5.502589	5.502589	0.999970	0.000000	0.000010	0.000018	0.000002	89.089195	
3110000	-690.290511	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.902969	14.770899	0.902969	0.902969	0.000000	0.902969	0.000000	0.000000	0.902969	0.902969	0.902969	0.000000	0.902969	0.902969	0.902969	0.902969	0.902969	0.000000	0.000000	0.902969	4.142944	4.142944	0.999983	0.000000	0.000006	0.000009	0.000002	69.221960	
3115000	-688.561645	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.824923	13.206875	0.824923	0.824923	0.000000	0.824923	0.000000	0.000000	0.824923	0.824923	0.824923	0.000000	0.824923	0.824923	0.824923	0.000000	0.824923	0.000000	0.000000	0.000000	6.258757	6.258757	0.999971	0.000000	0.000011	0.000016	0.000002	20.085193	
3120000	-687.923227	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.922736	16.797096	0.922736	0.922736	0.000000	0.922736	0.000000	0.000000	0.922736	0.922736	0.922736	0.000000	0.922736	0.000000	0.922736	0.000000	0.922736	0.000000	0.000000	0.000000	4.393007	4.393007	0.999982	0.000000	0.000006	0.000011	0.000001	49.661996	
3125000	-695.902231	1	2	4	'1 0 1 Z Z 1 Z 1 1 1 1 Z 1 1 1 1 	0.932553	14.329996	0.932553	0.000000	0.000000	0.932553	0.000000	0.932553	0.932553	0.932553	0.932553	0.000000	0.932553	0.932553	0.932553	0.932553	0.000000	0.932553	0.000000	0.932553	5.204257	5.204257	0.999979	0.000000	0.000009	0.000012	0.000000	2.639541	
3130000	-689.204812	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.339582	20.331423	1.339582	1.339582	0.000000	1.339582	0.000000	0.000000	1.339582	0.000000	1.339582	0.000000	0.000000	1.339582	1.339582	1.339582	1.339582	0.000000	0.000000	1.339582	4.997712	4.997712	0.999986	0.000000	0.000010	0.000000	0.000004	20.329910	
3135000	-689.657902	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.863459	19.252515	0.863459	0.863459	0.000000	0.863459	0.000000	0.000000	0.863459	0.863459	0.863459	0.000000	0.863459	0.863459	0.863459	0.000000	0.863459	0.000000	0.000000	0.000000	6.205191	6.205191	0.999980	0.000000	0.000007	0.000011	0.000002	24.892334	
3140000	-688.815957	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.838869	22.288018	0.838869	0.838869	0.000000	0.838869	0.000000	0.000000	0.838869	0.838869	0.838869	0.000000	0.000000	0.000000	0.838869	0.000000	0.838869	0.000000	0.000000	0.000000	3.555651	3.555651	0.999997	0.000000	0.000002	0.000000	0.000001	24.111209	
3145000	-692.178912	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.000084	17.654690	1.000084	1.000084	0.000000	1.000084	0.000000	0.000000	1.000084	1.000084	1.000084	0.000000	0.000000	1.000084	1.000084	0.000000	1.000084	0.000000	0.000000	0.000000	7.632716	7.632716	0.999985	0.000000	0.000012	0.000000	0.000003	16.117005	
3150000	-687.066266	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.027593	15.307390	1.027593	1.027593	0.000000	1.027593	0.000000	0.000000	1.027593	1.027593	1.027593	0.000000	0.000000	0.000000	1.027593	0.000000	1.027593	0.000000	0.000000	0.000000	5.269257	5.269257	0.999989	0.000000	0.000009	0.000000	0.000002	33.128835	
3155000	-694.892882	1	2	3	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 1 	0.629196	14.345539	0.629196	0.629196	0.629196	0.629196	0.000000	0.000000	0.629196	0.629196	0.629196	0.000000	0.629196	0.629196	0.629196	0.629196	0.629196	0.000000	0.000000	0.629196	4.575661	4.575661	0.999988	0.000001	0.000004	0.000006	0.000001	15.867665	
3160000	-692.834498	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 1 	0.691314	18.341233	0.691314	0.691314	0.000000	0.691314	0.691314	0.000000	0.691314	0.691314	0.691314	0.000000	0.000000	0.000000	0.691314	0.691314	0.691314	0.000000	0.000000	0.691314	5.145535	5.145535	0.999996	0.000000	0.000003	0.000000	0.000001	14.882861	
3165000	-688.459372	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.149806	22.167179	1.149806	1.149806	0.000000	1.149806	0.000000	0.000000	1.149806	0.000000	1.149806	0.000000	1.149806	1.149806	1.149806	0.000000	1.149806	0.000000	0.000000	0.000000	4.053472	4.053472	0.999984	0.000000	0.000007	0.000008	0.000001	25.615038	
3170000	-692.494496	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	1.123670	16.946662	1.123670	1.123670	0.000000	1.123670	0.000000	0.000000	1.123670	1.123670	1.123670	0.000000	1.123670	0.000000	0.000000	0.000000	1.123670	0.000000	0.000000	0.000000	6.624623	6.624623	0.999973	0.000000	0.000013	0.000010	0.000003	11.912575	
3175000	-687.828572	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.897261	14.669559	0.897261	0.897261	0.000000	0.897261	0.000000	0.000000	0.897261	0.897261	0.897261	0.000000	0.897261	0.000000	0.897261	0.000000	0.897261	0.000000	0.000000	0.000000	5.519562	5.519562	0.999973	0.000000	0.000009	0.000016	0.000002	11.677311	
3180000	-689.238113	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.848420	13.902458	0.848420	0.848420	0.000000	0.848420	0.000000	0.000000	0.848420	0.848420	0.848420	0.000000	0.848420	0.848420	0.848420	0.848420	0.848420	0.000000	0.000000	0.848420	5.910117	5.910117	0.999974	0.000000	0.000009	0.000013	0.000004	21.035496	
3185000	-688.142535	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.948502	14.567132	0.948502	0.948502	0.000000	0.948502	0.000000	0.000000	0.948502	0.948502	0.948502	0.000000	0.000000	0.000000	0.948502	0.948502	0.948502	0.000000	0.000000	0.948502	5.227840	5.227840	0.999989	0.000000	0.000008	0.000000	0.000003	32.468509	
3190000	-687.699470	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.863234	18.338384	0.863234	0.863234	0.000000	0.863234	0.000000	0.000000	0.863234	0.863234	0.863234	0.000000	0.863234	0.863234	0.863234	0.000000	0.863234	0.000000	0.000000	0.000000	4.645603	4.645603	0.999986	0.000000	0.000005	0.000008	0.000001	14.128087	
3195000	-688.882566	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.877724	12.448898	0.877724	0.877724	0.000000	0.877724	0.000000	0.000000	0.877724	0.877724	0.877724	0.000000	0.877724	0.877724	0.877724	0.000000	0.877724	0.000000	0.000000	0.000000	4.898759	4.898759	0.999975	0.000000	0.000009	0.000014	0.000002	6.090770	
3200000	-688.616526	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.817419	15.311464	0.817419	0.817419	0.000000	0.817419	0.000000	0.000000	0.817419	0.817419	0.817419	0.000000	0.817419	0.000000	0.817419	0.000000	0.817419	0.000000	0.000000	0.000000	4.248848	4.248848	0.999984	0.000000	0.000005	0.000010	0.000001	6.717653	
3205000	-690.403991	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.945022	20.226432	0.945022	0.945022	0.000000	0.945022	0.000000	0.000000	0.945022	0.945022	0.945022	0.000000	0.945022	0.945022	0.000000	0.000000	0.945022	0.000000	0.000000	0.000000	5.581466	5.581466	0.999988	0.000000	0.000006	0.000005	0.000001	16.209790	
3210000	-694.889433	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z Z 1 1 	0.647747	13.634172	0.647747	0.647747	0.000000	0.647747	0.000000	0.647747	0.647747	0.647747	0.647747	0.000000	0.000000	0.000000	0.647747	0.647747	0.647747	0.647747	0.000000	0.647747	5.895124	5.895124	0.999993	0.000000	0.000006	0.000000	0.000002	5.532833	
3215000	-691.854724	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.681203	25.256374	0.681203	0.681203	0.000000	0.681203	0.000000	0.000000	0.681203	0.681203	0.681203	0.000000	0.000000	0.000000	0.681203	0.681203	0.681203	0.000000	0.000000	0.681203	5.011934	5.011934	0.999997	0.000000	0.000002	0.000000	0.000001	16.639597	
3220000	-689.486524	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.164047	21.158883	1.164047	1.164047	0.000000	1.164047	0.000000	0.000000	1.164047	1.164047	1.164047	0.000000	1.164047	1.164047	1.164047	0.000000	1.164047	0.000000	0.000000	0.000000	4.538578	4.538578	0.999981	0.000000	0.000007	0.000010	0.000002	15.823999	
3225000	-691.079011	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 1 	1.052588	19.499996	1.052588	1.052588	0.000000	1.052588	0.000000	0.000000	1.052588	0.000000	1.052588	0.000000	1.052588	0.000000	1.052588	1.052588	1.052588	0.000000	0.000000	1.052588	5.308882	5.308882	0.999975	0.000000	0.000009	0.000012	0.000003	10.405961	
3230000	-688.624627	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.098441	13.295666	1.098441	1.098441	0.000000	1.098441	0.000000	0.000000	1.098441	1.098441	1.098441	0.000000	0.000000	1.098441	1.098441	0.000000	1.098441	0.000000	0.000000	0.000000	5.622752	5.622752	0.999984	0.000000	0.000013	0.000000	0.000003	66.264681	
3235000	-687.322955	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.850802	15.298525	0.850802	0.850802	0.000000	0.850802	0.000000	0.000000	0.850802	0.850802	0.850802	0.000000	0.000000	0.850802	0.850802	0.000000	0.850802	0.000000	0.000000	0.000000	5.961402	5.961402	0.999991	0.000000	0.000008	0.000000	0.000002	87.953621	
3240000	-692.552483	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	1.142055	27.607837	1.142055	1.142055	0.000000	1.142055	0.000000	0.000000	1.142055	1.142055	1.142055	0.000000	1.142055	1.142055	0.000000	0.000000	1.142055	0.000000	0.000000	0.000000	5.008150	5.008150	0.999989	0.000000	0.000005	0.000004	0.000001	69.245234	
3245000	-689.651638	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.852529	11.615622	0.852529	0.852529	0.000000	0.852529	0.000000	0.000000	0.852529	0.852529	0.852529	0.000000	0.852529	0.852529	0.852529	0.000000	0.852529	0.000000	0.000000	0.000000	7.049375	7.049375	0.999955	0.000000	0.000016	0.000025	0.000004	13.745003	
3250000	-691.463302	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.644217	17.146544	0.644217	0.644217	0.000000	0.644217	0.000000	0.000000	0.644217	0.644217	0.644217	0.000000	0.644217	0.644217	0.644217	0.644217	0.644217	0.000000	0.000000	0.644217	6.005095	6.005095	0.999987	0.000000	0.000004	0.000007	0.000001	10.511423	
3255000	-688.601300	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.070496	18.659812	1.070496	1.070496	0.000000	1.070496	0.000000	0.000000	1.070496	1.070496	1.070496	0.000000	1.070496	1.070496	1.070496	0.000000	1.070496	0.000000	0.000000	0.000000	4.498754	4.498754	0.999981	0.000000	0.000007	0.000010	0.000002	43.671324	
3260000	-692.250635	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.701964	35.165697	1.701964	1.701964	0.000000	1.701964	0.000000	0.000000	1.701964	0.000000	1.701964	0.000000	1.701964	0.000000	1.701964	0.000000	1.701964	0.000000	0.000000	0.000000	4.061035	4.061035	0.999977	0.000000	0.000008	0.000012	0.000002	57.514268	
3265000	-688.992928	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.881445	26.381123	0.881445	0.881445	0.000000	0.881445	0.000000	0.000000	0.881445	0.881445	0.881445	0.000000	0.000000	0.881445	0.881445	0.000000	0.881445	0.000000	0.000000	0.000000	3.742712	3.742712	0.999997	0.000000	0.000002	0.000000	0.000001	45.655827	
3270000	-689.226034	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.846594	17.145063	0.846594	0.846594	0.000000	0.846594	0.000000	0.000000	0.846594	0.846594	0.846594	0.000000	0.846594	0.846594	0.846594	0.846594	0.846594	0.000000	0.000000	0.846594	5.730794	5.730794	0.999981	0.000000	0.000007	0.000010	0.000003	76.226883	
3275000	-688.325253	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.920245	16.793727	0.920245	0.920245	0.000000	0.920245	0.000000	0.000000	0.920245	0.920245	0.920245	0.000000	0.000000	0.920245	0.920245	0.000000	0.920245	0.000000	0.000000	0.000000	6.433857	6.433857	0.999989	0.000000	0.000009	0.000000	0.000002	83.358893	
3280000	-687.242586	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.982416	22.746888	0.982416	0.982416	0.000000	0.982416	0.000000	0.000000	0.982416	0.982416	0.982416	0.000000	0.000000	0.000000	0.982416	0.000000	0.982416	0.000000	0.000000	0.000000	4.296147	4.296147	0.999995	0.000000	0.000004	0.000000	0.000001	21.362080	
