Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1952948202
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
5100000	-688.370753	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.437248	17.980139	1.437248	1.437248	0.000000	1.437248	0.000000	0.000000	1.437248	0.000000	1.437248	0.000000	0.000000	1.437248	1.437248	0.000000	1.437248	0.000000	0.000000	0.000000	5.120327	5.120327	0.999982	0.000000	0.000014	0.000000	0.000004	38.826472	
5105000	-689.030986	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.289833	18.917548	1.289833	1.289833	0.000000	1.289833	0.000000	0.000000	1.289833	1.289833	1.289833	0.000000	0.000000	0.000000	1.289833	0.000000	1.289833	0.000000	0.000000	0.000000	5.167845	5.167845	0.999988	0.000000	0.000009	0.000000	0.000003	27.052748	
5110000	-689.173308	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.920266	17.549115	0.920266	0.920266	0.000000	0.920266	0.000000	0.000000	0.920266	0.920266	0.920266	0.000000	0.000000	0.920266	0.920266	0.920266	0.920266	0.000000	0.000000	0.920266	3.914044	3.914044	0.999994	0.000000	0.000004	0.000000	0.000002	52.375702	
5115000	-695.002086	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 1 	1.109141	16.514332	1.109141	1.109141	0.000000	1.109141	1.109141	0.000000	1.109141	1.109141	1.109141	0.000000	0.000000	1.109141	1.109141	1.109141	1.109141	0.000000	0.000000	1.109141	4.870020	4.870020	0.999989	0.000000	0.000008	0.000000	0.000003	3.851034	
5120000	-689.266812	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.784965	14.380973	0.784965	0.784965	0.000000	0.784965	0.000000	0.000000	0.784965	0.784965	0.784965	0.000000	0.000000	0.784965	0.784965	0.784965	0.784965	0.000000	0.000000	0.784965	6.522797	6.522797	0.999989	0.000000	0.000008	0.000000	0.000003	35.700062	
5125000	-691.908269	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.632855	12.639535	0.632855	0.632855	0.000000	0.632855	0.000000	0.000000	0.632855	0.632855	0.632855	0.000000	0.000000	0.632855	0.632855	0.632855	0.632855	0.000000	0.000000	0.632855	7.302952	7.302952	0.999989	0.000000	0.000008	0.000000	0.000002	57.519425	
5130000	-687.703101	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.345196	18.201719	1.345196	1.345196	0.000000	1.345196	0.000000	0.000000	1.345196	0.000000	1.345196	0.000000	0.000000	1.345196	1.345196	0.000000	1.345196	0.000000	0.000000	0.000000	4.425984	4.425984	0.999987	0.000000	0.000010	0.000000	0.000003	97.440801	
5135000	-690.905456	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.952396	11.847927	0.952396	0.952396	0.000000	0.952396	0.000000	0.000000	0.952396	0.952396	0.952396	0.000000	0.952396	0.952396	0.952396	0.952396	0.952396	0.000000	0.000000	0.952396	6.814873	6.814873	0.999951	0.000000	0.000018	0.000024	0.000007	86.023087	
5140000	-688.658585	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.001609	14.201323	1.001609	1.001609	0.000000	1.001609	0.000000	0.000000	1.001609	1.001609	1.001609	0.000000	0.000000	0.000000	1.001609	1.001609	1.001609	0.000000	0.000000	1.001609	5.758747	5.758747	0.999986	0.000000	0.000010	0.000000	0.000004	99.956096	
5145000	-690.148492	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.626361	17.288124	0.626361	0.626361	0.000000	0.626361	0.000000	0.000000	0.626361	0.626361	0.626361	0.000000	0.000000	0.626361	0.626361	0.626361	0.626361	0.000000	0.000000	0.626361	4.832494	4.832494	0.999996	0.000000	0.000003	0.000000	0.000001	89.773208	
5150000	-689.789106	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.753414	10.419917	0.753414	0.753414	0.000000	0.753414	0.000000	0.000000	0.753414	0.753414	0.753414	0.000000	0.753414	0.753414	0.753414	0.000000	0.753414	0.000000	0.000000	0.000000	6.690631	6.690631	0.999959	0.000000	0.000015	0.000023	0.000003	97.438878	
5155000	-687.814169	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.836453	14.783206	0.836453	0.836453	0.000000	0.836453	0.000000	0.000000	0.836453	0.836453	0.836453	0.000000	0.836453	0.836453	0.836453	0.000000	0.836453	0.000000	0.000000	0.000000	5.134750	5.134750	0.999980	0.000000	0.000007	0.000011	0.000002	68.765140	
5160000	-695.497930	1	2	4	'1 0 1 1 1 1 1 Z 1 1 1 Z Z Z 1 1 	0.750830	16.328547	0.750830	0.750830	0.750830	0.750830	0.750830	0.000000	0.750830	0.750830	0.750830	0.000000	0.000000	0.000000	0.750830	0.750830	0.750830	0.000000	0.000000	0.750830	4.747844	4.747844	0.999992	0.000002	0.000004	0.000000	0.000001	57.520380	
5165000	-689.220351	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.235672	20.505454	1.235672	1.235672	0.000000	1.235672	0.000000	0.000000	1.235672	0.000000	1.235672	0.000000	1.235672	1.235672	1.235672	0.000000	1.235672	0.000000	0.000000	0.000000	5.426000	5.426000	0.999971	0.000000	0.000012	0.000014	0.000003	43.630948	
5170000	-688.866970	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.593729	28.334342	1.593729	1.593729	0.000000	1.593729	0.000000	0.000000	1.593729	0.000000	1.593729	0.000000	0.000000	1.593729	1.593729	0.000000	1.593729	0.000000	0.000000	0.000000	3.966102	3.966102	0.999991	0.000000	0.000007	0.000000	0.000002	27.170485	
5175000	-687.277045	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.874015	19.263959	0.874015	0.874015	0.000000	0.874015	0.000000	0.000000	0.874015	0.874015	0.874015	0.000000	0.000000	0.874015	0.874015	0.000000	0.874015	0.000000	0.000000	0.000000	5.418699	5.418699	0.999994	0.000000	0.000005	0.000000	0.000001	53.188821	
5180000	-688.541518	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.100997	18.000661	1.100997	1.100997	0.000000	1.100997	0.000000	0.000000	1.100997	1.100997	1.100997	0.000000	0.000000	0.000000	1.100997	0.000000	1.100997	0.000000	0.000000	0.000000	6.134757	6.134757	0.999988	0.000000	0.000010	0.000000	0.000003	16.447162	
5185000	-687.533624	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.953738	14.060927	0.953738	0.953738	0.000000	0.953738	0.000000	0.000000	0.953738	0.953738	0.953738	0.000000	0.000000	0.953738	0.953738	0.000000	0.953738	0.000000	0.000000	0.000000	4.757121	4.757121	0.999991	0.000000	0.000008	0.000000	0.000002	8.815486	
5190000	-689.616563	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.847472	22.461398	0.847472	0.847472	0.000000	0.847472	0.000000	0.000000	0.847472	0.847472	0.847472	0.000000	0.847472	0.847472	0.847472	0.847472	0.847472	0.000000	0.000000	0.847472	4.852133	4.852133	0.999989	0.000000	0.000004	0.000006	0.000002	11.704491	
5195000	-691.078304	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 1 	1.080274	16.439051	1.080274	1.080274	0.000000	1.080274	0.000000	0.000000	1.080274	0.000000	1.080274	0.000000	1.080274	0.000000	1.080274	1.080274	1.080274	0.000000	0.000000	1.080274	4.398008	4.398008	0.999975	0.000000	0.000009	0.000012	0.000004	9.244201	
5200000	-689.994085	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.207837	15.973463	1.207837	1.207837	0.000000	1.207837	0.000000	0.000000	1.207837	0.000000	1.207837	0.000000	0.000000	0.000000	1.207837	1.207837	1.207837	0.000000	0.000000	1.207837	4.445365	4.445365	0.999986	0.000000	0.000010	0.000000	0.000004	21.739769	
5205000	-689.768719	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.019281	21.959864	1.019281	1.019281	0.000000	1.019281	0.000000	0.000000	1.019281	1.019281	1.019281	0.000000	0.000000	0.000000	1.019281	1.019281	1.019281	0.000000	0.000000	1.019281	5.663070	5.663070	0.999992	0.000000	0.000006	0.000000	0.000002	51.242258	
5210000	-688.529994	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.933047	20.677191	0.933047	0.933047	0.000000	0.933047	0.000000	0.000000	0.933047	0.933047	0.933047	0.000000	0.933047	0.933047	0.933047	0.000000	0.933047	0.000000	0.000000	0.000000	5.406018	5.406018	0.999983	0.000000	0.000006	0.000010	0.000001	32.493990	
5215000	-689.713068	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.033807	25.593407	1.033807	1.033807	0.000000	1.033807	0.000000	0.000000	1.033807	1.033807	1.033807	0.000000	1.033807	1.033807	1.033807	0.000000	1.033807	0.000000	0.000000	0.000000	3.927939	3.927939	0.999989	0.000000	0.000004	0.000006	0.000001	20.536948	
5220000	-694.751876	1	2	5	'1 0 1 1 1 1 1 Z 1 1 1 Z Z Z 1 Z 	0.725731	14.738116	0.725731	0.725731	0.725731	0.725731	0.725731	0.000000	0.725731	0.725731	0.725731	0.000000	0.000000	0.000000	0.725731	0.000000	0.725731	0.000000	0.000000	0.000000	5.094631	5.094631	0.999992	0.000002	0.000005	0.000000	0.000001	22.890870	
5225000	-688.624071	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.084730	20.034774	1.084730	1.084730	0.000000	1.084730	0.000000	0.000000	1.084730	0.000000	1.084730	0.000000	1.084730	1.084730	1.084730	0.000000	1.084730	0.000000	0.000000	0.000000	4.203532	4.203532	0.999983	0.000000	0.000007	0.000009	0.000001	34.758667	
5230000	-688.391682	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.738354	14.446044	0.738354	0.738354	0.000000	0.738354	0.000000	0.000000	0.738354	0.738354	0.738354	0.000000	0.738354	0.738354	0.738354	0.000000	0.738354	0.000000	0.000000	0.000000	5.530304	5.530304	0.999982	0.000000	0.000007	0.000010	0.000001	6.914530	
5235000	-688.554674	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.942472	12.665349	0.942472	0.942472	0.000000	0.942472	0.000000	0.000000	0.942472	0.942472	0.942472	0.000000	0.942472	0.000000	0.942472	0.000000	0.942472	0.000000	0.000000	0.000000	5.487080	5.487080	0.999965	0.000000	0.000012	0.000021	0.000003	15.676797	
5240000	-689.484548	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.976117	16.193828	0.976117	0.976117	0.000000	0.976117	0.000000	0.000000	0.976117	0.976117	0.976117	0.000000	0.000000	0.000000	0.976117	0.000000	0.976117	0.000000	0.000000	0.000000	7.022699	7.022699	0.999986	0.000000	0.000011	0.000000	0.000003	28.803741	
5245000	-690.107855	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.965465	23.770226	0.965465	0.965465	0.000000	0.965465	0.000000	0.000000	0.965465	0.965465	0.965465	0.000000	0.000000	0.000000	0.965465	0.000000	0.965465	0.000000	0.000000	0.000000	3.209087	3.209087	0.999997	0.000000	0.000003	0.000000	0.000001	12.932615	
5250000	-689.388170	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.719963	16.181456	0.719963	0.719963	0.000000	0.719963	0.000000	0.000000	0.719963	0.719963	0.719963	0.000000	0.000000	0.000000	0.719963	0.719963	0.719963	0.000000	0.000000	0.719963	4.236351	4.236351	0.999995	0.000000	0.000003	0.000000	0.000001	13.003671	
5255000	-690.153734	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.125606	20.254100	1.125606	1.125606	0.000000	1.125606	0.000000	0.000000	1.125606	1.125606	1.125606	0.000000	0.000000	0.000000	1.125606	0.000000	1.125606	0.000000	0.000000	0.000000	6.414731	6.414731	0.999988	0.000000	0.000009	0.000000	0.000003	33.432238	
5260000	-688.591487	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.938008	11.725638	0.938008	0.938008	0.000000	0.938008	0.000000	0.000000	0.938008	0.938008	0.938008	0.000000	0.000000	0.938008	0.938008	0.000000	0.938008	0.000000	0.000000	0.000000	4.973046	4.973046	0.999987	0.000000	0.000010	0.000000	0.000002	11.621302	
5265000	-691.132252	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.759374	21.164886	0.759374	0.759374	0.000000	0.759374	0.000000	0.000000	0.759374	0.759374	0.759374	0.000000	0.759374	0.759374	0.759374	0.000000	0.759374	0.000000	0.000000	0.000000	3.317634	3.317634	0.999993	0.000000	0.000002	0.000004	0.000000	5.676677	
5270000	-690.475711	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.753923	8.424633	0.753923	0.753923	0.000000	0.753923	0.000000	0.000000	0.753923	0.753923	0.753923	0.000000	0.000000	0.753923	0.753923	0.000000	0.753923	0.000000	0.000000	0.000000	5.906863	5.906863	0.999976	0.000000	0.000020	0.000000	0.000004	12.005233	
5275000	-690.022585	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.238284	19.196297	1.238284	1.238284	0.000000	1.238284	0.000000	0.000000	1.238284	1.238284	1.238284	0.000000	0.000000	0.000000	1.238284	1.238284	1.238284	0.000000	0.000000	1.238284	4.670999	4.670999	0.999989	0.000000	0.000007	0.000000	0.000003	15.955870	
5280000	-691.066899	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.753069	15.558510	0.753069	0.753069	0.000000	0.753069	0.000000	0.000000	0.753069	0.753069	0.753069	0.000000	0.753069	0.753069	0.000000	0.000000	0.753069	0.000000	0.000000	0.000000	6.160248	6.160248	0.999988	0.000000	0.000007	0.000004	0.000001	18.218893	
5285000	-688.673748	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.858064	12.050178	0.858064	0.858064	0.000000	0.858064	0.000000	0.000000	0.858064	0.858064	0.858064	0.000000	0.858064	0.000000	0.858064	0.000000	0.858064	0.000000	0.000000	0.000000	5.933641	5.933641	0.999964	0.000000	0.000012	0.000021	0.000003	24.392594	
5290000	-687.082083	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.010665	15.404806	1.010665	1.010665	0.000000	1.010665	0.000000	0.000000	1.010665	1.010665	1.010665	0.000000	0.000000	0.000000	1.010665	0.000000	1.010665	0.000000	0.000000	0.000000	4.792202	4.792202	0.999991	0.000000	0.000007	0.000000	0.000002	20.270785	
5295000	-686.833695	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.868272	19.075430	0.868272	0.868272	0.000000	0.868272	0.000000	0.000000	0.868272	0.868272	0.868272	0.000000	0.000000	0.868272	0.868272	0.000000	0.868272	0.000000	0.000000	0.000000	4.912114	4.912114	0.999994	0.000000	0.000005	0.000000	0.000001	6.695136	
5300000	-688.391178	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.765165	15.100163	0.765165	0.765165	0.000000	0.765165	0.000000	0.000000	0.765165	0.765165	0.765165	0.000000	0.000000	0.765165	0.765165	0.765165	0.765165	0.000000	0.000000	0.765165	5.592901	5.592901	0.999992	0.000000	0.000006	0.000000	0.000002	13.475639	
5305000	-689.241194	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.905456	15.645711	0.905456	0.905456	0.000000	0.905456	0.000000	0.000000	0.905456	0.905456	0.905456	0.000000	0.905456	0.000000	0.905456	0.905456	0.905456	0.000000	0.000000	0.905456	5.893910	5.893910	0.999972	0.000000	0.000009	0.000015	0.000004	5.166407	
5310000	-687.745013	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.008224	15.033924	1.008224	1.008224	0.000000	1.008224	0.000000	0.000000	1.008224	1.008224	1.008224	0.000000	0.000000	1.008224	1.008224	0.000000	1.008224	0.000000	0.000000	0.000000	6.036382	6.036382	0.999987	0.000000	0.000010	0.000000	0.000003	30.960845	
5315000	-688.000225	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.955771	16.360601	0.955771	0.955771	0.000000	0.955771	0.000000	0.000000	0.955771	0.955771	0.955771	0.000000	0.955771	0.955771	0.955771	0.000000	0.955771	0.000000	0.000000	0.000000	4.629683	4.629683	0.999981	0.000000	0.000007	0.000011	0.000002	10.334108	
5320000	-692.022001	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	1.089632	12.947663	1.089632	1.089632	0.000000	1.089632	0.000000	0.000000	1.089632	1.089632	1.089632	0.000000	1.089632	1.089632	0.000000	0.000000	1.089632	0.000000	0.000000	0.000000	5.187894	5.187894	0.999977	0.000000	0.000013	0.000008	0.000003	30.044718	
5325000	-691.930081	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 Z 	0.861669	15.958808	0.861669	0.861669	0.000000	0.861669	0.861669	0.000000	0.861669	0.861669	0.861669	0.000000	0.000000	0.861669	0.861669	0.000000	0.861669	0.000000	0.000000	0.000000	5.699433	5.699433	0.999991	0.000000	0.000007	0.000000	0.000002	32.556227	
5330000	-690.393723	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.091746	17.986313	1.091746	1.091746	0.000000	1.091746	0.000000	0.000000	1.091746	0.000000	1.091746	0.000000	0.000000	0.000000	1.091746	1.091746	1.091746	0.000000	0.000000	1.091746	5.669470	5.669470	0.999986	0.000000	0.000010	0.000000	0.000003	17.635808	
5335000	-693.195397	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 1 	0.667803	13.314785	0.667803	0.667803	0.000000	0.667803	0.667803	0.000000	0.667803	0.667803	0.667803	0.000000	0.000000	0.000000	0.667803	0.667803	0.667803	0.000000	0.000000	0.667803	5.819119	5.819119	0.999992	0.000000	0.000006	0.000000	0.000002	5.903290	
5340000	-690.927155	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 Z 	0.650781	24.795127	0.650781	0.650781	0.000000	0.650781	0.000000	0.000000	0.650781	0.650781	0.650781	0.000000	0.000000	0.650781	0.650781	0.000000	0.650781	0.000000	0.000000	0.000000	3.814456	3.814456	0.999998	0.000000	0.000002	0.000000	0.000000	18.711368	
5345000	-689.229970	1	2	5	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 Z 0 0 	0.766115	16.907927	0.766115	0.766115	0.000000	0.766115	0.000000	0.000000	0.766115	0.766115	0.766115	0.000000	0.766115	0.000000	0.766115	0.766115	0.766115	0.000000	0.000000	0.766115	4.584734	4.584734	0.999986	0.000000	0.000004	0.000007	0.000002	5.343821	
5350000	-695.167658	1	2	8	'0 1 0 0 Z 0 Z Z 0 Z 0 Z 0 Z Z Z 	1.688524	32.265649	1.688524	1.688524	0.000000	1.688524	0.000000	0.000000	1.688524	0.000000	1.688524	0.000000	1.688524	0.000000	0.000000	0.000000	1.688524	0.000000	0.000000	0.000000	5.402333	5.402333	0.999976	0.000000	0.000012	0.000010	0.000003	62.031356	
5355000	-687.646112	1	2	5	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 0 0 Z 	0.908503	17.629206	0.908503	0.908503	0.000000	0.908503	0.000000	0.000000	0.908503	0.908503	0.908503	0.000000	0.908503	0.908503	0.908503	0.000000	0.908503	0.000000	0.000000	0.000000	4.786145	4.786145	0.999983	0.000000	0.000006	0.000009	0.000001	92.637831	
5360000	-689.142022	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z 0 Z 0 Z 	0.728755	12.786559	0.728755	0.728755	0.000000	0.728755	0.000000	0.000000	0.728755	0.728755	0.728755	0.000000	0.728755	0.000000	0.728755	0.000000	0.728755	0.000000	0.000000	0.000000	4.956594	4.956594	0.999980	0.000000	0.000007	0.000012	0.000001	95.129740	
5365000	-688.866620	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 Z 	0.754050	17.867771	0.754050	0.754050	0.000000	0.754050	0.000000	0.000000	0.754050	0.754050	0.754050	0.000000	0.000000	0.754050	0.754050	0.000000	0.754050	0.000000	0.000000	0.000000	6.165022	6.165022	0.999993	0.000000	0.000005	0.000000	0.000001	98.395106	
5370000	-686.626525	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	0.868304	17.077759	0.868304	0.868304	0.000000	0.868304	0.000000	0.000000	0.868304	0.868304	0.868304	0.000000	0.000000	0.000000	0.868304	0.000000	0.868304	0.000000	0.000000	0.000000	4.940718	4.940718	0.999993	0.000000	0.000005	0.000000	0.000001	92.390038	
5375000	-687.573983	1	2	7	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 Z 	0.830695	19.049363	0.830695	0.830695	0.000000	0.830695	0.000000	0.000000	0.830695	0.830695	0.830695	0.000000	0.000000	0.000000	0.830695	0.000000	0.830695	0.000000	0.000000	0.000000	5.561113	5.561113	0.999994	0.000000	0.000005	0.000000	0.000001	90.289557	
5380000	-687.951597	1	2	6	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 0 	0.882827	17.648864	0.882827	0.882827	0.000000	0.882827	0.000000	0.000000	0.882827	0.882827	0.882827	0.000000	0.000000	0.000000	0.882827	0.882827	0.882827	0.000000	0.000000	0.882827	4.490204	4.490204	0.999994	0.000000	0.000005	0.000000	0.000002	66.541281	
5385000	-694.249060	1	2	7	'0 1 0 0 Z 0 Z Z 0 Z 0 Z 0 Z 0 Z 	1.064847	11.443500	1.064847	1.064847	0.000000	1.064847	0.000000	0.000000	1.064847	0.000000	1.064847	0.000000	1.064847	0.000000	1.064847	0.000000	1.064847	0.000000	0.000000	0.000000	6.972353	6.972353	0.999930	0.000000	0.000027	0.000038	0.000005	11.036404	
5390000	-688.669881	1	2	6	'0 1 0 0 Z 0 Z Z 0 Z 0 Z 0 0 0 Z 	1.093320	19.348545	1.093320	1.093320	0.000000	1.093320	0.000000	0.000000	1.093320	0.000000	1.093320	0.000000	1.093320	1.093320	1.093320	0.000000	1.093320	0.000000	0.000000	0.000000	4.219742	4.219742	0.999982	0.000000	0.000008	0.000009	0.000002	24.351764	
5395000	-688.735561	1	2	5	'0 1 0 0 Z 0 Z Z 0 0 0 Z Z 0 0 0 	0.811857	14.213253	0.811857	0.811857	0.000000	0.811857	0.000000	0.000000	0.811857	0.811857	0.811857	0.000000	0.000000	0.811857	0.811857	0.811857	0.811857	0.000000	0.000000	0.811857	6.224027	6.224027	0.999989	0.000000	0.000008	0.000000	0.000003	4.953655	
5400000	-690.541705	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.915976	21.374340	0.915976	0.915976	0.000000	0.915976	0.000000	0.000000	0.915976	0.915976	0.915976	0.000000	0.915976	0.915976	0.000000	0.000000	0.915976	0.000000	0.000000	0.000000	3.832636	3.832636	0.999993	0.000000	0.000003	0.000003	0.000001	9.331665	
5405000	-693.219887	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.165544	11.498543	1.165544	1.165544	0.000000	1.165544	0.000000	0.000000	1.165544	1.165544	1.165544	0.000000	1.165544	1.165544	1.165544	1.165544	1.165544	0.000000	0.000000	1.165544	5.657169	5.657169	0.999947	0.000000	0.000019	0.000025	0.000009	4.350228	
5410000	-687.850794	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.813615	12.284059	0.813615	0.813615	0.000000	0.813615	0.000000	0.000000	0.813615	0.813615	0.813615	0.000000	0.000000	0.813615	0.813615	0.000000	0.813615	0.000000	0.000000	0.000000	6.182263	6.182263	0.999987	0.000000	0.000010	0.000000	0.000002	25.438811	
5415000	-689.915032	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.924138	12.920815	0.924138	0.924138	0.000000	0.924138	0.000000	0.000000	0.924138	0.924138	0.924138	0.000000	0.924138	0.924138	0.924138	0.924138	0.924138	0.000000	0.000000	0.924138	6.265537	6.265537	0.999964	0.000000	0.000013	0.000018	0.000005	16.945954	
5420000	-687.802966	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.845461	19.405383	0.845461	0.845461	0.000000	0.845461	0.000000	0.000000	0.845461	0.845461	0.845461	0.000000	0.845461	0.000000	0.845461	0.000000	0.845461	0.000000	0.000000	0.000000	4.510988	4.510988	0.999986	0.000000	0.000004	0.000008	0.000001	26.712068	
5425000	-688.467334	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.017809	21.811221	1.017809	1.017809	0.000000	1.017809	0.000000	0.000000	1.017809	1.017809	1.017809	0.000000	1.017809	1.017809	1.017809	0.000000	1.017809	0.000000	0.000000	0.000000	4.427327	4.427327	0.999986	0.000000	0.000005	0.000008	0.000001	27.646570	
5430000	-692.966996	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.569384	14.572571	1.569384	1.569384	0.000000	1.569384	0.000000	0.000000	1.569384	0.000000	1.569384	0.000000	0.000000	0.000000	1.569384	1.569384	1.569384	0.000000	0.000000	1.569384	5.258329	5.258329	0.999970	0.000000	0.000022	0.000000	0.000009	19.056292	
