Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1952948202
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
5435000	-690.690505	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	1.017337	11.201592	1.017337	1.017337	0.000000	1.017337	0.000000	0.000000	1.017337	1.017337	1.017337	0.000000	0.000000	1.017337	1.017337	1.017337	1.017337	0.000000	0.000000	1.017337	5.214846	5.214846	0.999982	0.000000	0.000013	0.000000	0.000005	22.045650	
5440000	-690.827196	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.859156	9.799811	0.859156	0.859156	0.000000	0.859156	0.000000	0.000000	0.859156	0.859156	0.859156	0.000000	0.859156	0.000000	0.859156	0.000000	0.859156	0.000000	0.000000	0.000000	7.523976	7.523976	0.999928	0.000000	0.000025	0.000042	0.000005	3.629808	
5445000	-688.945752	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.717868	15.830178	0.717868	0.717868	0.000000	0.717868	0.000000	0.000000	0.717868	0.717868	0.717868	0.000000	0.000000	0.717868	0.717868	0.717868	0.717868	0.000000	0.000000	0.717868	4.509635	4.509635	0.999995	0.000000	0.000004	0.000000	0.000001	18.144529	
5450000	-689.473189	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.795624	12.816160	0.795624	0.795624	0.000000	0.795624	0.000000	0.000000	0.795624	0.795624	0.795624	0.000000	0.795624	0.000000	0.795624	0.795624	0.795624	0.000000	0.000000	0.795624	5.456793	5.456793	0.999974	0.000000	0.000009	0.000014	0.000003	7.859388	
5455000	-687.578096	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.777282	16.315286	0.777282	0.777282	0.000000	0.777282	0.000000	0.000000	0.777282	0.777282	0.777282	0.000000	0.000000	0.777282	0.777282	0.000000	0.777282	0.000000	0.000000	0.000000	5.774016	5.774016	0.999993	0.000000	0.000006	0.000000	0.000001	30.887467	
5460000	-689.844819	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.826177	21.615056	0.826177	0.826177	0.000000	0.826177	0.000000	0.000000	0.826177	0.826177	0.826177	0.000000	0.000000	0.826177	0.826177	0.826177	0.826177	0.000000	0.000000	0.826177	3.624674	3.624674	0.999997	0.000000	0.000003	0.000000	0.000001	17.936620	
5465000	-693.773850	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 Z 1 1 	0.653559	14.125223	0.653559	0.653559	0.000000	0.653559	0.653559	0.000000	0.653559	0.653559	0.653559	0.000000	0.653559	0.000000	0.653559	0.653559	0.653559	0.000000	0.000000	0.653559	5.369644	5.369644	0.999985	0.000000	0.000005	0.000008	0.000002	17.535723	
5470000	-691.756047	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.725382	8.904543	0.725382	0.725382	0.000000	0.725382	0.000000	0.000000	0.725382	0.725382	0.725382	0.000000	0.725382	0.725382	0.725382	0.725382	0.725382	0.000000	0.000000	0.725382	7.082626	7.082626	0.999940	0.000000	0.000022	0.000031	0.000007	3.481237	
5475000	-698.142772	1	2	6	'1 0 1 Z Z 1 Z Z 1 1 1 Z 1 1 Z 1 	0.828911	8.755711	0.828911	0.000000	0.000000	0.828911	0.000000	0.000000	0.828911	0.828911	0.828911	0.000000	0.828911	0.828911	0.000000	0.828911	0.000000	0.000000	0.000000	0.828911	8.906305	8.906305	0.999934	0.000000	0.000046	0.000020	0.000000	4.258629	
5480000	-688.861647	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.948023	14.095666	0.948023	0.948023	0.000000	0.948023	0.000000	0.000000	0.948023	0.948023	0.948023	0.000000	0.000000	0.948023	0.948023	0.948023	0.948023	0.000000	0.000000	0.948023	6.177728	6.177728	0.999986	0.000000	0.000011	0.000000	0.000004	6.810246	
5485000	-688.497563	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.012824	22.601601	1.012824	1.012824	0.000000	1.012824	0.000000	0.000000	1.012824	1.012824	1.012824	0.000000	0.000000	0.000000	1.012824	0.000000	1.012824	0.000000	0.000000	0.000000	5.581686	5.581686	0.999993	0.000000	0.000006	0.000000	0.000001	35.613090	
5490000	-686.009373	1	3	4	'2 0 2 1 Z 2 1 1 2 1 2 Z Z Z 2 1 	1.239378	20.476939	1.239378	0.156861	0.000000	1.239378	0.156861	0.156861	1.239378	0.156861	1.239378	0.000000	0.000000	0.000000	1.239378	0.156861	0.156861	0.156861	0.000000	0.156861	5.041952	5.041952	0.999991	0.000000	0.000009	0.000000	0.000000	4.176492	
5495000	-687.680004	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.066400	17.587691	1.066400	1.066400	0.000000	1.066400	0.000000	0.000000	1.066400	1.066400	1.066400	0.000000	0.000000	1.066400	1.066400	0.000000	1.066400	0.000000	0.000000	0.000000	4.394784	4.394784	0.999992	0.000000	0.000006	0.000000	0.000002	5.023295	
5500000	-689.338730	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	1.021109	15.902991	1.021109	1.021109	0.000000	1.021109	0.000000	0.000000	1.021109	1.021109	1.021109	0.000000	1.021109	0.000000	1.021109	1.021109	1.021109	0.000000	0.000000	1.021109	4.929426	4.929426	0.999974	0.000000	0.000009	0.000014	0.000004	13.775126	
5505000	-693.387787	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.417958	15.902921	1.417958	1.417958	0.000000	1.417958	0.000000	0.000000	1.417958	1.417958	1.417958	0.000000	1.417958	1.417958	1.417958	0.000000	1.417958	0.000000	0.000000	0.000000	5.110072	5.110072	0.999958	0.000000	0.000015	0.000022	0.000004	16.461046	
5510000	-689.888900	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.361301	20.531149	1.361301	1.361301	0.000000	1.361301	0.000000	0.000000	1.361301	1.361301	1.361301	0.000000	0.000000	0.000000	1.361301	0.000000	1.361301	0.000000	0.000000	0.000000	4.436989	4.436989	0.999990	0.000000	0.000007	0.000000	0.000002	26.913641	
5515000	-689.212564	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.026295	17.161746	1.026295	1.026295	0.000000	1.026295	0.000000	0.000000	1.026295	1.026295	1.026295	0.000000	1.026295	0.000000	1.026295	0.000000	1.026295	0.000000	0.000000	0.000000	6.252688	6.252688	0.999966	0.000000	0.000011	0.000020	0.000003	16.519437	
5520000	-690.006164	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.063784	15.895316	1.063784	1.063784	0.000000	1.063784	0.000000	0.000000	1.063784	1.063784	1.063784	0.000000	0.000000	0.000000	1.063784	1.063784	1.063784	0.000000	0.000000	1.063784	6.512523	6.512523	0.999984	0.000000	0.000012	0.000000	0.000005	27.909143	
5525000	-687.213852	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.793201	18.234725	0.793201	0.793201	0.000000	0.793201	0.000000	0.000000	0.793201	0.793201	0.793201	0.000000	0.000000	0.793201	0.793201	0.000000	0.793201	0.000000	0.000000	0.000000	5.200334	5.200334	0.999995	0.000000	0.000004	0.000000	0.000001	56.336595	
5530000	-686.679575	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.904419	18.468518	0.904419	0.904419	0.000000	0.904419	0.000000	0.000000	0.904419	0.904419	0.904419	0.000000	0.000000	0.000000	0.904419	0.000000	0.904419	0.000000	0.000000	0.000000	5.126636	5.126636	0.999993	0.000000	0.000005	0.000000	0.000001	51.794850	
5535000	-679.741309	1	3	8	'1 0 1 2 Z 1 Z Z 2 Z 2 Z Z Z 2 Z 	2.453027	26.223025	2.453027	0.609299	0.000000	2.453027	0.000000	0.000000	0.609299	0.000000	0.609299	0.000000	0.000000	0.000000	0.609299	0.000000	0.609299	0.000000	0.000000	0.000000	3.914098	3.914098	0.999999	0.000000	0.000001	0.000000	0.000000	12.112779	
5540000	-689.430830	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.908663	20.910945	0.908663	0.908663	0.000000	0.908663	0.000000	0.000000	0.908663	0.908663	0.908663	0.000000	0.908663	0.000000	0.908663	0.908663	0.908663	0.000000	0.000000	0.908663	4.082386	4.082386	0.999987	0.000000	0.000004	0.000007	0.000002	19.000109	
5545000	-689.636094	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.794915	15.076976	0.794915	0.794915	0.000000	0.794915	0.000000	0.000000	0.794915	0.794915	0.794915	0.000000	0.794915	0.000000	0.794915	0.794915	0.794915	0.000000	0.000000	0.794915	4.366939	4.366939	0.999984	0.000000	0.000005	0.000009	0.000002	23.380517	
5550000	-689.764390	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.743933	13.888449	0.743933	0.743933	0.000000	0.743933	0.000000	0.000000	0.743933	0.743933	0.743933	0.000000	0.743933	0.743933	0.743933	0.743933	0.743933	0.000000	0.000000	0.743933	6.162455	6.162455	0.999978	0.000000	0.000008	0.000012	0.000003	34.589405	
5555000	-692.889017	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.018498	18.401708	1.018498	1.018498	0.000000	1.018498	0.000000	0.000000	1.018498	0.000000	1.018498	0.000000	0.000000	1.018498	1.018498	1.018498	1.018498	0.000000	0.000000	1.018498	6.665222	6.665222	0.999985	0.000000	0.000011	0.000000	0.000004	14.529569	
5560000	-688.325233	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.827552	19.763851	0.827552	0.827552	0.000000	0.827552	0.000000	0.000000	0.827552	0.827552	0.827552	0.000000	0.827552	0.827552	0.827552	0.000000	0.827552	0.000000	0.000000	0.000000	4.144121	4.144121	0.999989	0.000000	0.000004	0.000006	0.000001	15.715588	
5565000	-688.045401	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.859235	20.828750	0.859235	0.859235	0.000000	0.859235	0.000000	0.000000	0.859235	0.859235	0.859235	0.000000	0.859235	0.000000	0.859235	0.000000	0.859235	0.000000	0.000000	0.000000	4.292482	4.292482	0.999988	0.000000	0.000004	0.000007	0.000001	8.653387	
5570000	-693.243337	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z 1 	1.078722	16.105158	1.078722	1.078722	0.000000	1.078722	0.000000	0.000000	1.078722	1.078722	1.078722	0.000000	1.078722	1.078722	0.000000	1.078722	1.078722	0.000000	0.000000	1.078722	4.051328	4.051328	0.999987	0.000000	0.000007	0.000004	0.000002	6.665768	
5575000	-690.258155	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.834631	12.533286	0.834631	0.834631	0.000000	0.834631	0.000000	0.000000	0.834631	0.834631	0.834631	0.000000	0.000000	0.834631	0.834631	0.000000	0.834631	0.000000	0.000000	0.000000	3.849171	3.849171	0.999993	0.000000	0.000006	0.000000	0.000001	7.484283	
5580000	-693.632938	1	2	3	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 1 	0.826094	16.753837	0.826094	0.826094	0.826094	0.826094	0.000000	0.000000	0.826094	0.826094	0.826094	0.000000	0.826094	0.826094	0.826094	0.826094	0.826094	0.000000	0.000000	0.826094	5.527115	5.527115	0.999979	0.000002	0.000007	0.000010	0.000002	32.658150	
5585000	-688.934662	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.043191	19.487728	1.043191	1.043191	0.000000	1.043191	0.000000	0.000000	1.043191	1.043191	1.043191	0.000000	1.043191	1.043191	1.043191	0.000000	1.043191	0.000000	0.000000	0.000000	4.081059	4.081059	0.999984	0.000000	0.000006	0.000009	0.000001	18.045192	
5590000	-692.235231	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.268523	29.658643	1.268523	1.268523	0.000000	1.268523	0.000000	0.000000	1.268523	1.268523	1.268523	0.000000	0.000000	0.000000	1.268523	1.268523	1.268523	0.000000	0.000000	1.268523	4.098578	4.098578	0.999994	0.000000	0.000004	0.000000	0.000002	14.225275	
5595000	-689.626165	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.702256	12.317619	0.702256	0.702256	0.000000	0.702256	0.000000	0.000000	0.702256	0.702256	0.702256	0.000000	0.000000	0.000000	0.702256	0.702256	0.702256	0.000000	0.000000	0.702256	5.185457	5.185457	0.999992	0.000000	0.000006	0.000000	0.000002	15.570600	
5600000	-697.492282	1	2	4	'1 0 1 1 1 1 Z 1 1 1 1 Z 1 Z 1 Z 	0.651916	18.766258	0.651916	0.651916	0.651916	0.651916	0.000000	0.651916	0.651916	0.651916	0.651916	0.000000	0.651916	0.000000	0.651916	0.000000	0.651916	0.651916	0.000000	0.000000	4.246218	4.246218	0.999991	0.000001	0.000003	0.000005	0.000001	22.215508	
5605000	-693.071405	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	1.328596	15.567586	1.328596	1.328596	0.000000	1.328596	0.000000	0.000000	1.328596	1.328596	1.328596	0.000000	0.000000	1.328596	1.328596	1.328596	1.328596	0.000000	0.000000	1.328596	4.446534	4.446534	0.999985	0.000000	0.000010	0.000000	0.000005	20.923774	
5610000	-689.707628	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.171258	22.106270	1.171258	1.171258	0.000000	1.171258	0.000000	0.000000	1.171258	1.171258	1.171258	0.000000	1.171258	1.171258	1.171258	0.000000	1.171258	0.000000	0.000000	0.000000	4.845188	4.845188	0.999980	0.000000	0.000007	0.000011	0.000002	6.687111	
5615000	-693.453150	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 Z 	0.962834	26.095969	0.962834	0.962834	0.000000	0.962834	0.962834	0.000000	0.962834	0.962834	0.962834	0.000000	0.000000	0.962834	0.962834	0.000000	0.962834	0.000000	0.000000	0.000000	4.442214	4.442214	0.999996	0.000000	0.000003	0.000000	0.000001	16.942517	
5620000	-687.974156	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.144415	16.307948	1.144415	1.144415	0.000000	1.144415	0.000000	0.000000	1.144415	0.000000	1.144415	0.000000	0.000000	1.144415	1.144415	0.000000	1.144415	0.000000	0.000000	0.000000	5.001966	5.001966	0.999987	0.000000	0.000011	0.000000	0.000002	30.399499	
5625000	-687.959879	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.806820	17.442013	0.806820	0.806820	0.000000	0.806820	0.000000	0.000000	0.806820	0.806820	0.806820	0.000000	0.000000	0.806820	0.806820	0.000000	0.806820	0.000000	0.000000	0.000000	5.996564	5.996564	0.999993	0.000000	0.000006	0.000000	0.000001	11.997664	
5630000	-695.203156	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z Z 1 1 	0.996107	15.913103	0.996107	0.996107	0.000000	0.996107	0.000000	0.996107	0.996107	0.996107	0.996107	0.000000	0.000000	0.000000	0.996107	0.996107	0.996107	0.996107	0.000000	0.996107	6.135147	6.135147	0.999987	0.000000	0.000010	0.000000	0.000003	21.494821	
5635000	-688.326811	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.739438	16.041700	0.739438	0.739438	0.000000	0.739438	0.000000	0.000000	0.739438	0.739438	0.739438	0.000000	0.739438	0.739438	0.739438	0.000000	0.739438	0.000000	0.000000	0.000000	4.717960	4.717960	0.999987	0.000000	0.000005	0.000007	0.000001	30.781209	
5640000	-690.460315	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.675716	18.426135	0.675716	0.675716	0.000000	0.675716	0.000000	0.000000	0.675716	0.675716	0.675716	0.000000	0.675716	0.675716	0.675716	0.000000	0.675716	0.000000	0.000000	0.000000	5.970058	5.970058	0.999987	0.000000	0.000004	0.000007	0.000001	21.505093	
5645000	-689.301928	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.956955	18.761391	0.956955	0.956955	0.000000	0.956955	0.000000	0.000000	0.956955	0.956955	0.956955	0.000000	0.956955	0.956955	0.956955	0.956955	0.956955	0.000000	0.000000	0.956955	4.363920	4.363920	0.999985	0.000000	0.000005	0.000008	0.000002	17.991215	
5650000	-688.557379	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.738873	13.311925	0.738873	0.738873	0.000000	0.738873	0.000000	0.000000	0.738873	0.738873	0.738873	0.000000	0.738873	0.738873	0.738873	0.000000	0.738873	0.000000	0.000000	0.000000	5.255123	5.255123	0.999981	0.000000	0.000007	0.000011	0.000001	18.659902	
5655000	-692.411528	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z 1 	0.677505	20.708849	0.677505	0.677505	0.000000	0.677505	0.000000	0.000000	0.677505	0.677505	0.677505	0.000000	0.677505	0.677505	0.000000	0.677505	0.677505	0.000000	0.000000	0.677505	4.838845	4.838845	0.999995	0.000000	0.000003	0.000002	0.000001	25.121580	
5660000	-687.710844	1	3	2	'1 0 1 2 Z 1 2 2 1 2 1 2 Z 2 1 2 	1.415849	18.237726	1.415849	0.104853	0.000000	1.415849	0.104853	0.104853	1.415849	0.104853	1.415849	0.104853	0.000000	0.104853	1.415849	0.104853	0.104853	0.104853	0.104853	0.104853	4.057771	4.057771	0.999990	0.000000	0.000010	0.000000	0.000000	7.416731	
5665000	-689.893019	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	1.016505	21.007710	1.016505	1.016505	0.000000	1.016505	0.000000	0.000000	1.016505	1.016505	1.016505	0.000000	1.016505	1.016505	0.000000	0.000000	1.016505	0.000000	0.000000	0.000000	4.768479	4.768479	0.999989	0.000000	0.000005	0.000004	0.000001	3.990537	
5670000	-689.168739	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.827828	13.562343	0.827828	0.827828	0.000000	0.827828	0.000000	0.000000	0.827828	0.827828	0.827828	0.000000	0.827828	0.827828	0.827828	0.827828	0.827828	0.000000	0.000000	0.827828	5.702199	5.702199	0.999975	0.000000	0.000009	0.000013	0.000003	51.154333	
5675000	-688.851030	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.915592	19.452416	0.915592	0.915592	0.000000	0.915592	0.000000	0.000000	0.915592	0.915592	0.915592	0.000000	0.915592	0.000000	0.915592	0.915592	0.915592	0.000000	0.000000	0.915592	4.560132	4.560132	0.999984	0.000000	0.000005	0.000008	0.000002	33.520486	
5680000	-687.365921	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.807919	20.675738	0.807919	0.807919	0.000000	0.807919	0.000000	0.000000	0.807919	0.807919	0.807919	0.000000	0.000000	0.807919	0.807919	0.000000	0.807919	0.000000	0.000000	0.000000	4.432876	4.432876	0.999996	0.000000	0.000003	0.000000	0.000001	7.237947	
5685000	-688.942029	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.168869	19.870917	1.168869	1.168869	0.000000	1.168869	0.000000	0.000000	1.168869	1.168869	1.168869	0.000000	1.168869	0.000000	1.168869	0.000000	1.168869	0.000000	0.000000	0.000000	4.919944	4.919944	0.999974	0.000000	0.000008	0.000016	0.000002	38.534247	
5690000	-686.599884	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.928862	19.013744	0.928862	0.928862	0.000000	0.928862	0.000000	0.000000	0.928862	0.928862	0.928862	0.000000	0.000000	0.000000	0.928862	0.000000	0.928862	0.000000	0.000000	0.000000	4.828463	4.828463	0.999994	0.000000	0.000005	0.000000	0.000001	58.513021	
5695000	-691.348031	1	2	6	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 Z 	0.748395	17.427002	0.748395	0.748395	0.000000	0.748395	0.748395	0.000000	0.748395	0.748395	0.748395	0.000000	0.000000	0.000000	0.748395	0.000000	0.748395	0.000000	0.000000	0.000000	5.337258	5.337258	0.999995	0.000000	0.000004	0.000000	0.000001	14.148596	
5700000	-689.558319	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	0.957857	16.767648	0.957857	0.957857	0.000000	0.957857	0.000000	0.000000	0.957857	0.957857	0.957857	0.000000	0.957857	0.000000	0.000000	0.000000	0.957857	0.000000	0.000000	0.000000	5.029058	5.029058	0.999986	0.000000	0.000007	0.000005	0.000002	15.355182	
5705000	-690.987400	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.715693	31.109377	1.715693	1.715693	0.000000	1.715693	0.000000	0.000000	1.715693	0.000000	1.715693	0.000000	0.000000	1.715693	1.715693	0.000000	1.715693	0.000000	0.000000	0.000000	4.852493	4.852493	0.999988	0.000000	0.000009	0.000000	0.000003	64.902608	
5710000	-687.977596	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.808282	19.587076	0.808282	0.808282	0.000000	0.808282	0.000000	0.000000	0.808282	0.808282	0.808282	0.000000	0.808282	0.808282	0.808282	0.000000	0.808282	0.000000	0.000000	0.000000	4.658330	4.658330	0.999988	0.000000	0.000004	0.000007	0.000001	47.216556	
5715000	-687.912164	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.829160	17.564774	0.829160	0.829160	0.000000	0.829160	0.000000	0.000000	0.829160	0.829160	0.829160	0.000000	0.000000	0.000000	0.829160	0.829160	0.829160	0.000000	0.000000	0.829160	4.813431	4.813431	0.999994	0.000000	0.000005	0.000000	0.000002	35.515025	
5720000	-688.451422	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.777826	19.928390	0.777826	0.777826	0.000000	0.777826	0.000000	0.000000	0.777826	0.777826	0.777826	0.000000	0.000000	0.777826	0.777826	0.777826	0.777826	0.000000	0.000000	0.777826	4.730244	4.730244	0.999996	0.000000	0.000003	0.000000	0.000001	23.513651	
5725000	-689.890030	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z Z Z 	1.009914	21.989030	1.009914	1.009914	0.000000	1.009914	0.000000	0.000000	1.009914	1.009914	1.009914	0.000000	1.009914	0.000000	0.000000	0.000000	1.009914	0.000000	0.000000	0.000000	4.241297	4.241297	0.999991	0.000000	0.000004	0.000004	0.000001	43.920788	
5730000	-699.638920	1	2	3	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 1 	0.674520	29.941547	0.674520	0.674520	0.674520	0.674520	0.000000	0.000000	0.674520	0.674520	0.674520	0.000000	0.674520	0.674520	0.674520	0.674520	0.674520	0.000000	0.000000	0.674520	5.486847	5.486847	0.999993	0.000001	0.000002	0.000004	0.000001	69.470345	
5735000	-686.676972	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.907020	17.563456	0.907020	0.907020	0.000000	0.907020	0.000000	0.000000	0.907020	0.907020	0.907020	0.000000	0.000000	0.907020	0.907020	0.000000	0.907020	0.000000	0.000000	0.000000	4.896758	4.896758	0.999993	0.000000	0.000005	0.000000	0.000001	73.123261	
5740000	-686.594490	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.955057	17.500116	0.955057	0.955057	0.000000	0.955057	0.000000	0.000000	0.955057	0.955057	0.955057	0.000000	0.000000	0.000000	0.955057	0.000000	0.955057	0.000000	0.000000	0.000000	5.103058	5.103058	0.999992	0.000000	0.000006	0.000000	0.000002	68.563147	
5745000	-687.319907	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.152762	21.674265	1.152762	1.152762	0.000000	1.152762	0.000000	0.000000	1.152762	0.000000	1.152762	0.000000	0.000000	1.152762	1.152762	0.000000	1.152762	0.000000	0.000000	0.000000	4.011771	4.011771	0.999993	0.000000	0.000006	0.000000	0.000001	20.202000	
5750000	-688.163448	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.759888	11.906099	0.759888	0.759888	0.000000	0.759888	0.000000	0.000000	0.759888	0.759888	0.759888	0.000000	0.000000	0.000000	0.759888	0.000000	0.759888	0.000000	0.000000	0.000000	5.668876	5.668876	0.999990	0.000000	0.000008	0.000000	0.000002	15.763370	
5755000	-686.859914	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.953592	19.034757	0.953592	0.953592	0.000000	0.953592	0.000000	0.000000	0.953592	0.953592	0.953592	0.000000	0.000000	0.953592	0.953592	0.000000	0.953592	0.000000	0.000000	0.000000	5.014152	5.014152	0.999993	0.000000	0.000005	0.000000	0.000001	9.403200	
5760000	-691.916567	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.968241	14.046082	0.968241	0.968241	0.000000	0.968241	0.000000	0.000000	0.968241	0.968241	0.968241	0.000000	0.968241	0.968241	0.000000	0.000000	0.968241	0.000000	0.000000	0.000000	6.921202	6.921202	0.999974	0.000000	0.000014	0.000009	0.000003	8.041197	
5765000	-688.288514	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.908215	18.863346	0.908215	0.908215	0.000000	0.908215	0.000000	0.000000	0.908215	0.908215	0.908215	0.000000	0.908215	0.000000	0.908215	0.000000	0.908215	0.000000	0.000000	0.000000	5.656510	5.656510	0.999979	0.000000	0.000007	0.000013	0.000002	20.260741	
