Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            255762996
Precision:                       64 bits
Cores:                           20
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
4945000	-110.411604	1	2	9	'Z 1 1 0 0 Z 0 Z Z 0 Z Z 1 0 1 Z Z 0 Z 0 	0.000000	8.730621	8.730621	0.432795	0.432795	0.000000	0.432795	0.000000	0.000000	0.432795	0.000000	0.000000	8.730621	0.432795	8.730621	0.000000	0.000000	0.432795	0.000000	0.432795	4.624818	4.624818	0.932927	0.000084	0.000000	0.066983	0.000005	19.178364	
4947500	-116.571700	1	1	12	'Z 0 0 0 0 Z 0 Z 0 0 Z Z Z Z Z Z 0 Z Z Z 	0.000000	2.538766	2.538766	2.538766	2.538766	0.000000	2.538766	0.000000	2.538766	2.538766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.538766	0.000000	0.000000	0.000000	15.625694	15.625694	0.294259	0.000550	0.704560	0.000000	0.000630	16.713501	
4950000	-117.881804	1	2	7	'Z 0 0 1 0 Z 1 1 0 0 1 0 Z Z Z 1 Z 1 1 Z 	0.000000	3.978000	3.978000	0.358022	3.978000	0.000000	0.358022	0.358022	3.978000	3.978000	0.358022	3.978000	0.000000	0.000000	0.000000	0.358022	0.000000	0.358022	0.358022	0.000000	25.450720	25.450720	0.491693	0.002196	0.506097	0.000000	0.000013	22.788492	
4952500	-115.888765	1	1	8	'Z 0 0 Z 0 0 0 Z 0 Z Z 0 0 0 Z 0 0 Z 0 Z 	0.000000	5.766112	5.766112	0.000000	5.766112	5.766112	5.766112	0.000000	5.766112	0.000000	0.000000	5.766112	5.766112	5.766112	0.000000	5.766112	5.766112	0.000000	5.766112	0.000000	7.934992	7.934992	0.485886	0.207869	0.192514	0.061910	0.051820	20.610534	
4955000	-108.844203	1	2	9	'Z 1 1 Z Z Z 0 Z Z Z Z 0 1 1 0 1 0 1 0 Z 	0.000000	7.384378	7.384378	0.000000	0.000000	0.000000	0.251488	0.000000	0.000000	0.000000	0.000000	0.251488	7.384378	7.384378	0.251488	7.384378	0.251488	7.384378	0.251488	0.000000	8.887282	8.887282	0.990708	0.000000	0.000000	0.009281	0.000010	3.138447	
4957500	-117.848034	1	1	9	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	3.209953	3.209953	0.000000	0.000000	0.000000	3.209953	0.000000	3.209953	0.000000	0.000000	0.000000	3.209953	3.209953	3.209953	3.209953	3.209953	3.209953	0.000000	3.209953	13.744737	13.744737	0.755315	0.000051	0.224321	0.016496	0.003817	1.958916	
4960000	-112.776361	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z 0 Z 	0.000000	6.484472	6.484472	0.000000	6.484472	0.000000	6.484472	0.000000	0.000000	0.000000	0.000000	0.000000	6.484472	6.484472	0.000000	6.484472	0.000000	0.000000	6.484472	0.000000	2.041091	2.041091	0.790581	0.120604	0.000000	0.088815	0.000000	11.981403	
4962500	-114.204023	1	2	10	'Z 1 1 Z Z Z 1 0 Z Z Z Z 1 0 0 0 0 1 Z Z 	0.000000	9.604635	9.604635	0.000000	0.000000	0.000000	9.604635	4.089012	0.000000	0.000000	0.000000	0.000000	9.604635	4.089012	4.089012	4.089012	4.089012	9.604635	0.000000	0.000000	7.443825	7.443825	0.959023	0.002016	0.000000	0.034545	0.004416	23.916177	
4965000	-112.656832	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z 0 	0.000000	9.646902	9.646902	0.000000	9.646902	0.000000	9.646902	0.000000	0.000000	0.000000	0.000000	0.000000	9.646902	9.646902	9.646902	9.646902	0.000000	0.000000	0.000000	9.646902	6.740218	6.740218	0.892493	0.068206	0.000000	0.036932	0.002369	26.267236	
4967500	-114.881019	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z Z 0 0 0 Z Z 0 Z 	0.000000	7.935453	7.935453	0.000000	7.935453	7.935453	7.935453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.935453	7.935453	7.935453	0.000000	0.000000	7.935453	0.000000	2.948348	2.948348	0.855651	0.134530	0.000000	0.009818	0.000000	9.421204	
4970000	-114.500010	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z Z Z Z 0 Z 	0.000000	10.950078	10.950078	0.000000	10.950078	0.000000	10.950078	10.950078	0.000000	0.000000	0.000000	0.000000	10.950078	10.950078	0.000000	0.000000	0.000000	0.000000	10.950078	0.000000	2.116096	2.116096	0.609076	0.160300	0.000000	0.230625	0.000000	12.056601	
4972500	-114.231389	1	1	10	'Z 0 0 Z 0 0 0 Z Z 0 Z 0 0 0 Z Z 0 Z Z Z 	0.000000	6.285945	6.285945	0.000000	6.285945	6.285945	6.285945	0.000000	0.000000	6.285945	0.000000	6.285945	6.285945	6.285945	0.000000	0.000000	6.285945	0.000000	0.000000	0.000000	6.993742	6.993742	0.751039	0.101765	0.078812	0.046919	0.021465	21.830737	
4975000	-117.990741	1	1	6	'Z 0 0 Z 0 0 0 0 Z 0 0 0 0 Z 0 Z Z 0 0 0 	0.000000	4.342918	4.342918	0.000000	4.342918	4.342918	4.342918	4.342918	0.000000	4.342918	4.342918	4.342918	4.342918	0.000000	4.342918	0.000000	0.000000	4.342918	4.342918	4.342918	4.665563	4.665563	0.815323	0.083497	0.033020	0.058648	0.009512	6.806390	
4977500	-120.599253	1	1	4	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	3.201544	3.201544	0.000000	3.201544	3.201544	3.201544	0.000000	3.201544	3.201544	0.000000	3.201544	3.201544	3.201544	3.201544	3.201544	3.201544	3.201544	3.201544	3.201544	1.561175	1.561175	0.463350	0.067659	0.363969	0.051913	0.053108	1.392439	
4980000	-115.266803	1	1	7	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	5.025984	5.025984	0.000000	5.025984	5.025984	5.025984	5.025984	0.000000	0.000000	0.000000	0.000000	5.025984	5.025984	5.025984	5.025984	5.025984	5.025984	0.000000	5.025984	2.869385	2.869385	0.592813	0.180857	0.000000	0.121942	0.104389	15.118928	
4982500	-121.775523	1	1	10	'Z 0 0 Z Z Z Z 0 Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	8.987048	8.987048	0.000000	0.000000	0.000000	0.000000	8.987048	0.000000	0.000000	0.000000	0.000000	8.987048	8.987048	8.987048	8.987048	8.987048	8.987048	0.000000	8.987048	16.806145	16.806145	0.951790	0.000489	0.000000	0.026008	0.021714	13.646940	
4985000	-116.442648	1	1	12	'Z 0 0 Z Z Z Z Z Z Z Z Z 0 0 0 0 Z 0 0 Z 	0.000000	8.506293	8.506293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.506293	8.506293	8.506293	8.506293	0.000000	8.506293	8.506293	0.000000	7.556410	7.556410	0.985849	0.000000	0.000000	0.014151	0.000000	7.656744	
4987500	-112.308293	1	2	8	'Z 1 1 Z Z Z 0 0 1 0 0 1 1 1 Z Z Z 0 Z 0 	0.000000	9.482042	9.482042	0.000000	0.000000	0.000000	0.097258	0.097258	9.482042	0.097258	0.097258	9.482042	9.482042	9.482042	0.000000	0.000000	0.000000	0.097258	0.000000	0.097258	13.642667	13.642667	0.797398	0.000000	0.189518	0.013084	0.000000	6.867773	
4990000	-110.528691	1	2	7	'0 1 1 0 0 Z 0 0 Z Z 0 Z 1 1 0 1 Z 0 Z Z 	0.571280	7.052544	7.052544	0.571280	0.571280	0.000000	0.571280	0.571280	0.000000	0.000000	0.571280	0.000000	7.052544	7.052544	0.571280	7.052544	0.000000	0.571280	0.000000	0.000000	4.377371	4.377371	0.985904	0.000118	0.000054	0.013923	0.000000	13.073260	
4992500	-111.168982	1	2	7	'Z 1 1 0 Z 0 0 Z Z Z Z 0 1 1 0 1 0 0 1 Z 	0.000000	5.261894	5.261894	0.441810	0.000000	0.441810	0.441810	0.000000	0.000000	0.000000	0.000000	0.441810	5.261894	5.261894	0.441810	5.261894	0.441810	0.441810	5.261894	0.000000	11.153065	11.153065	0.988566	0.000001	0.000000	0.011130	0.000303	14.250150	
4995000	-110.855126	1	2	10	'Z 1 1 0 Z Z 0 Z Z Z Z Z 1 1 0 1 Z 0 1 Z 	0.000000	5.018855	5.018855	0.261745	0.000000	0.000000	0.261745	0.000000	0.000000	0.000000	0.000000	0.000000	5.018855	5.018855	0.261745	5.018855	0.000000	0.261745	5.018855	0.000000	13.668055	13.668055	0.991389	0.000000	0.000000	0.008611	0.000000	1.702245	
4997500	-108.556739	1	2	5	'Z 1 1 0 Z 0 0 Z 0 Z 0 Z 1 1 0 0 0 0 0 0 	0.000000	6.946876	6.946876	0.680688	0.000000	0.680688	0.680688	0.000000	0.680688	0.000000	0.680688	0.000000	6.946876	6.946876	0.680688	0.680688	0.680688	0.680688	0.680688	0.680688	6.292531	6.292531	0.974974	0.000010	0.005575	0.019139	0.000302	3.804587	
5000000	-106.801727	1	2	5	'Z 1 1 0 Z 0 0 Z 0 0 0 0 1 1 0 0 0 Z Z 0 	0.000000	8.787756	8.787756	0.167257	0.000000	0.167257	0.167257	0.000000	0.167257	0.167257	0.167257	0.167257	8.787756	8.787756	0.167257	0.167257	0.167257	0.000000	0.000000	0.167257	5.778638	5.778638	0.982121	0.000000	0.000205	0.017668	0.000006	3.903773	
5002500	-113.953351	1	2	6	'0 1 1 Z 0 0 0 0 1 Z Z 0 1 1 Z 0 0 Z 0 Z 	0.310081	8.387692	8.387692	0.000000	0.310081	0.310081	0.310081	0.310081	8.387692	0.000000	0.000000	0.310081	8.387692	8.387692	0.000000	0.310081	0.310081	0.000000	0.310081	0.000000	21.381743	21.381743	0.590029	0.000043	0.401050	0.008841	0.000037	5.114833	
5005000	-114.741710	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z 0 0 0 0 0 Z Z Z Z 	0.000000	4.615027	4.615027	0.000000	0.000000	0.000000	4.615027	0.000000	0.000000	0.000000	0.000000	4.615027	4.615027	4.615027	4.615027	4.615027	0.000000	0.000000	0.000000	0.000000	6.910811	6.910811	0.980726	0.000207	0.000000	0.019067	0.000000	1.842274	
5007500	-112.319650	1	1	9	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 0 0 0 	0.000000	10.284867	10.284867	0.000000	10.284867	0.000000	10.284867	0.000000	0.000000	0.000000	0.000000	0.000000	10.284867	10.284867	0.000000	10.284867	10.284867	10.284867	10.284867	10.284867	4.999861	4.999861	0.747721	0.086431	0.000000	0.088333	0.077516	20.069330	
5010000	-113.450626	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 Z 	0.000000	11.008180	11.008180	0.000000	11.008180	0.000000	11.008180	0.000000	0.000000	0.000000	0.000000	0.000000	11.008180	11.008180	0.000000	11.008180	11.008180	0.000000	11.008180	0.000000	8.627301	8.627301	0.829442	0.061459	0.000000	0.061767	0.047332	19.825729	
5012500	-117.895861	1	1	8	'Z 0 0 0 0 0 0 Z 0 0 Z Z Z Z Z 0 0 Z 0 0 	0.000000	4.097275	4.097275	4.097275	4.097275	4.097275	4.097275	0.000000	4.097275	4.097275	0.000000	0.000000	0.000000	0.000000	0.000000	4.097275	4.097275	0.000000	4.097275	4.097275	9.670490	9.670490	0.373545	0.033769	0.565696	0.000162	0.026828	17.236589	
5015000	-113.052271	1	1	10	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.747064	5.747064	0.000000	5.747064	5.747064	5.747064	0.000000	0.000000	5.747064	0.000000	0.000000	5.747064	5.747064	0.000000	5.747064	5.747064	0.000000	0.000000	0.000000	4.281577	4.281577	0.749126	0.133532	0.035885	0.054902	0.026555	27.495841	
5017500	-112.068483	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	11.132121	11.132121	0.000000	11.132121	0.000000	11.132121	0.000000	0.000000	0.000000	0.000000	0.000000	11.132121	11.132121	0.000000	11.132121	0.000000	0.000000	0.000000	11.132121	6.067474	6.067474	0.919208	0.049413	0.000000	0.029700	0.001680	40.647682	
5020000	-115.354650	1	1	9	'Z 0 0 Z Z Z 0 Z 0 0 Z Z 0 0 Z 0 0 0 Z 0 	0.000000	6.398650	6.398650	0.000000	0.000000	0.000000	6.398650	0.000000	6.398650	6.398650	0.000000	0.000000	6.398650	6.398650	0.000000	6.398650	6.398650	6.398650	0.000000	6.398650	7.589807	7.589807	0.515605	0.000105	0.465603	0.009336	0.009352	67.466198	
5022500	-114.163485	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 Z Z Z 0 0 0 Z 	0.000000	6.442839	6.442839	0.000000	6.442839	0.000000	6.442839	0.000000	6.442839	0.000000	0.000000	0.000000	6.442839	0.000000	0.000000	0.000000	6.442839	6.442839	6.442839	0.000000	4.823272	4.823272	0.000000	0.000000	0.000000	0.000000	1.000000	96.875935	
5025000	-112.451100	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	8.059801	8.059801	0.000000	8.059801	0.000000	8.059801	8.059801	0.000000	0.000000	0.000000	0.000000	8.059801	8.059801	0.000000	8.059801	8.059801	0.000000	0.000000	0.000000	4.777419	4.777419	0.828710	0.065531	0.000000	0.059419	0.046340	76.790930	
5027500	-111.830525	1	2	5	'1 0 0 1 Z Z 1 Z Z Z 1 1 0 0 0 1 0 1 0 1 	0.152558	11.019517	11.019517	0.152558	0.000000	0.000000	0.152558	0.000000	0.000000	0.000000	0.152558	0.152558	11.019517	11.019517	11.019517	0.152558	11.019517	0.152558	11.019517	0.152558	9.094089	9.094089	0.946163	0.000000	0.000009	0.016334	0.037493	69.338120	
5030000	-112.469076	1	2	8	'Z 0 0 1 Z Z 1 Z 1 1 1 Z 0 0 Z Z 1 Z 1 1 	0.000000	6.930898	6.930898	1.769524	0.000000	0.000000	1.769524	0.000000	1.769524	1.769524	1.769524	0.000000	6.930898	6.930898	0.000000	0.000000	1.769524	0.000000	1.769524	1.769524	19.899047	19.899047	0.937099	0.000005	0.050613	0.009893	0.002389	79.472657	
5032500	-108.659802	1	2	7	'1 0 0 1 1 Z 1 Z 1 Z Z Z 0 0 1 1 Z 1 1 Z 	1.038163	12.781628	12.781628	1.038163	1.038163	0.000000	1.038163	0.000000	1.038163	0.000000	0.000000	0.000000	12.781628	12.781628	1.038163	1.038163	0.000000	1.038163	1.038163	0.000000	7.084129	7.084129	0.983877	0.000164	0.002089	0.013869	0.000001	46.809713	
5035000	-108.504421	1	2	7	'Z 0 0 1 Z Z 1 Z Z 1 Z 1 0 0 1 1 1 0 1 Z 	0.000000	13.511622	13.511622	0.340673	0.000000	0.000000	0.340673	0.000000	0.000000	0.340673	0.000000	0.340673	13.511622	13.511622	0.340673	0.340673	0.340673	13.511622	0.340673	0.000000	8.240301	8.240301	0.987202	0.000000	0.000000	0.012790	0.000007	47.965169	
5037500	-115.079497	1	1	7	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 Z 0 0 Z 0 Z 	0.000000	5.664947	5.664947	0.000000	5.664947	5.664947	5.664947	0.000000	5.664947	5.664947	0.000000	5.664947	5.664947	5.664947	0.000000	5.664947	5.664947	0.000000	5.664947	0.000000	4.892624	4.892624	0.305275	0.083996	0.499511	0.031783	0.079435	77.267496	
5040000	-113.895811	1	1	10	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 0 Z Z 0 0 0 Z 	0.000000	5.794709	5.794709	5.794709	5.794709	0.000000	5.794709	0.000000	0.000000	0.000000	0.000000	0.000000	5.794709	5.794709	0.000000	0.000000	5.794709	5.794709	5.794709	0.000000	7.962401	7.962401	0.934072	0.014373	0.000000	0.013750	0.037804	80.253116	
5042500	-119.808349	1	1	8	'Z 0 0 0 Z Z 0 0 0 Z Z Z 0 0 0 Z 0 Z 0 0 	0.000000	6.124074	6.124074	6.124074	0.000000	0.000000	6.124074	6.124074	6.124074	0.000000	0.000000	0.000000	6.124074	6.124074	6.124074	0.000000	6.124074	0.000000	6.124074	6.124074	7.562516	7.562516	0.702306	0.004442	0.186199	0.047635	0.059419	97.555941	
5045000	-115.771425	1	1	12	'Z 0 0 0 Z Z 0 Z Z Z Z Z 0 0 0 Z 0 Z Z Z 	0.000000	6.098857	6.098857	6.098857	0.000000	0.000000	6.098857	0.000000	0.000000	0.000000	0.000000	0.000000	6.098857	6.098857	6.098857	0.000000	6.098857	0.000000	0.000000	0.000000	7.582392	7.582392	0.956750	0.000662	0.000000	0.028419	0.014169	71.378487	
5047500	-114.209507	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 Z 	0.000000	11.229148	11.229148	0.000000	11.229148	0.000000	11.229148	0.000000	0.000000	0.000000	0.000000	0.000000	11.229148	11.229148	0.000000	11.229148	11.229148	0.000000	11.229148	0.000000	2.485372	2.485372	0.547464	0.205309	0.000000	0.172341	0.074885	62.051444	
5050000	-115.477604	1	1	11	'Z 0 0 Z 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z 0 	0.000000	3.406685	3.406685	0.000000	3.406685	3.406685	3.406685	0.000000	0.000000	3.406685	0.000000	0.000000	0.000000	3.406685	0.000000	3.406685	0.000000	0.000000	0.000000	3.406685	5.145529	5.145529	0.928687	0.061439	0.009533	0.000341	0.000001	47.537731	
5052500	-111.887559	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	6.107563	6.107563	0.000000	6.107563	0.000000	6.107563	0.000000	0.000000	0.000000	0.000000	0.000000	6.107563	6.107563	0.000000	6.107563	6.107563	0.000000	6.107563	6.107563	5.477922	5.477922	0.834356	0.045426	0.000000	0.052645	0.067573	26.429068	
5055000	-113.724951	1	1	10	'Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	7.424240	7.424240	0.000000	7.424240	7.424240	7.424240	0.000000	7.424240	0.000000	0.000000	0.000000	7.424240	7.424240	0.000000	7.424240	7.424240	0.000000	0.000000	0.000000	7.132539	7.132539	0.470684	0.214029	0.235265	0.062195	0.017827	24.900129	
5057500	-113.652103	1	2	9	'0 1 1 Z 1 0 1 Z 0 Z Z Z 1 Z Z 0 Z Z 1 0 	3.344737	9.861721	9.861721	0.000000	9.861721	3.344737	9.861721	0.000000	3.344737	0.000000	0.000000	0.000000	9.861721	0.000000	0.000000	3.344737	0.000000	0.000000	9.861721	3.344737	3.176924	3.176924	0.741144	0.129594	0.057638	0.062542	0.009082	6.849739	
5060000	-115.151999	1	2	6	'Z 1 1 0 0 0 0 Z 1 Z 0 Z 0 1 0 0 Z 1 1 Z 	0.000000	3.755034	3.755034	0.389056	0.389056	0.389056	0.389056	0.000000	3.755034	0.000000	0.389056	0.000000	0.389056	3.755034	0.389056	0.389056	0.000000	3.755034	3.755034	0.000000	3.121334	3.121334	0.587887	0.000202	0.407365	0.000219	0.004326	2.773430	
5062500	-117.022149	1	1	11	'0 0 0 0 0 Z 0 Z Z Z Z Z 0 0 Z Z Z 0 Z Z 	4.653497	4.653497	4.653497	4.653497	4.653497	0.000000	4.653497	0.000000	0.000000	0.000000	0.000000	0.000000	4.653497	4.653497	0.000000	0.000000	0.000000	4.653497	0.000000	0.000000	5.827081	5.827081	0.984955	0.007552	0.000000	0.007448	0.000045	19.278375	
5065000	-114.396624	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	6.306639	6.306639	0.000000	0.000000	0.000000	6.306639	0.000000	0.000000	0.000000	0.000000	0.000000	6.306639	6.306639	0.000000	6.306639	6.306639	0.000000	6.306639	6.306639	14.426569	14.426569	0.948098	0.000168	0.000000	0.016164	0.035570	28.756109	
5067500	-114.206939	1	1	13	'Z 0 0 Z Z Z Z Z 0 Z Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	8.877988	8.877988	0.000000	0.000000	0.000000	0.000000	0.000000	8.877988	0.000000	0.000000	0.000000	8.877988	8.877988	0.000000	8.877988	0.000000	8.877988	0.000000	0.000000	4.957295	4.957295	0.510116	0.000000	0.481548	0.008336	0.000000	33.994846	
5070000	-114.241450	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	5.910627	5.910627	0.000000	5.910627	0.000000	5.910627	0.000000	5.910627	0.000000	0.000000	0.000000	5.910627	5.910627	0.000000	5.910627	0.000000	5.910627	0.000000	0.000000	12.369370	12.369370	0.658332	0.010971	0.322840	0.007760	0.000097	22.099483	
5072500	-118.895556	1	1	6	'Z 0 0 Z 0 0 0 Z Z 0 0 0 0 0 0 0 Z Z 0 0 	0.000000	3.210185	3.210185	0.000000	3.210185	3.210185	3.210185	0.000000	0.000000	3.210185	3.210185	3.210185	3.210185	3.210185	3.210185	3.210185	0.000000	0.000000	3.210185	3.210185	11.390907	11.390907	0.921376	0.043917	0.010763	0.023433	0.000511	23.532862	
5075000	-114.995756	1	1	7	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	5.557707	5.557707	0.000000	5.557707	5.557707	5.557707	0.000000	5.557707	5.557707	0.000000	5.557707	5.557707	5.557707	0.000000	0.000000	5.557707	0.000000	5.557707	5.557707	3.958631	3.958631	0.283426	0.085162	0.541553	0.021280	0.068579	12.702202	
5077500	-114.208362	1	1	10	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 0 Z Z 0 0 0 Z 	0.000000	5.342388	5.342388	5.342388	5.342388	0.000000	5.342388	0.000000	0.000000	0.000000	0.000000	0.000000	5.342388	5.342388	0.000000	0.000000	5.342388	5.342388	5.342388	0.000000	3.870488	3.870488	0.881367	0.024585	0.000000	0.022731	0.071318	10.879214	
5080000	-113.676468	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 Z Z 0 0 Z Z Z 0 0 0 Z 	0.000000	3.910074	3.910074	0.000000	3.910074	0.000000	3.910074	0.000000	3.910074	0.000000	0.000000	3.910074	3.910074	0.000000	0.000000	0.000000	3.910074	3.910074	3.910074	0.000000	6.961015	6.961015	0.306896	0.003422	0.632869	0.003054	0.053758	36.581582	
5082500	-119.219641	1	1	8	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 Z Z Z 0 0 0 0 	0.000000	16.564976	16.564976	0.000000	16.564976	0.000000	16.564976	0.000000	16.564976	16.564976	0.000000	16.564976	16.564976	0.000000	0.000000	0.000000	16.564976	16.564976	16.564976	16.564976	6.864884	6.864884	0.219603	0.028780	0.673389	0.028058	0.050170	24.551290	
5085000	-113.312721	1	2	6	'Z 1 1 0 0 Z Z Z 0 Z 0 0 1 0 0 0 0 0 Z 0 	0.000000	7.001821	7.001821	0.805609	0.805609	0.000000	0.000000	0.000000	0.805609	0.000000	0.805609	0.805609	7.001821	0.805609	0.805609	0.805609	0.805609	0.805609	0.000000	0.805609	2.538002	2.538002	0.900044	0.000335	0.014776	0.084281	0.000564	8.132037	
5087500	-112.537460	1	2	6	'1 0 0 Z 1 Z 1 Z 0 Z 1 Z 0 1 0 0 1 1 Z 1 	0.878511	8.482040	8.482040	0.000000	0.878511	0.000000	0.878511	0.000000	8.482040	0.000000	0.878511	0.000000	8.482040	0.878511	8.482040	8.482040	0.878511	0.878511	0.000000	0.878511	8.357395	8.357395	0.671076	0.000234	0.280758	0.047699	0.000234	8.295175	
5090000	-112.771933	1	2	9	'1 0 0 Z Z Z 1 Z Z Z Z Z 0 0 1 1 1 1 Z 0 	0.485839	3.853972	3.853972	0.000000	0.000000	0.000000	0.485839	0.000000	0.000000	0.000000	0.000000	0.000000	3.853972	3.853972	0.485839	0.485839	0.485839	0.485839	0.000000	3.853972	6.312456	6.312456	0.989523	0.000001	0.000000	0.010196	0.000280	30.923295	
5092500	-115.335909	1	2	8	'1 0 0 Z Z Z 0 1 1 Z 1 Z 0 Z 1 0 0 1 Z Z 	0.991149	13.630238	13.630238	0.000000	0.000000	0.000000	13.630238	0.991149	0.991149	0.000000	0.991149	0.000000	13.630238	0.000000	0.991149	13.630238	13.630238	0.991149	0.000000	0.000000	6.583357	6.583357	0.910122	0.004655	0.002966	0.041975	0.040282	63.046730	
5095000	-119.624296	1	1	7	'Z 0 0 0 0 0 0 0 Z 0 Z Z 0 0 Z 0 0 0 Z Z 	0.000000	4.416603	4.416603	4.416603	4.416603	4.416603	4.416603	4.416603	0.000000	4.416603	0.000000	0.000000	4.416603	4.416603	0.000000	4.416603	4.416603	4.416603	0.000000	0.000000	8.985760	8.985760	0.905497	0.047800	0.012671	0.017006	0.017026	92.458357	
5097500	-114.410291	1	1	8	'Z 0 0 Z 0 Z 0 0 0 0 Z Z 0 0 Z 0 0 0 Z Z 	0.000000	4.371970	4.371970	0.000000	4.371970	0.000000	4.371970	4.371970	4.371970	4.371970	0.000000	0.000000	4.371970	4.371970	0.000000	4.371970	4.371970	4.371970	0.000000	0.000000	7.281828	7.281828	0.388928	0.004999	0.596118	0.004967	0.004988	98.245356	
5100000	-113.493995	1	1	13	'Z 0 0 Z Z Z Z Z Z Z Z Z 0 0 Z 0 0 Z Z 0 	0.000000	10.130094	10.130094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.130094	10.130094	0.000000	10.130094	10.130094	0.000000	0.000000	10.130094	5.290830	5.290830	0.944167	0.000000	0.000000	0.020631	0.035202	89.540281	
