Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            842965589
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      30010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
18412500	-114.008105	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 0 0 Z 0 Z Z 	0.000000	6.384372	6.384372	0.000000	6.384372	0.000000	6.384372	6.384372	0.000000	0.000000	0.000000	0.000000	6.384372	6.384372	6.384372	6.384372	0.000000	6.384372	0.000000	0.000000	3.049953	3.049953	0.881523	0.055424	0.000000	0.061909	0.001144	18.694965	
18415000	-114.965754	1	1	11	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 0 Z 0 0 Z Z 0 	0.000000	5.493098	5.493098	0.000000	0.000000	0.000000	5.493098	0.000000	5.493098	0.000000	0.000000	0.000000	5.493098	5.493098	0.000000	5.493098	5.493098	0.000000	0.000000	5.493098	13.395377	13.395377	0.658627	0.000038	0.327470	0.006080	0.007785	24.568364	
18417500	-117.678159	1	1	8	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	3.164318	3.164318	0.000000	3.164318	3.164318	3.164318	3.164318	0.000000	0.000000	0.000000	0.000000	3.164318	3.164318	0.000000	3.164318	3.164318	3.164318	0.000000	3.164318	2.208131	2.208131	0.730162	0.203444	0.000000	0.032345	0.034049	16.907980	
18420000	-108.495107	1	2	12	'Z 1 1 0 Z Z 0 Z Z Z Z Z 1 1 Z Z 0 Z 0 Z 	0.000000	13.401270	13.401270	1.906394	0.000000	0.000000	1.906394	0.000000	0.000000	0.000000	0.000000	0.000000	13.401270	13.401270	0.000000	0.000000	1.906394	0.000000	1.906394	0.000000	10.514456	10.514456	0.985185	0.000014	0.000000	0.014024	0.000777	5.050416	
18422500	-110.632689	1	2	6	'Z 1 1 0 0 Z 0 0 0 Z 0 0 1 1 Z Z 1 0 Z 1 	0.000000	11.549198	11.549198	0.088133	0.088133	0.000000	0.088133	0.088133	0.088133	0.000000	0.088133	0.088133	11.549198	11.549198	0.000000	0.000000	11.549198	0.088133	0.000000	11.549198	4.243431	4.243431	0.937568	0.000002	0.000061	0.016115	0.046254	7.242486	
18425000	-114.519733	1	1	11	'Z 0 0 Z 0 0 0 Z 0 Z Z Z Z 0 Z 0 Z Z Z 0 	0.000000	5.743453	5.743453	0.000000	5.743453	5.743453	5.743453	0.000000	5.743453	0.000000	0.000000	0.000000	0.000000	5.743453	0.000000	5.743453	0.000000	0.000000	0.000000	5.743453	7.069549	7.069549	0.529066	0.186953	0.280688	0.003270	0.000024	21.494811	
18427500	-113.509777	1	1	9	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	5.480826	5.480826	0.000000	5.480826	5.480826	5.480826	0.000000	0.000000	0.000000	0.000000	0.000000	5.480826	5.480826	5.480826	5.480826	5.480826	5.480826	0.000000	0.000000	3.366250	3.366250	0.566680	0.208203	0.000000	0.125241	0.099876	17.840696	
18430000	-114.064369	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z Z 0 0 0 0 Z Z Z 	0.000000	8.144434	8.144434	0.000000	8.144434	8.144434	8.144434	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.144434	8.144434	8.144434	8.144434	0.000000	0.000000	0.000000	3.812715	3.812715	0.806304	0.115473	0.000000	0.027072	0.051151	10.420502	
18432500	-116.504722	1	1	11	'Z 0 0 Z 0 0 0 Z 0 Z Z Z Z Z Z 0 Z Z 0 0 	0.000000	7.656028	7.656028	0.000000	7.656028	7.656028	7.656028	0.000000	7.656028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.656028	0.000000	0.000000	7.656028	7.656028	2.769554	2.769554	0.000001	0.999998	0.000001	0.000000	0.000000	9.795990	
18435000	-118.205074	1	1	11	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 Z Z Z 0 0 0 Z 	0.000000	6.406045	6.406045	6.406045	6.406045	0.000000	6.406045	0.000000	0.000000	0.000000	0.000000	0.000000	6.406045	0.000000	0.000000	0.000000	6.406045	6.406045	6.406045	0.000000	16.210243	16.210243	0.931821	0.013450	0.000000	0.012091	0.042638	20.814575	
18437500	-112.393149	1	2	13	'Z 0 0 1 0 Z Z Z 0 1 Z Z 0 Z Z Z Z Z Z Z 	0.000000	5.929673	5.929673	1.027047	5.929673	0.000000	0.000000	0.000000	5.929673	1.027047	0.000000	0.000000	5.929673	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.155309	7.155309	0.347270	0.009220	0.635439	0.008071	0.000000	11.782375	
18440000	-113.335224	1	2	9	'Z 1 1 0 Z Z 0 Z 0 Z Z 0 1 0 Z 0 Z 0 Z 0 	0.000000	7.657016	7.657016	2.309683	0.000000	0.000000	2.309683	0.000000	2.309683	0.000000	0.000000	2.309683	7.657016	2.309683	0.000000	2.309683	0.000000	2.309683	0.000000	2.309683	14.254250	14.254250	0.945556	0.000016	0.040698	0.013715	0.000016	24.187878	
18442500	-120.837880	1	1	6	'0 0 0 Z 0 Z 0 Z 0 0 0 Z 0 0 0 0 Z 0 0 Z 	3.362401	3.362401	3.362401	0.000000	3.362401	0.000000	3.362401	0.000000	3.362401	3.362401	3.362401	0.000000	3.362401	3.362401	3.362401	3.362401	0.000000	3.362401	3.362401	0.000000	13.491552	13.491552	0.551593	0.003792	0.424472	0.017452	0.002692	27.202510	
18445000	-114.478625	1	1	11	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 Z Z 0 Z Z Z Z 	0.000000	3.222803	3.222803	0.000000	3.222803	3.222803	3.222803	0.000000	3.222803	3.222803	0.000000	0.000000	3.222803	0.000000	0.000000	3.222803	0.000000	0.000000	0.000000	0.000000	11.523805	11.523805	0.350065	0.025455	0.623124	0.001357	0.000000	22.799180	
18447500	-116.095709	1	1	12	'Z 0 0 Z Z 0 0 Z Z Z Z 0 0 0 Z Z Z Z 0 Z 	0.000000	7.264800	7.264800	0.000000	0.000000	7.264800	7.264800	0.000000	0.000000	0.000000	0.000000	7.264800	7.264800	7.264800	0.000000	0.000000	0.000000	0.000000	7.264800	0.000000	3.632348	3.632348	0.907284	0.009214	0.000000	0.083503	0.000000	30.098198	
18450000	-116.681767	1	1	12	'Z 0 0 0 Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	4.335653	4.335653	4.335653	0.000000	0.000000	4.335653	0.000000	0.000000	0.000000	0.000000	0.000000	4.335653	4.335653	0.000000	4.335653	4.335653	0.000000	0.000000	0.000000	7.325397	7.325397	0.984007	0.000031	0.000000	0.007007	0.008955	39.749675	
18452500	-106.848704	1	2	9	'Z 0 0 1 Z Z 1 Z Z 1 1 Z 0 0 1 Z 1 Z Z 1 	0.000000	7.355103	7.355103	0.322667	0.000000	0.000000	0.322667	0.000000	0.000000	0.322667	0.322667	0.000000	7.355103	7.355103	0.322667	0.000000	0.322667	0.000000	0.000000	0.322667	10.027641	10.027641	0.986681	0.000000	0.000014	0.013280	0.000024	22.158268	
18455000	-120.025743	1	1	9	'Z 0 0 Z Z Z 0 0 Z Z 0 0 0 0 0 0 Z Z 0 Z 	0.000000	4.828525	4.828525	0.000000	0.000000	0.000000	4.828525	4.828525	0.000000	0.000000	4.828525	4.828525	4.828525	4.828525	4.828525	4.828525	0.000000	0.000000	4.828525	0.000000	8.486759	8.486759	0.973653	0.000333	0.002392	0.023594	0.000028	43.181694	
18457500	-114.093453	1	1	9	'Z 0 0 Z 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z Z Z 	0.000000	5.027368	5.027368	0.000000	5.027368	5.027368	5.027368	5.027368	5.027368	5.027368	0.000000	5.027368	5.027368	0.000000	0.000000	0.000000	5.027368	0.000000	0.000000	0.000000	5.187214	5.187214	0.313233	0.051719	0.621968	0.006476	0.006604	47.366876	
18460000	-116.195872	1	1	9	'Z 0 0 Z 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	6.518113	6.518113	0.000000	6.518113	6.518113	6.518113	6.518113	0.000000	6.518113	0.000000	0.000000	6.518113	6.518113	0.000000	6.518113	0.000000	6.518113	0.000000	0.000000	8.444183	8.444183	0.915044	0.043303	0.014459	0.026093	0.001102	78.239898	
18462500	-116.711701	1	1	9	'Z 0 0 Z Z 0 0 Z 0 0 Z Z 0 0 0 0 Z 0 Z Z 	0.000000	5.681350	5.681350	0.000000	0.000000	5.681350	5.681350	0.000000	5.681350	5.681350	0.000000	0.000000	5.681350	5.681350	5.681350	5.681350	0.000000	5.681350	0.000000	0.000000	6.440185	6.440185	0.549612	0.017389	0.387823	0.044993	0.000183	67.261315	
18465000	-111.107444	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z 0 Z 	0.000000	6.800885	6.800885	0.000000	6.800885	0.000000	6.800885	0.000000	0.000000	0.000000	0.000000	0.000000	6.800885	6.800885	0.000000	6.800885	0.000000	0.000000	6.800885	0.000000	7.930297	7.930297	0.933788	0.035838	0.000000	0.030374	0.000000	52.772280	
18467500	-113.454405	1	1	13	'Z 0 0 Z Z Z 0 Z Z Z Z 0 0 0 0 Z Z Z Z Z 	0.000000	6.065939	6.065939	0.000000	0.000000	0.000000	6.065939	0.000000	0.000000	0.000000	0.000000	6.065939	6.065939	6.065939	6.065939	0.000000	0.000000	0.000000	0.000000	0.000000	5.085480	5.085480	0.954557	0.001096	0.000000	0.044347	0.000000	61.038721	
18470000	-113.347263	1	1	12	'Z 0 0 Z Z Z 0 Z 0 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	6.191221	6.191221	0.000000	0.000000	0.000000	6.191221	0.000000	6.191221	6.191221	0.000000	0.000000	6.191221	6.191221	0.000000	6.191221	0.000000	0.000000	0.000000	0.000000	6.864174	6.864174	0.514902	0.000065	0.478721	0.006313	0.000000	58.067363	
18472500	-116.013506	1	1	11	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 0 0 0 Z Z 0 	0.000000	3.849903	3.849903	0.000000	3.849903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.849903	3.849903	3.849903	3.849903	3.849903	0.000000	0.000000	3.849903	8.768003	8.768003	0.953841	0.008234	0.000000	0.025652	0.012273	73.381084	
18475000	-112.056668	1	1	9	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 0 0 0 	0.000000	9.132200	9.132200	0.000000	9.132200	0.000000	9.132200	0.000000	0.000000	0.000000	0.000000	0.000000	9.132200	9.132200	0.000000	9.132200	9.132200	9.132200	9.132200	9.132200	5.240701	5.240701	0.755444	0.079477	0.000000	0.084407	0.080672	71.638398	
18477500	-115.057235	1	1	8	'Z 0 0 Z 0 0 0 Z Z Z Z 0 0 Z 0 Z 0 0 0 0 	0.000000	7.215382	7.215382	0.000000	7.215382	7.215382	7.215382	0.000000	0.000000	0.000000	0.000000	7.215382	7.215382	0.000000	7.215382	0.000000	7.215382	7.215382	7.215382	7.215382	4.040674	4.040674	0.389913	0.292625	0.053471	0.067014	0.196977	88.534406	
18480000	-115.507282	1	1	9	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 0 0 Z 0 Z 0 	0.000000	5.429103	5.429103	0.000000	5.429103	0.000000	5.429103	5.429103	0.000000	0.000000	0.000000	0.000000	5.429103	5.429103	5.429103	5.429103	0.000000	5.429103	0.000000	5.429103	2.125865	2.125865	0.865472	0.058607	0.000000	0.070651	0.005270	73.929125	
18482500	-120.052580	1	1	9	'Z 0 0 0 0 0 0 Z 0 Z Z Z 0 0 0 Z Z Z Z 0 	0.000000	2.560026	2.560026	2.560026	2.560026	2.560026	2.560026	0.000000	2.560026	0.000000	0.000000	0.000000	2.560026	2.560026	2.560026	0.000000	0.000000	0.000000	0.000000	2.560026	13.305205	13.305205	0.651308	0.113698	0.196136	0.038777	0.000081	84.326656	
18485000	-114.639470	1	1	12	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 0 Z Z 0 Z Z Z 	0.000000	6.443540	6.443540	6.443540	6.443540	0.000000	6.443540	0.000000	0.000000	0.000000	0.000000	0.000000	6.443540	6.443540	0.000000	0.000000	6.443540	0.000000	0.000000	0.000000	8.412299	8.412299	0.951500	0.018194	0.000000	0.016437	0.013869	67.026539	
18487500	-114.341238	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 	0.000000	3.425422	3.425422	0.000000	3.425422	0.000000	3.425422	0.000000	3.425422	3.425422	0.000000	3.425422	3.425422	3.425422	0.000000	3.425422	0.000000	0.000000	0.000000	3.425422	9.087026	9.087026	0.473684	0.003001	0.520795	0.002515	0.000006	85.535766	
18490000	-116.875979	1	1	6	'Z 0 0 Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 0 0 Z 	0.000000	3.734917	3.734917	0.000000	3.734917	3.734917	3.734917	3.734917	3.734917	3.734917	0.000000	3.734917	3.734917	0.000000	3.734917	0.000000	3.734917	3.734917	3.734917	0.000000	8.073610	8.073610	0.384552	0.047367	0.492668	0.033805	0.041608	95.535900	
18492500	-117.604403	1	1	7	'Z 0 0 Z 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z Z 0 0 	0.000000	4.103443	4.103443	0.000000	4.103443	4.103443	4.103443	4.103443	4.103443	4.103443	0.000000	4.103443	0.000000	4.103443	0.000000	4.103443	0.000000	0.000000	4.103443	4.103443	6.525986	6.525986	0.463516	0.038683	0.491974	0.000571	0.005256	69.990951	
18495000	-116.783926	1	1	11	'Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z Z Z Z Z 0 Z Z 	0.000000	5.612687	5.612687	0.000000	5.612687	5.612687	5.612687	5.612687	0.000000	5.612687	0.000000	5.612687	0.000000	0.000000	0.000000	0.000000	0.000000	5.612687	0.000000	0.000000	8.186888	8.186888	0.960618	0.030240	0.008539	0.000000	0.000603	61.014595	
18497500	-111.283179	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	6.428750	6.428750	0.000000	6.428750	0.000000	6.428750	0.000000	0.000000	0.000000	0.000000	6.428750	6.428750	6.428750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.836228	4.836228	0.901875	0.052798	0.000000	0.045328	0.000000	51.828501	
18500000	-114.237491	1	1	12	'Z 0 0 Z 0 Z Z Z 0 Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	7.380913	7.380913	0.000000	7.380913	0.000000	0.000000	0.000000	7.380913	0.000000	0.000000	0.000000	7.380913	7.380913	7.380913	7.380913	0.000000	0.000000	0.000000	0.000000	6.829175	6.829175	0.638591	0.030868	0.280991	0.049549	0.000000	54.780166	
18502500	-114.765916	1	1	9	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 0 0 0 	0.000000	12.884329	12.884329	0.000000	12.884329	0.000000	12.884329	0.000000	0.000000	0.000000	0.000000	0.000000	12.884329	12.884329	0.000000	12.884329	12.884329	12.884329	12.884329	12.884329	2.656184	2.656184	0.588616	0.155934	0.000000	0.146393	0.109057	75.328156	
18505000	-117.416794	1	1	8	'Z 0 0 Z 0 0 0 0 Z 0 Z Z 0 Z 0 0 Z 0 Z 0 	0.000000	7.566474	7.566474	0.000000	7.566474	7.566474	7.566474	7.566474	0.000000	7.566474	0.000000	0.000000	7.566474	0.000000	7.566474	7.566474	0.000000	7.566474	0.000000	7.566474	7.762634	7.762634	0.881248	0.052044	0.015076	0.044859	0.006773	72.798785	
18507500	-113.941197	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 0 0 0 Z Z Z 	0.000000	8.711871	8.711871	0.000000	8.711871	0.000000	8.711871	8.711871	0.000000	0.000000	0.000000	0.000000	8.711871	8.711871	8.711871	8.711871	8.711871	0.000000	0.000000	0.000000	6.099863	6.099863	0.836558	0.066558	0.000000	0.058610	0.038273	65.090841	
18510000	-115.587040	1	1	9	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 Z Z 0 0 Z 0 0 	0.000000	8.026307	8.026307	0.000000	8.026307	8.026307	8.026307	8.026307	0.000000	0.000000	0.000000	0.000000	8.026307	0.000000	0.000000	8.026307	8.026307	0.000000	8.026307	8.026307	3.597599	3.597599	0.000001	0.999999	0.000000	0.000000	0.000000	37.956711	
18512500	-118.707484	1	1	10	'Z 0 0 Z Z 0 0 Z 0 Z Z Z 0 0 0 0 Z Z Z 0 	0.000000	7.744070	7.744070	0.000000	0.000000	7.744070	7.744070	0.000000	7.744070	0.000000	0.000000	0.000000	7.744070	7.744070	7.744070	7.744070	0.000000	0.000000	0.000000	7.744070	12.111750	12.111750	0.693225	0.024637	0.230231	0.050516	0.001391	11.462936	
18515000	-113.904795	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	5.405062	5.405062	0.000000	0.000000	0.000000	5.405062	0.000000	0.000000	0.000000	0.000000	0.000000	5.405062	5.405062	0.000000	5.405062	5.405062	0.000000	5.405062	5.405062	11.942665	11.942665	0.952820	0.000109	0.000000	0.014080	0.032991	15.191245	
18517500	-109.577550	1	2	8	'Z 1 1 0 Z 0 0 0 Z Z Z 0 1 1 Z 0 Z 0 Z 0 	0.000000	18.099916	18.099916	0.258353	0.000000	0.258353	0.258353	0.258353	0.000000	0.000000	0.000000	0.258353	18.099916	18.099916	0.000000	0.258353	0.000000	0.258353	0.000000	0.258353	8.963688	8.963688	0.988628	0.000000	0.000000	0.011372	0.000000	33.230502	
18520000	-109.010897	1	2	3	'0 1 1 Z 0 0 0 0 0 0 Z 0 1 1 0 0 0 0 Z 0 	0.124942	8.061812	8.061812	0.000000	0.124942	0.124942	0.124942	0.124942	0.124942	0.124942	0.000000	0.124942	8.061812	8.061812	0.124942	0.124942	0.124942	0.124942	0.000000	0.124942	6.838594	6.838594	0.983192	0.000004	0.000103	0.016697	0.000004	14.839342	
18522500	-109.729515	1	2	7	'Z 1 1 0 0 0 0 Z 0 0 0 Z 1 1 Z Z Z 0 Z 1 	0.000000	9.810982	9.810982	0.671057	0.671057	0.671057	0.671057	0.000000	0.671057	0.671057	0.671057	0.000000	9.810982	9.810982	0.000000	0.000000	0.000000	0.671057	0.000000	9.810982	8.472379	8.472379	0.979368	0.000164	0.002641	0.017252	0.000575	11.506061	
18525000	-110.003364	1	2	7	'0 1 1 Z 0 Z 0 0 Z Z Z 0 1 1 0 1 0 0 Z Z 	0.092164	7.855006	7.855006	0.000000	0.092164	0.000000	0.092164	0.092164	0.000000	0.000000	0.000000	0.092164	7.855006	7.855006	0.092164	7.855006	0.092164	0.092164	0.000000	0.000000	14.049715	14.049715	0.991692	0.000002	0.000000	0.008305	0.000001	16.012636	
18527500	-123.696496	1	1	9	'0 0 0 0 Z 0 0 Z Z Z 0 Z 0 0 Z 0 Z Z 0 Z 	4.695630	4.695630	4.695630	4.695630	0.000000	4.695630	4.695630	0.000000	0.000000	0.000000	4.695630	0.000000	4.695630	4.695630	0.000000	4.695630	0.000000	0.000000	4.695630	0.000000	5.705981	5.705981	0.989452	0.000385	0.001244	0.008906	0.000014	34.468716	
18530000	-113.368608	1	2	9	'0 1 1 0 Z Z 1 Z 0 Z Z Z 1 0 0 0 Z 0 Z Z 	2.330732	20.309221	20.309221	2.330732	0.000000	0.000000	20.309221	0.000000	2.330732	0.000000	0.000000	0.000000	20.309221	2.330732	2.330732	2.330732	0.000000	2.330732	0.000000	0.000000	4.305550	4.305550	0.962396	0.007013	0.003448	0.027133	0.000011	33.439876	
18532500	-116.101203	1	2	7	'1 1 1 Z 1 0 1 0 Z 0 0 Z 1 Z Z Z 0 0 0 Z 	13.112877	13.112877	13.112877	0.000000	13.112877	0.382318	13.112877	0.382318	0.000000	0.382318	0.382318	0.000000	13.112877	0.000000	0.000000	0.000000	0.382318	0.382318	0.382318	0.000000	5.001996	5.001996	0.952942	0.023892	0.000090	0.023054	0.000022	15.394418	
18535000	-115.663738	1	1	11	'Z 0 0 Z 0 0 0 0 Z 0 Z Z 0 Z Z Z Z 0 Z Z 	0.000000	5.887645	5.887645	0.000000	5.887645	5.887645	5.887645	5.887645	0.000000	5.887645	0.000000	0.000000	5.887645	0.000000	0.000000	0.000000	0.000000	5.887645	0.000000	0.000000	7.828845	7.828845	0.902247	0.053417	0.022386	0.020753	0.001196	14.558969	
18537500	-115.711911	1	1	9	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 0 0 0 Z Z 	0.000000	3.748913	3.748913	0.000000	3.748913	3.748913	3.748913	0.000000	0.000000	3.748913	0.000000	0.000000	3.748913	3.748913	0.000000	3.748913	3.748913	3.748913	0.000000	0.000000	10.590692	10.590692	0.911141	0.053374	0.009428	0.012926	0.013131	14.869600	
18540000	-115.286470	1	1	10	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 0 0 0 0 Z Z 0 	0.000000	6.429172	6.429172	0.000000	0.000000	0.000000	6.429172	0.000000	6.429172	0.000000	0.000000	0.000000	6.429172	6.429172	6.429172	6.429172	6.429172	0.000000	0.000000	6.429172	11.665224	11.665224	0.690998	0.000635	0.249357	0.038317	0.020694	12.902185	
18542500	-107.849775	1	3	9	'Z 2 2 Z Z Z 1 Z Z 1 1 1 0 0 Z 2 1 1 Z Z 	0.000000	4.797687	4.797687	0.000000	0.000000	0.000000	0.763452	0.000000	0.000000	0.763452	0.763452	0.763452	22.597374	22.597374	0.000000	4.797687	0.763452	0.763452	0.000000	0.000000	15.971414	15.971414	0.946917	0.000007	0.000618	0.052342	0.000115	18.884984	
18545000	-115.223008	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 0 0 0 Z Z Z 	0.000000	7.910236	7.910236	0.000000	0.000000	0.000000	7.910236	0.000000	0.000000	0.000000	0.000000	0.000000	7.910236	7.910236	7.910236	7.910236	7.910236	0.000000	0.000000	0.000000	15.067407	15.067407	0.951214	0.000686	0.000000	0.026125	0.021975	8.481338	
18547500	-113.650874	1	1	10	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z 0 0 0 	0.000000	7.163849	7.163849	0.000000	7.163849	0.000000	7.163849	0.000000	0.000000	0.000000	0.000000	7.163849	7.163849	7.163849	0.000000	0.000000	0.000000	7.163849	7.163849	7.163849	3.956283	3.956283	0.843872	0.070811	0.003270	0.062876	0.019171	5.152115	
18550000	-121.391550	1	1	9	'Z 0 0 0 Z 0 0 Z 0 Z Z Z 0 0 Z 0 Z Z 0 0 	0.000000	3.192424	3.192424	3.192424	0.000000	3.192424	3.192424	0.000000	3.192424	0.000000	0.000000	0.000000	3.192424	3.192424	0.000000	3.192424	0.000000	0.000000	3.192424	3.192424	10.135795	10.135795	0.731059	0.002934	0.258319	0.005698	0.001990	6.457086	
18552500	-113.896010	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z Z 0 0 0 Z Z Z 0 	0.000000	6.485124	6.485124	0.000000	6.485124	6.485124	6.485124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.485124	6.485124	6.485124	0.000000	0.000000	0.000000	6.485124	3.598755	3.598755	0.826429	0.165152	0.000000	0.008262	0.000157	16.907550	
18555000	-113.740461	1	1	12	'Z 0 0 Z 0 0 0 Z 0 0 Z Z Z Z Z 0 Z Z Z Z 	0.000000	5.787891	5.787891	0.000000	5.787891	5.787891	5.787891	0.000000	5.787891	5.787891	0.000000	0.000000	0.000000	0.000000	0.000000	5.787891	0.000000	0.000000	0.000000	0.000000	10.328721	10.328721	0.368136	0.047115	0.584749	0.000000	0.000000	20.719989	
18557500	-113.596955	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	5.537659	5.537659	0.000000	5.537659	0.000000	5.537659	0.000000	0.000000	0.000000	0.000000	0.000000	5.537659	5.537659	0.000000	5.537659	0.000000	0.000000	0.000000	5.537659	13.655666	13.655666	0.977556	0.013081	0.000000	0.009301	0.000062	13.902341	
18560000	-114.435570	1	1	12	'Z 0 0 Z Z Z 0 Z 0 Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	10.273765	10.273765	0.000000	0.000000	0.000000	10.273765	0.000000	10.273765	0.000000	0.000000	0.000000	10.273765	10.273765	10.273765	10.273765	0.000000	0.000000	0.000000	0.000000	7.323469	7.323469	0.687632	0.002049	0.272614	0.037705	0.000000	8.839026	
18562500	-112.188791	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.719083	5.719083	0.000000	5.719083	0.000000	5.719083	0.000000	5.719083	5.719083	0.000000	0.000000	5.719083	5.719083	0.000000	5.719083	5.719083	0.000000	0.000000	0.000000	5.663728	5.663728	0.383934	0.010549	0.584694	0.010424	0.010399	1.522994	
18565000	-118.615950	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 Z Z 0 Z Z 0 0 	0.000000	4.112207	4.112207	0.000000	4.112207	4.112207	4.112207	0.000000	0.000000	0.000000	0.000000	0.000000	4.112207	0.000000	0.000000	4.112207	0.000000	0.000000	4.112207	4.112207	14.716911	14.716911	0.000004	0.999996	0.000000	0.000000	0.000000	4.035637	
18567500	-114.699775	1	1	11	'Z 0 0 Z 0 0 0 0 Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	4.694268	4.694268	0.000000	4.694268	4.694268	4.694268	4.694268	0.000000	0.000000	0.000000	4.694268	4.694268	4.694268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.981832	6.981832	0.881252	0.080747	0.000000	0.038000	0.000000	17.164639	
