Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2822677083
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      30010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
12462500	-114.264684	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	9.658453	9.658453	0.000000	9.658453	0.000000	9.658453	9.658453	0.000000	0.000000	0.000000	0.000000	9.658453	9.658453	0.000000	9.658453	0.000000	0.000000	0.000000	9.658453	7.447794	7.447794	0.957388	0.021206	0.000000	0.020679	0.000726	97.135967	
12465000	-110.906399	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	6.659642	6.659642	0.000000	6.659642	0.000000	6.659642	0.000000	0.000000	0.000000	0.000000	0.000000	6.659642	6.659642	6.659642	6.659642	0.000000	0.000000	0.000000	0.000000	7.526328	7.526328	0.916864	0.049438	0.000000	0.033698	0.000000	73.942438	
12467500	-114.370770	1	1	10	'Z 0 0 Z 0 0 0 0 0 0 Z 0 0 Z Z Z Z Z Z Z 	0.000000	5.708815	5.708815	0.000000	5.708815	5.708815	5.708815	5.708815	5.708815	5.708815	0.000000	5.708815	5.708815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.681182	6.681182	0.444258	0.044094	0.500875	0.010773	0.000000	67.369902	
12470000	-118.993544	1	1	12	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 Z Z Z Z Z Z 0 Z 	0.000000	15.575161	15.575161	0.000000	15.575161	0.000000	15.575161	0.000000	15.575161	15.575161	0.000000	15.575161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.575161	0.000000	4.167764	4.167764	0.426478	0.011780	0.525559	0.000000	0.036182	70.320732	
12472500	-117.098519	1	1	9	'Z 0 0 Z Z Z 0 Z 0 0 0 Z 0 0 0 0 0 Z Z Z 	0.000000	3.989588	3.989588	0.000000	0.000000	0.000000	3.989588	0.000000	3.989588	3.989588	3.989588	0.000000	3.989588	3.989588	3.989588	3.989588	3.989588	0.000000	0.000000	0.000000	3.895249	3.895249	0.559284	0.000243	0.397988	0.034477	0.008008	65.905509	
12475000	-115.505888	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 Z Z 0 0 0 0 0 Z Z 0 Z 	0.000000	4.297078	4.297078	0.000000	4.297078	0.000000	4.297078	0.000000	4.297078	0.000000	0.000000	4.297078	4.297078	4.297078	4.297078	4.297078	0.000000	0.000000	4.297078	0.000000	11.209991	11.209991	0.789568	0.014090	0.160874	0.033828	0.001640	63.923300	
12477500	-112.488407	1	1	12	'Z 0 0 Z 0 0 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	7.564884	7.564884	0.000000	7.564884	7.564884	7.564884	0.000000	0.000000	0.000000	0.000000	7.564884	7.564884	7.564884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.275023	6.275023	0.763976	0.139695	0.000000	0.096328	0.000000	61.219064	
12480000	-114.563711	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z Z 0 0 0 Z 0 0 Z 0 Z 	0.000000	5.630344	5.630344	0.000000	0.000000	0.000000	5.630344	0.000000	0.000000	0.000000	0.000000	5.630344	5.630344	5.630344	0.000000	5.630344	5.630344	0.000000	5.630344	0.000000	8.284713	8.284713	0.923267	0.000205	0.005444	0.020381	0.050703	52.802320	
12482500	-113.994653	1	1	13	'Z 0 0 Z Z Z Z Z Z Z Z 0 0 0 Z Z Z Z 0 0 	0.000000	9.335841	9.335841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.335841	9.335841	9.335841	0.000000	0.000000	0.000000	0.000000	9.335841	9.335841	8.698139	8.698139	0.983859	0.000000	0.000192	0.014435	0.001514	26.709244	
12485000	-114.405382	1	1	7	'Z 0 0 Z 0 Z 0 Z 0 Z Z 0 0 0 Z 0 0 0 0 0 	0.000000	5.931834	5.931834	0.000000	5.931834	0.000000	5.931834	0.000000	5.931834	0.000000	0.000000	5.931834	5.931834	5.931834	0.000000	5.931834	5.931834	5.931834	5.931834	5.931834	7.067738	7.067738	0.430310	0.014092	0.477496	0.019944	0.058158	30.568106	
12487500	-112.996272	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 Z Z 0 0 	0.000000	6.517646	6.517646	0.000000	0.000000	0.000000	6.517646	0.000000	0.000000	0.000000	0.000000	0.000000	6.517646	6.517646	0.000000	6.517646	0.000000	0.000000	6.517646	6.517646	9.599388	9.599388	0.984405	0.000205	0.000000	0.014642	0.000747	25.431228	
12490000	-111.681801	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	5.197041	5.197041	0.000000	5.197041	0.000000	5.197041	0.000000	0.000000	0.000000	0.000000	0.000000	5.197041	5.197041	5.197041	5.197041	0.000000	0.000000	0.000000	0.000000	3.139124	3.139124	0.870982	0.073441	0.000000	0.055577	0.000000	2.844090	
12492500	-115.698708	1	1	11	'Z 0 0 Z 0 Z Z Z 0 Z 0 Z 0 0 0 0 Z Z Z Z 	0.000000	5.226090	5.226090	0.000000	5.226090	0.000000	0.000000	0.000000	5.226090	0.000000	5.226090	0.000000	5.226090	5.226090	5.226090	5.226090	0.000000	0.000000	0.000000	0.000000	8.329538	8.329538	0.582529	0.010334	0.374526	0.032610	0.000000	13.852007	
12495000	-111.739712	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	5.378346	5.378346	0.000000	5.378346	0.000000	5.378346	0.000000	0.000000	0.000000	0.000000	5.378346	5.378346	5.378346	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.060510	8.060510	0.960836	0.020633	0.000000	0.018531	0.000000	4.812815	
12497500	-113.374872	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z Z Z 0 0 Z 	0.000000	7.830779	7.830779	0.000000	7.830779	0.000000	7.830779	7.830779	0.000000	0.000000	0.000000	0.000000	7.830779	7.830779	0.000000	0.000000	0.000000	7.830779	7.830779	0.000000	4.450728	4.450728	0.793511	0.100240	0.000000	0.092465	0.013784	27.715310	
12500000	-111.625758	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	11.040533	11.040533	0.000000	11.040533	0.000000	11.040533	0.000000	0.000000	0.000000	0.000000	0.000000	11.040533	11.040533	11.040533	11.040533	0.000000	0.000000	0.000000	0.000000	5.327302	5.327302	0.903531	0.067785	0.000000	0.028684	0.000000	47.758314	
12502500	-117.393475	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z 0 Z 0 0 0 0 Z Z Z Z 	0.000000	11.908030	11.908030	0.000000	0.000000	0.000000	11.908030	0.000000	0.000000	0.000000	11.908030	0.000000	11.908030	11.908030	11.908030	11.908030	0.000000	0.000000	0.000000	0.000000	4.693778	4.693778	0.977832	0.001521	0.006215	0.014432	0.000000	31.133047	
12505000	-116.064973	1	1	14	'Z 0 0 Z Z Z Z Z Z Z Z Z Z Z Z 0 0 0 Z 0 	0.000000	16.379617	16.379617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.379617	16.379617	16.379617	0.000000	16.379617	6.444689	6.444689	0.994181	0.000000	0.000000	0.000550	0.005268	56.548320	
12507500	-116.959896	1	1	11	'Z 0 0 Z Z Z 0 Z 0 0 Z Z 0 Z 0 0 Z Z Z 0 	0.000000	8.676272	8.676272	0.000000	0.000000	0.000000	8.676272	0.000000	8.676272	8.676272	0.000000	0.000000	8.676272	0.000000	8.676272	8.676272	0.000000	0.000000	0.000000	8.676272	5.267394	5.267394	0.585100	0.003366	0.332763	0.075437	0.003334	68.558528	
12510000	-119.465776	1	1	6	'Z 0 0 Z 0 0 0 0 0 0 Z 0 Z 0 0 0 Z 0 0 Z 	0.000000	5.536143	5.536143	0.000000	5.536143	5.536143	5.536143	5.536143	5.536143	5.536143	0.000000	5.536143	0.000000	5.536143	5.536143	5.536143	0.000000	5.536143	5.536143	0.000000	8.433140	8.433140	0.565723	0.052576	0.353944	0.013878	0.013879	67.291621	
12512500	-118.463932	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z 0 Z 0 0 Z 0 0 Z Z Z 	0.000000	8.938227	8.938227	0.000000	8.938227	8.938227	8.938227	0.000000	0.000000	0.000000	8.938227	0.000000	8.938227	8.938227	0.000000	8.938227	8.938227	0.000000	0.000000	0.000000	1.527227	1.527227	0.411776	0.255010	0.081165	0.179725	0.072324	45.669764	
12515000	-116.683451	1	1	6	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 0 0 0 0 0 Z 0 	0.000000	5.660604	5.660604	0.000000	5.660604	5.660604	5.660604	0.000000	5.660604	5.660604	0.000000	0.000000	5.660604	5.660604	5.660604	5.660604	5.660604	5.660604	0.000000	5.660604	2.555175	2.555175	0.345940	0.123373	0.384494	0.095669	0.050524	24.883716	
12517500	-113.390382	1	1	11	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	7.093689	7.093689	0.000000	7.093689	7.093689	7.093689	0.000000	0.000000	7.093689	0.000000	0.000000	7.093689	7.093689	0.000000	7.093689	0.000000	0.000000	0.000000	0.000000	8.019072	8.019072	0.858033	0.084464	0.027921	0.029581	0.000000	7.968870	
12520000	-115.576862	1	1	8	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 Z 0 Z 0 Z Z 	0.000000	3.758916	3.758916	0.000000	3.758916	3.758916	3.758916	0.000000	3.758916	3.758916	0.000000	3.758916	3.758916	3.758916	0.000000	3.758916	0.000000	3.758916	0.000000	0.000000	3.879633	3.879633	0.442926	0.067303	0.479364	0.009900	0.000507	21.507563	
12522500	-115.246444	1	1	8	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 0 0 Z 0 Z Z Z 	0.000000	6.093815	6.093815	0.000000	6.093815	0.000000	6.093815	0.000000	6.093815	6.093815	6.093815	6.093815	6.093815	6.093815	6.093815	0.000000	6.093815	0.000000	0.000000	0.000000	5.347054	5.347054	0.370755	0.023643	0.531838	0.061951	0.011813	5.924696	
12525000	-112.225794	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 0 Z Z Z Z Z 	0.000000	4.574788	4.574788	0.000000	4.574788	0.000000	4.574788	0.000000	0.000000	0.000000	0.000000	4.574788	4.574788	4.574788	4.574788	0.000000	0.000000	0.000000	0.000000	0.000000	7.179989	7.179989	0.919499	0.030009	0.000000	0.050493	0.000000	3.877519	
12527500	-112.805243	1	2	11	'Z 0 0 Z Z Z 0 Z Z Z 0 0 1 1 0 Z Z Z 1 Z 	0.000000	4.010916	4.010916	0.000000	0.000000	0.000000	4.010916	0.000000	0.000000	0.000000	4.010916	4.010916	20.036831	20.036831	4.010916	0.000000	0.000000	0.000000	20.036831	0.000000	12.478373	12.478373	0.873886	0.000629	0.025636	0.094481	0.005368	14.580705	
12530000	-115.191444	1	1	11	'Z 0 0 Z 0 0 0 Z Z 0 Z 0 0 Z Z Z Z Z 0 Z 	0.000000	3.264474	3.264474	0.000000	3.264474	3.264474	3.264474	0.000000	0.000000	3.264474	0.000000	3.264474	3.264474	0.000000	0.000000	0.000000	0.000000	0.000000	3.264474	0.000000	7.006823	7.006823	0.914163	0.070508	0.008909	0.006369	0.000051	7.602438	
12532500	-116.695699	1	1	9	'Z 0 0 Z 0 0 0 0 0 0 Z Z Z Z Z 0 Z Z 0 0 	0.000000	6.619386	6.619386	0.000000	6.619386	6.619386	6.619386	6.619386	6.619386	6.619386	0.000000	0.000000	0.000000	0.000000	0.000000	6.619386	0.000000	0.000000	6.619386	6.619386	8.621772	8.621772	0.395933	0.045485	0.546657	0.000156	0.011769	23.017909	
12535000	-114.587459	1	1	8	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 0 0 0 Z Z Z Z 	0.000000	4.344287	4.344287	0.000000	4.344287	4.344287	4.344287	4.344287	4.344287	4.344287	0.000000	0.000000	4.344287	4.344287	4.344287	4.344287	0.000000	0.000000	0.000000	0.000000	5.270882	5.270882	0.433137	0.042553	0.485559	0.038751	0.000000	37.855856	
12537500	-112.102192	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	4.905918	4.905918	0.000000	4.905918	0.000000	4.905918	0.000000	0.000000	0.000000	0.000000	0.000000	4.905918	4.905918	0.000000	4.905918	0.000000	0.000000	0.000000	0.000000	11.290346	11.290346	0.980012	0.011726	0.000000	0.008262	0.000000	14.676102	
12540000	-115.001950	1	1	8	'Z 0 0 Z 0 0 0 Z 0 Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	4.377784	4.377784	0.000000	4.377784	4.377784	4.377784	0.000000	4.377784	0.000000	0.000000	0.000000	4.377784	4.377784	0.000000	4.377784	4.377784	4.377784	0.000000	4.377784	3.549981	3.549981	0.414362	0.290986	0.191656	0.050192	0.052804	4.120919	
12542500	-112.609596	1	1	14	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	5.167801	5.167801	0.000000	0.000000	0.000000	5.167801	0.000000	0.000000	0.000000	0.000000	0.000000	5.167801	5.167801	0.000000	5.167801	0.000000	0.000000	0.000000	0.000000	12.209323	12.209323	0.993923	0.000033	0.000000	0.006044	0.000000	4.115561	
12545000	-112.641803	1	2	11	'Z 1 0 Z 1 0 1 Z 0 Z Z 0 1 Z 0 Z Z Z Z Z 	0.000000	6.652489	3.869239	0.000000	6.652489	3.869239	6.652489	0.000000	3.869239	0.000000	0.000000	3.869239	6.652489	0.000000	3.869239	0.000000	0.000000	0.000000	0.000000	0.000000	5.474512	5.474512	0.000001	0.999999	0.000000	0.000000	0.000000	10.829351	
12547500	-116.611907	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 	0.000000	6.600642	6.600642	0.000000	6.600642	6.600642	6.600642	0.000000	6.600642	6.600642	0.000000	6.600642	0.000000	0.000000	6.600642	0.000000	0.000000	0.000000	0.000000	6.600642	8.994198	8.994198	0.566008	0.077534	0.346580	0.009749	0.000129	11.862794	
12550000	-115.061389	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 Z Z Z Z Z Z 0 0 	0.000000	3.183684	3.183684	0.000000	3.183684	0.000000	3.183684	0.000000	3.183684	3.183684	0.000000	3.183684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.183684	3.183684	10.021550	10.021550	0.442202	0.001842	0.553332	0.000000	0.002623	20.533029	
12552500	-116.679261	1	1	9	'Z 0 0 Z 0 0 0 0 0 0 Z 0 Z Z 0 Z Z 0 Z Z 	0.000000	5.333421	5.333421	0.000000	5.333421	5.333421	5.333421	5.333421	5.333421	5.333421	0.000000	5.333421	0.000000	0.000000	5.333421	0.000000	0.000000	5.333421	0.000000	0.000000	3.425535	3.425535	0.515918	0.060439	0.410789	0.011808	0.001046	16.620686	
12555000	-113.856010	1	2	6	'1 0 1 Z 0 1 0 1 1 Z Z 1 0 0 Z 1 0 Z Z 1 	1.714127	7.249008	1.714127	0.000000	7.249008	1.714127	7.249008	1.714127	1.714127	0.000000	0.000000	1.714127	7.249008	7.249008	0.000000	1.714127	7.249008	0.000000	0.000000	1.714127	3.378971	3.378971	0.695648	0.116056	0.036346	0.085867	0.066084	4.158046	
12557500	-110.144857	1	2	9	'1 0 1 1 0 1 0 1 Z 1 Z Z 0 Z Z Z Z Z Z 1 	1.567147	9.924508	1.567147	1.567147	9.924508	1.567147	9.924508	1.567147	0.000000	1.567147	0.000000	0.000000	9.924508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.567147	5.108902	5.108902	0.847202	0.084422	0.001785	0.066538	0.000053	5.816591	
12560000	-114.685788	1	1	8	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 0 0 0 Z 0 	0.000000	4.728683	4.728683	0.000000	4.728683	4.728683	4.728683	0.000000	0.000000	4.728683	0.000000	0.000000	4.728683	4.728683	0.000000	4.728683	4.728683	4.728683	0.000000	4.728683	3.667614	3.667614	0.757241	0.123643	0.025362	0.046126	0.047629	11.865737	
12562500	-119.848198	1	1	9	'Z 0 0 Z 0 Z Z Z 0 Z Z Z 0 0 0 0 0 Z 0 0 	0.000000	13.263839	13.263839	0.000000	13.263839	0.000000	0.000000	0.000000	13.263839	0.000000	0.000000	0.000000	13.263839	13.263839	13.263839	13.263839	13.263839	0.000000	13.263839	13.263839	10.785902	10.785902	0.558663	0.052394	0.191164	0.093882	0.103896	36.159196	
12565000	-113.049343	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 Z Z 0 0 	0.000000	5.302350	5.302350	0.000000	5.302350	0.000000	5.302350	0.000000	5.302350	0.000000	0.000000	0.000000	5.302350	5.302350	0.000000	5.302350	0.000000	0.000000	5.302350	5.302350	5.328072	5.328072	0.598277	0.020754	0.348519	0.020936	0.011515	25.676916	
12567500	-110.163611	1	2	11	'Z 1 0 0 Z Z 0 Z 0 Z Z Z 1 1 Z 0 0 Z Z Z 	0.000000	7.435376	1.606419	1.606419	0.000000	0.000000	1.606419	0.000000	1.606419	0.000000	0.000000	0.000000	7.435376	7.435376	0.000000	1.606419	1.606419	0.000000	0.000000	0.000000	11.475256	11.475256	0.966316	0.000008	0.018646	0.014345	0.000685	23.565743	
12570000	-109.905337	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	8.625016	8.625016	0.000000	8.625016	0.000000	8.625016	0.000000	0.000000	0.000000	0.000000	0.000000	8.625016	8.625016	0.000000	8.625016	0.000000	0.000000	0.000000	0.000000	5.173150	5.173150	0.916057	0.055428	0.000000	0.028514	0.000000	9.259046	
12572500	-112.387235	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	7.450725	7.450725	0.000000	7.450725	0.000000	7.450725	0.000000	7.450725	0.000000	0.000000	0.000000	7.450725	7.450725	0.000000	7.450725	7.450725	0.000000	0.000000	0.000000	4.329210	4.329210	0.501442	0.044428	0.387527	0.037140	0.029464	25.990901	
12575000	-113.751303	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	4.851931	4.851931	0.000000	4.851931	0.000000	4.851931	0.000000	4.851931	0.000000	0.000000	0.000000	4.851931	4.851931	0.000000	4.851931	4.851931	0.000000	4.851931	4.851931	7.699070	7.699070	0.611668	0.012589	0.304852	0.017387	0.053504	45.035317	
12577500	-115.405804	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 Z 0 Z 0 0 Z 0 Z Z Z Z 	0.000000	4.450736	4.450736	0.000000	4.450736	0.000000	4.450736	0.000000	4.450736	0.000000	4.450736	0.000000	4.450736	4.450736	0.000000	4.450736	0.000000	0.000000	0.000000	0.000000	14.653897	14.653897	0.542868	0.004302	0.449508	0.003323	0.000000	54.646367	
12580000	-114.942423	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z 0 Z 0 0 0 0 Z Z Z Z 	0.000000	5.546791	5.546791	0.000000	5.546791	0.000000	5.546791	5.546791	0.000000	0.000000	5.546791	0.000000	5.546791	5.546791	5.546791	5.546791	0.000000	0.000000	0.000000	0.000000	7.088455	7.088455	0.942307	0.020558	0.006098	0.031037	0.000000	67.558833	
12582500	-114.408674	1	1	12	'Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 Z Z 0 Z Z Z Z 	0.000000	9.694265	9.694265	0.000000	9.694265	9.694265	9.694265	0.000000	0.000000	9.694265	0.000000	0.000000	9.694265	0.000000	0.000000	9.694265	0.000000	0.000000	0.000000	0.000000	8.299386	8.299386	0.862999	0.078007	0.040364	0.018629	0.000000	98.840705	
12585000	-113.015666	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 0 0 Z Z 	0.000000	7.427569	7.427569	0.000000	7.427569	0.000000	7.427569	7.427569	0.000000	0.000000	0.000000	0.000000	7.427569	7.427569	0.000000	7.427569	7.427569	7.427569	0.000000	0.000000	4.453150	4.453150	0.794901	0.071794	0.000000	0.065577	0.067728	95.437340	
12587500	-114.643201	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z Z 0 0 0 Z Z 0 Z 0 0 	0.000000	6.126871	6.126871	0.000000	0.000000	0.000000	6.126871	0.000000	0.000000	0.000000	0.000000	6.126871	6.126871	6.126871	0.000000	0.000000	6.126871	0.000000	6.126871	6.126871	11.889128	11.889128	0.945287	0.000091	0.006498	0.010279	0.037845	89.729554	
12590000	-115.469329	1	1	12	'Z 0 0 Z Z Z Z Z Z Z Z 0 0 0 Z Z Z 0 0 0 	0.000000	6.944324	6.944324	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.944324	6.944324	6.944324	0.000000	0.000000	0.000000	6.944324	6.944324	6.944324	8.360633	8.360633	0.986160	0.000000	0.000055	0.013261	0.000524	80.308308	
12592500	-116.800941	1	1	7	'Z 0 0 Z 0 0 0 0 0 Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	6.921401	6.921401	0.000000	6.921401	6.921401	6.921401	6.921401	6.921401	0.000000	0.000000	0.000000	6.921401	6.921401	6.921401	6.921401	6.921401	6.921401	0.000000	0.000000	7.494472	7.494472	0.517127	0.135431	0.185402	0.105885	0.056154	84.282594	
12595000	-116.817925	1	1	11	'Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 0 Z 0 0 0 Z Z 	0.000000	5.703034	5.703034	0.000000	5.703034	0.000000	0.000000	5.703034	0.000000	0.000000	0.000000	0.000000	5.703034	5.703034	0.000000	5.703034	5.703034	5.703034	0.000000	0.000000	4.452333	4.452333	0.878331	0.044258	0.000000	0.038090	0.039321	96.655606	
12597500	-113.681988	1	1	10	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	7.069158	7.069158	0.000000	7.069158	7.069158	7.069158	7.069158	0.000000	0.000000	0.000000	0.000000	7.069158	7.069158	0.000000	7.069158	0.000000	0.000000	0.000000	7.069158	5.805143	5.805143	0.891716	0.065963	0.000000	0.041362	0.000959	99.499120	
12600000	-114.539325	1	1	10	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 0 0 Z Z 0 Z 	0.000000	6.717329	6.717329	0.000000	6.717329	6.717329	6.717329	0.000000	0.000000	0.000000	0.000000	0.000000	6.717329	6.717329	6.717329	6.717329	0.000000	0.000000	6.717329	0.000000	9.455857	9.455857	0.829021	0.117509	0.000000	0.053470	0.000000	90.866593	
12602500	-111.673401	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.023560	5.023560	0.000000	5.023560	0.000000	5.023560	0.000000	0.000000	0.000000	0.000000	0.000000	5.023560	5.023560	0.000000	5.023560	5.023560	0.000000	0.000000	0.000000	7.993474	7.993474	0.951458	0.017940	0.000000	0.015952	0.014649	65.637411	
12605000	-116.536310	1	1	10	'0 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z 0 0 	4.800090	4.800090	4.800090	0.000000	4.800090	0.000000	4.800090	0.000000	0.000000	0.000000	0.000000	0.000000	4.800090	4.800090	0.000000	4.800090	0.000000	0.000000	4.800090	4.800090	9.729697	9.729697	0.979423	0.009635	0.000000	0.010591	0.000351	61.111236	
12607500	-113.612251	1	1	12	'Z 0 0 Z 0 0 0 Z Z 0 Z 0 0 Z Z Z Z Z Z Z 	0.000000	7.778615	7.778615	0.000000	7.778615	7.778615	7.778615	0.000000	0.000000	7.778615	0.000000	7.778615	7.778615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.229521	7.229521	0.836448	0.104507	0.027305	0.031740	0.000000	86.707162	
12610000	-114.506688	1	1	13	'Z 0 0 Z 0 Z Z Z Z Z Z 0 0 0 Z Z Z Z 0 Z 	0.000000	5.331758	5.331758	0.000000	5.331758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.331758	5.331758	5.331758	0.000000	0.000000	0.000000	0.000000	5.331758	0.000000	5.195098	5.195098	0.943571	0.029929	0.000000	0.026499	0.000000	70.145249	
12612500	-115.697211	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z Z 0 0 0 Z Z Z 0 0 0 	0.000000	4.715656	4.715656	0.000000	0.000000	0.000000	4.715656	0.000000	0.000000	0.000000	0.000000	4.715656	4.715656	4.715656	0.000000	0.000000	0.000000	4.715656	4.715656	4.715656	16.401982	16.401982	0.993912	0.000024	0.000011	0.005898	0.000155	83.098874	
12615000	-114.646430	1	1	13	'Z 0 0 Z Z Z Z Z Z Z Z Z 0 0 Z 0 Z 0 Z 0 	0.000000	23.704902	23.704902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.704902	23.704902	0.000000	23.704902	0.000000	23.704902	0.000000	23.704902	5.100381	5.100381	0.996921	0.000000	0.000000	0.002838	0.000241	55.737426	
12617500	-118.147385	1	1	10	'Z 0 0 Z 0 0 0 Z 0 Z Z 0 0 0 0 Z Z Z Z Z 	0.000000	5.975905	5.975905	0.000000	5.975905	5.975905	5.975905	0.000000	5.975905	0.000000	0.000000	5.975905	5.975905	5.975905	5.975905	0.000000	0.000000	0.000000	0.000000	0.000000	14.364898	14.364898	0.652845	0.153424	0.103971	0.089760	0.000000	51.554261	
