species_asw,family,order,SSE_larva,SSE_adult
Pristimantis_ocellatus,Craugastoridae,Anura,0,1
Pristimantis_ockendeni,Craugastoridae,Anura,0,1
Pristimantis_ocreatus,Craugastoridae,Anura,0,1
Pristimantis_olivaceus,Craugastoridae,Anura,0,1
Pristimantis_omeviridis,Craugastoridae,Anura,0,1
Pristimantis_onorei,Craugastoridae,Anura,0,1
Pristimantis_orcesi,Craugastoridae,Anura,0,1
Pristimantis_orcus,Craugastoridae,Anura,0,1
Pristimantis_orestes,Craugastoridae,Anura,0,1
Pristimantis_ornatissimus,Craugastoridae,Anura,0,1
Pristimantis_ornatus,Craugastoridae,Anura,0,1
Pristimantis_orpacobates,Craugastoridae,Anura,0,1
Pristimantis_orphnolaimus,Craugastoridae,Anura,0,1
Pristimantis_ortizi,Craugastoridae,Anura,0,1
Pristimantis_padiali,Craugastoridae,Anura,0,1
Pristimantis_padrecarlosi,Craugastoridae,Anura,0,1
Pristimantis_pahuma,Craugastoridae,Anura,0,1
Pristimantis_paisa,Craugastoridae,Anura,0,1
Pristimantis_palmeri,Craugastoridae,Anura,0,1
Pristimantis_paquishae,Craugastoridae,Anura,0,1
Pristimantis_paramerus,Craugastoridae,Anura,0,1
Pristimantis_pardalinus,Craugastoridae,Anura,0,1
Pristimantis_pardalis,Craugastoridae,Anura,0,1
Pristimantis_parectatus,Craugastoridae,Anura,0,1
Pristimantis_pariagnomus,Craugastoridae,Anura,0,1
Pristimantis_parvillus,Craugastoridae,Anura,0,1
Pristimantis_pastazensis,Craugastoridae,Anura,0,1
Pristimantis_pataikos,Craugastoridae,Anura,0,1
Pristimantis_paulodutrai,Craugastoridae,Anura,0,1
Pristimantis_paululus,Craugastoridae,Anura,0,1
Pristimantis_pecki,Craugastoridae,Anura,0,1
Pristimantis_pedimontanus,Craugastoridae,Anura,0,1
Pristimantis_penelopus,Craugastoridae,Anura,0,1
Pristimantis_peraticus,Craugastoridae,Anura,0,1
Pristimantis_percnopterus,Craugastoridae,Anura,0,1
Pristimantis_percultus,Craugastoridae,Anura,0,1
Pristimantis_permixtus,Craugastoridae,Anura,0,1
Pristimantis_peruvianus,Craugastoridae,Anura,0,1
Pristimantis_petersi,Craugastoridae,Anura,0,1
Pristimantis_petrobardus,Craugastoridae,Anura,0,1
Pristimantis_phalaroinguinis,Craugastoridae,Anura,0,1
Pristimantis_phalarus,Craugastoridae,Anura,0,1
Pristimantis_pharangobates,Craugastoridae,Anura,0,1
Pristimantis_philipi,Craugastoridae,Anura,0,1
Pristimantis_phoxocephalus,Craugastoridae,Anura,0,1
Pristimantis_phragmipleuron,Craugastoridae,Anura,0,1
Pristimantis_piceus,Craugastoridae,Anura,0,1
Pristimantis_pichincha,Craugastoridae,Anura,0,1
Pristimantis_pinchaque,Craugastoridae,Anura,0,1
Pristimantis_pinguis,Craugastoridae,Anura,0,1
Pristimantis_pirrensis,Craugastoridae,Anura,0,1
Pristimantis_platychilus,Craugastoridae,Anura,0,1
Pristimantis_platydactylus,Craugastoridae,Anura,0,1
Pristimantis_pleurostriatus,Craugastoridae,Anura,0,1
Pristimantis_pluvialis,Craugastoridae,Anura,0,1
Pristimantis_polemistes,Craugastoridae,Anura,0,1
Pristimantis_polychrus,Craugastoridae,Anura,0,1
Pristimantis_prolatus,Craugastoridae,Anura,0,1
Pristimantis_prometeii,Craugastoridae,Anura,0,1
Pristimantis_proserpens,Craugastoridae,Anura,0,1
Pristimantis_pruinatus,Craugastoridae,Anura,0,1
Pristimantis_pseudoacuminatus,Craugastoridae,Anura,0,1
Pristimantis_pteridophilus,Craugastoridae,Anura,0,1
Pristimantis_ptochus,Craugastoridae,Anura,0,1
Pristimantis_pugnax,Craugastoridae,Anura,0,1
Pristimantis_puipui,Craugastoridae,Anura,0,1
Pristimantis_pulchridormientes,Craugastoridae,Anura,0,1
Pristimantis_pulvinatus,Craugastoridae,Anura,0,1
Pristimantis_punzan,Craugastoridae,Anura,0,1
Pristimantis_puruscafeum,Craugastoridae,Anura,0,1
Pristimantis_pycnodermis,Craugastoridae,Anura,0,1
Pristimantis_pyrrhomerus,Craugastoridae,Anura,0,1
Pristimantis_quantus,Craugastoridae,Anura,0,1
Pristimantis_quaquaversus,Craugastoridae,Anura,0,1
Pristimantis_quicato,Craugastoridae,Anura,0,1
Pristimantis_quinquagesimus,Craugastoridae,Anura,0,1
Pristimantis_quintanai,Craugastoridae,Anura,0,1
Pristimantis_racemus,Craugastoridae,Anura,0,1
Pristimantis_ramagii,Craugastoridae,Anura,0,1
Pristimantis_reclusus,Craugastoridae,Anura,0,1
Pristimantis_reichlei,Craugastoridae,Anura,0,1
Pristimantis_renjiforum,Craugastoridae,Anura,0,1
Pristimantis_repens,Craugastoridae,Anura,0,1
Pristimantis_restrepoi,Craugastoridae,Anura,0,1
Pristimantis_reticulatus,Craugastoridae,Anura,0,1
Pristimantis_rhabdocnemus,Craugastoridae,Anura,0,1
Pristimantis_rhabdolaemus,Craugastoridae,Anura,0,1
Pristimantis_rhigophilus,Craugastoridae,Anura,0,1
Pristimantis_rhodoplichus,Craugastoridae,Anura,0,1
Pristimantis_rhodostichus,Craugastoridae,Anura,0,1
Pristimantis_ridens,Craugastoridae,Anura,0,1
Pristimantis_rivasi,Craugastoridae,Anura,0,1
Pristimantis_riveroi,Craugastoridae,Anura,0,1
Pristimantis_riveti,Craugastoridae,Anura,0,1
Pristimantis_romanorum,Craugastoridae,Anura,0,1
Pristimantis_roni,Craugastoridae,Anura,0,1
Pristimantis_rosadoi,Craugastoridae,Anura,0,1
Pristimantis_roseus,Craugastoridae,Anura,0,1
Pristimantis_royi,Craugastoridae,Anura,0,1
Pristimantis_rozei,Craugastoridae,Anura,0,1
Pristimantis_rubicundus,Craugastoridae,Anura,0,1
Pristimantis_ruedai,Craugastoridae,Anura,0,1
Pristimantis_rufioculis,Craugastoridae,Anura,0,1
Pristimantis_rufoviridis,Craugastoridae,Anura,0,1
Pristimantis_ruidus,Craugastoridae,Anura,0,1
Pristimantis_ruthveni,Craugastoridae,Anura,0,1
Pristimantis_sacharuna,Craugastoridae,Anura,0,1
Pristimantis_sagittulus,Craugastoridae,Anura,0,1
Pristimantis_salaputium,Craugastoridae,Anura,0,1
Pristimantis_saltissimus,Craugastoridae,Anura,0,1
Pristimantis_samaipatae,Craugastoridae,Anura,0,1
Pristimantis_sambalan,Craugastoridae,Anura,0,1
Pristimantis_sanctaemartae,Craugastoridae,Anura,0,1
Pristimantis_sanguineus,Craugastoridae,Anura,0,1
Pristimantis_sarisarinama,Craugastoridae,Anura,0,1
Pristimantis_satagius,Craugastoridae,Anura,0,1
Pristimantis_saturninoi,Craugastoridae,Anura,0,1
Pristimantis_savagei,Craugastoridae,Anura,0,1
Pristimantis_schultei,Craugastoridae,Anura,0,1
Pristimantis_scitulus,Craugastoridae,Anura,0,1
Pristimantis_scoloblepharus,Craugastoridae,Anura,0,1
Pristimantis_scolodiscus,Craugastoridae,Anura,0,1
Pristimantis_scopaeus,Craugastoridae,Anura,0,1
Pristimantis_seorsus,Craugastoridae,Anura,0,1
Pristimantis_serendipitus,Craugastoridae,Anura,0,1
Pristimantis_shrevei,Craugastoridae,Anura,0,1
Pristimantis_signifer,Craugastoridae,Anura,0,1
Pristimantis_silverstonei,Craugastoridae,Anura,0,1
Pristimantis_simonbolivari,Craugastoridae,Anura,0,1
Pristimantis_simonsii,Craugastoridae,Anura,0,1
Pristimantis_simoteriscus,Craugastoridae,Anura,0,1
Pristimantis_simoterus,Craugastoridae,Anura,0,1
Pristimantis_siopelus,Craugastoridae,Anura,0,1
Pristimantis_sirnigeli,Craugastoridae,Anura,0,1
Pristimantis_skydmainos,Craugastoridae,Anura,0,1
Pristimantis_sneiderni,Craugastoridae,Anura,0,1
Pristimantis_sobetes,Craugastoridae,Anura,0,1
Pristimantis_spectabilis,Craugastoridae,Anura,0,1
Pristimantis_spilogaster,Craugastoridae,Anura,0,1
Pristimantis_spinosus,Craugastoridae,Anura,0,1
Pristimantis_stenodiscus,Craugastoridae,Anura,0,1
Pristimantis_sternothylax,Craugastoridae,Anura,0,1
Pristimantis_stictoboubonus,Craugastoridae,Anura,0,1
Pristimantis_stictogaster,Craugastoridae,Anura,0,1
Pristimantis_stictus,Craugastoridae,Anura,0,1
Pristimantis_stipa,Craugastoridae,Anura,0,1
Pristimantis_subsigillatus,Craugastoridae,Anura,0,1
Pristimantis_suetus,Craugastoridae,Anura,0,1
Pristimantis_sulculus,Craugastoridae,Anura,0,1
Pristimantis_supernatis,Craugastoridae,Anura,0,1
Pristimantis_surdus,Craugastoridae,Anura,0,1
Pristimantis_susaguae,Craugastoridae,Anura,0,1
Pristimantis_taciturnus,Craugastoridae,Anura,0,1
Pristimantis_taeniatus,Craugastoridae,Anura,0,1
Pristimantis_tamsitti,Craugastoridae,Anura,0,1
Pristimantis_tantanti,Craugastoridae,Anura,0,1
Pristimantis_tanyrhynchus,Craugastoridae,Anura,0,1
Pristimantis_tayrona,Craugastoridae,Anura,0,1
Pristimantis_telefericus,Craugastoridae,Anura,0,1
Pristimantis_tenebrionis,Craugastoridae,Anura,0,1
Pristimantis_thectopternus,Craugastoridae,Anura,0,1
Pristimantis_thyellus,Craugastoridae,Anura,0,1
Pristimantis_thymalopsoides,Craugastoridae,Anura,0,1
Pristimantis_thymelensis,Craugastoridae,Anura,0,1
Pristimantis_tiktik,Craugastoridae,Anura,0,1
Pristimantis_tinajillas,Craugastoridae,Anura,0,1
Pristimantis_tinguichaca,Craugastoridae,Anura,0,1
Pristimantis_toftae,Craugastoridae,Anura,0,1
Pristimantis_torrenticola,Craugastoridae,Anura,0,1
Pristimantis_trachyblepharis,Craugastoridae,Anura,0,1
Pristimantis_tribulosus,Craugastoridae,Anura,0,1
Pristimantis_truebae,Craugastoridae,Anura,0,1
Pristimantis_tubernasus,Craugastoridae,Anura,0,1
Pristimantis_tungurahua,Craugastoridae,Anura,0,1
Pristimantis_turik,Craugastoridae,Anura,0,1
Pristimantis_turpinorum,Craugastoridae,Anura,0,1
Pristimantis_turumiquirensis,Craugastoridae,Anura,0,1
Pristimantis_uisae,Craugastoridae,Anura,0,1
Pristimantis_unistrigatus,Craugastoridae,Anura,0,1
Pristimantis_urani,Craugastoridae,Anura,0,1
Pristimantis_uranobates,Craugastoridae,Anura,0,1
Pristimantis_urichi,Craugastoridae,Anura,0,1
Pristimantis_vanadise,Craugastoridae,Anura,0,1
Pristimantis_variabilis,Craugastoridae,Anura,0,1
Pristimantis_veletis,Craugastoridae,Anura,0,1
Pristimantis_ventrigranulosus,Craugastoridae,Anura,0,1
Pristimantis_ventriguttatus,Craugastoridae,Anura,0,1
Pristimantis_ventrimarmoratus,Craugastoridae,Anura,0,1
Pristimantis_verecundus,Craugastoridae,Anura,0,1
Pristimantis_versicolor,Craugastoridae,Anura,0,1
Pristimantis_vertebralis,Craugastoridae,Anura,0,1
Pristimantis_vicarius,Craugastoridae,Anura,0,1
Pristimantis_vidua,Craugastoridae,Anura,0,1
Pristimantis_viejas,Craugastoridae,Anura,0,1
Pristimantis_vilarsi,Craugastoridae,Anura,0,1
Pristimantis_vilcabambae,Craugastoridae,Anura,0,1
Pristimantis_vinhai,Craugastoridae,Anura,0,1
Pristimantis_viridicans,Craugastoridae,Anura,0,1
Pristimantis_viridis,Craugastoridae,Anura,0,1
Pristimantis_w-nigrum,Craugastoridae,Anura,0,1
Pristimantis_wagteri,Craugastoridae,Anura,0,1
Pristimantis_walkeri,Craugastoridae,Anura,0,1
Pristimantis_waoranii,Craugastoridae,Anura,0,1
Pristimantis_wiensi,Craugastoridae,Anura,0,1
Pristimantis_xeniolum,Craugastoridae,Anura,0,1
Pristimantis_xestus,Craugastoridae,Anura,0,1
Pristimantis_xylochobates,Craugastoridae,Anura,0,1
Pristimantis_yanezi,Craugastoridae,Anura,0,1
Pristimantis_yantzaza,Craugastoridae,Anura,0,1
Pristimantis_yaviensis,Craugastoridae,Anura,0,1
Pristimantis_yukpa,Craugastoridae,Anura,0,1
Pristimantis_yumbo,Craugastoridae,Anura,0,1
Pristimantis_yuruaniensis,Craugastoridae,Anura,0,1
Pristimantis_yustizi,Craugastoridae,Anura,0,1
Pristimantis_zeuctotylus,Craugastoridae,Anura,0,1
Pristimantis_zimmermanae,Craugastoridae,Anura,0,1
Pristimantis_zoilae,Craugastoridae,Anura,0,1
Pristimantis_zophus,Craugastoridae,Anura,0,1
Psychrophrynella_bagrecito,Craugastoridae,Anura,0,1
Psychrophrynella_chirihampatu,Craugastoridae,Anura,0,1
Psychrophrynella_glauca,Craugastoridae,Anura,0,1
Psychrophrynella_usurpator,Craugastoridae,Anura,0,1
Strabomantis_anatipes,Craugastoridae,Anura,0,1
Strabomantis_anomalus,Craugastoridae,Anura,0,1
Strabomantis_biporcatus,Craugastoridae,Anura,0,1
Strabomantis_bufoniformis,Craugastoridae,Anura,0,1
Strabomantis_cadenai,Craugastoridae,Anura,0,1
Strabomantis_cerastes,Craugastoridae,Anura,0,1
Strabomantis_cheiroplethus,Craugastoridae,Anura,0,1
Strabomantis_cornutus,Craugastoridae,Anura,0,1
Strabomantis_helonotus,Craugastoridae,Anura,0,1
Strabomantis_ingeri,Craugastoridae,Anura,0,1
Strabomantis_laticorpus,Craugastoridae,Anura,0,1
Strabomantis_necerus,Craugastoridae,Anura,0,1
Strabomantis_necopinus,Craugastoridae,Anura,0,1
Strabomantis_ruizi,Craugastoridae,Anura,0,1
Strabomantis_sulcatus,Craugastoridae,Anura,0,1
Strabomantis_zygodactylus,Craugastoridae,Anura,0,1
Tachiramantis_douglasi,Craugastoridae,Anura,0,1
Tachiramantis_lentiginosus,Craugastoridae,Anura,0,1
Tachiramantis_prolixodiscus,Craugastoridae,Anura,0,1
Yunganastes_ashkapara,Craugastoridae,Anura,0,1
Yunganastes_bisignatus,Craugastoridae,Anura,0,1
Yunganastes_fraudator,Craugastoridae,Anura,0,1
Yunganastes_mercedesae,Craugastoridae,Anura,0,1
Yunganastes_pluvicanorus,Craugastoridae,Anura,0,1
Cycloramphus_acangatan,Cycloramphidae,Anura,1,1
Cycloramphus_asper,Cycloramphidae,Anura,1,1
Cycloramphus_bandeirensis,Cycloramphidae,Anura,1,1
Cycloramphus_bolitoglossus,Cycloramphidae,Anura,1,1
Cycloramphus_boraceiensis,Cycloramphidae,Anura,1,1
Cycloramphus_brasiliensis,Cycloramphidae,Anura,1,1
Cycloramphus_carvalhoi,Cycloramphidae,Anura,1,1
Cycloramphus_catarinensis,Cycloramphidae,Anura,1,1
Cycloramphus_cedrensis,Cycloramphidae,Anura,1,1
Cycloramphus_diringshofeni,Cycloramphidae,Anura,1,1
Cycloramphus_dubius,Cycloramphidae,Anura,1,1
Cycloramphus_duseni,Cycloramphidae,Anura,1,1
Cycloramphus_eleutherodactylus,Cycloramphidae,Anura,1,1
Cycloramphus_faustoi,Cycloramphidae,Anura,1,1
Cycloramphus_fuliginosus,Cycloramphidae,Anura,1,1
Cycloramphus_granulosus,Cycloramphidae,Anura,1,1
Cycloramphus_izecksohni,Cycloramphidae,Anura,1,1
Cycloramphus_juimirim,Cycloramphidae,Anura,1,1
Cycloramphus_lithomimeticus,Cycloramphidae,Anura,1,1
Cycloramphus_lutzorum,Cycloramphidae,Anura,1,1
Cycloramphus_migueli,Cycloramphidae,Anura,1,1
Cycloramphus_mirandaribeiroi,Cycloramphidae,Anura,1,1
Cycloramphus_ohausi,Cycloramphidae,Anura,1,1
Cycloramphus_organensis,Cycloramphidae,Anura,1,1
Cycloramphus_rhyakonastes,Cycloramphidae,Anura,1,1
Cycloramphus_semipalmatus,Cycloramphidae,Anura,1,1
Cycloramphus_stejnegeri,Cycloramphidae,Anura,1,1
Cycloramphus_valae,Cycloramphidae,Anura,1,1
Thoropa_lutzi,Cycloramphidae,Anura,1,1
Thoropa_megatympanum,Cycloramphidae,Anura,1,1
Thoropa_miliaris,Cycloramphidae,Anura,1,1
Thoropa_petropolitana,Cycloramphidae,Anura,1,1
Thoropa_saxatilis,Cycloramphidae,Anura,1,1
Thoropa_taophora,Cycloramphidae,Anura,1,1
Zachaenus_carvalhoi,Cycloramphidae,Anura,1,1
Zachaenus_parvulus,Cycloramphidae,Anura,1,1
Adelphobates_castaneoticus,Dendrobatidae,Anura,1,1
Adelphobates_galactonotus,Dendrobatidae,Anura,1,1
Adelphobates_quinquevittatus,Dendrobatidae,Anura,1,1
Ameerega_altamazonica,Dendrobatidae,Anura,1,1
Ameerega_bassleri,Dendrobatidae,Anura,1,1
Ameerega_berohoka,Dendrobatidae,Anura,1,1
Ameerega_bilinguis,Dendrobatidae,Anura,1,1
Ameerega_boehmei,Dendrobatidae,Anura,1,1
Ameerega_boliviana,Dendrobatidae,Anura,1,1
Ameerega_braccata,Dendrobatidae,Anura,1,1
Ameerega_cainarachi,Dendrobatidae,Anura,1,1
Ameerega_flavopicta,Dendrobatidae,Anura,1,1
Ameerega_hahneli,Dendrobatidae,Anura,1,1
Ameerega_ignipedis,Dendrobatidae,Anura,1,1
Ameerega_ingeri,Dendrobatidae,Anura,1,1
Ameerega_labialis,Dendrobatidae,Anura,1,1
Ameerega_macero,Dendrobatidae,Anura,1,1
Ameerega_munduruku,Dendrobatidae,Anura,1,1
Ameerega_parvula,Dendrobatidae,Anura,1,1
Ameerega_pepperi,Dendrobatidae,Anura,1,1
Ameerega_peruviridis,Dendrobatidae,Anura,1,1
Ameerega_petersi,Dendrobatidae,Anura,1,1
Ameerega_picta,Dendrobatidae,Anura,1,1
Ameerega_planipaleae,Dendrobatidae,Anura,1,1
Ameerega_pongoensis,Dendrobatidae,Anura,1,1
Ameerega_pulchripecta,Dendrobatidae,Anura,1,1
Ameerega_rubriventris,Dendrobatidae,Anura,1,1
Ameerega_shihuemoy,Dendrobatidae,Anura,1,1
Ameerega_silverstonei,Dendrobatidae,Anura,1,1
Ameerega_simulans,Dendrobatidae,Anura,1,1
Ameerega_trivittata,Dendrobatidae,Anura,1,1
Ameerega_yoshina,Dendrobatidae,Anura,1,1
Ameerega_yungicola,Dendrobatidae,Anura,1,1
Andinobates_abditus,Dendrobatidae,Anura,1,1
Andinobates_altobueyensis,Dendrobatidae,Anura,1,1
Andinobates_bombetes,Dendrobatidae,Anura,1,1
Andinobates_cassidyhornae,Dendrobatidae,Anura,1,1
Andinobates_claudiae,Dendrobatidae,Anura,1,1
Andinobates_daleswansoni,Dendrobatidae,Anura,1,1
Andinobates_dorisswansonae,Dendrobatidae,Anura,1,1
Andinobates_fulguritus,Dendrobatidae,Anura,1,1
Andinobates_geminisae,Dendrobatidae,Anura,1,1
Andinobates_minutus,Dendrobatidae,Anura,1,1
Andinobates_opisthomelas,Dendrobatidae,Anura,1,1
Andinobates_tolimensis,Dendrobatidae,Anura,1,1
Andinobates_victimatus,Dendrobatidae,Anura,1,1
Andinobates_viridis,Dendrobatidae,Anura,1,1
Andinobates_virolinensis,Dendrobatidae,Anura,1,1
Colostethus_agilis,Dendrobatidae,Anura,1,1
Colostethus_alacris,Dendrobatidae,Anura,1,1
Colostethus_dysprosium,Dendrobatidae,Anura,1,1
Colostethus_furviventris,Dendrobatidae,Anura,1,1
Colostethus_imbricolus,Dendrobatidae,Anura,1,1
Colostethus_inguinalis,Dendrobatidae,Anura,1,1
Colostethus_jacobuspetersi,Dendrobatidae,Anura,1,1
Colostethus_latinasus,Dendrobatidae,Anura,1,1
Colostethus_lynchi,Dendrobatidae,Anura,1,1
Colostethus_mertensi,Dendrobatidae,Anura,1,1
Colostethus_panamansis,Dendrobatidae,Anura,1,1
Colostethus_poecilonotus,Dendrobatidae,Anura,1,1
Colostethus_pratti,Dendrobatidae,Anura,1,1
Colostethus_ruthveni,Dendrobatidae,Anura,1,1
Colostethus_thorntoni,Dendrobatidae,Anura,1,1
Colostethus_ucumari,Dendrobatidae,Anura,1,1
Colostethus_yaguara,Dendrobatidae,Anura,1,1
Dendrobates_auratus,Dendrobatidae,Anura,1,1
Dendrobates_leucomelas,Dendrobatidae,Anura,1,1
Dendrobates_nubeculosus,Dendrobatidae,Anura,1,1
Dendrobates_tinctorius,Dendrobatidae,Anura,1,1
Dendrobates_truncatus,Dendrobatidae,Anura,1,1
Ectopoglossus_absconditus,Dendrobatidae,Anura,1,1
Ectopoglossus_astralogaster,Dendrobatidae,Anura,1,1
Ectopoglossus_atopoglossus,Dendrobatidae,Anura,1,1
Ectopoglossus_confusus,Dendrobatidae,Anura,1,1
Ectopoglossus_isthminus,Dendrobatidae,Anura,1,1
Ectopoglossus_lacrimosus,Dendrobatidae,Anura,1,1
Ectopoglossus_saxatilis,Dendrobatidae,Anura,1,1
Epipedobates_anthonyi,Dendrobatidae,Anura,1,1
Epipedobates_boulengeri,Dendrobatidae,Anura,1,1
Epipedobates_darwinwallacei,Dendrobatidae,Anura,1,1
Epipedobates_espinosai,Dendrobatidae,Anura,1,1
Epipedobates_machalilla,Dendrobatidae,Anura,1,1
Epipedobates_maculatus,Dendrobatidae,Anura,1,1
Epipedobates_narinensis,Dendrobatidae,Anura,1,1
Epipedobates_tricolor,Dendrobatidae,Anura,1,1
Excidobates_captivus,Dendrobatidae,Anura,1,1
Excidobates_condor,Dendrobatidae,Anura,1,1
Excidobates_mysteriosus,Dendrobatidae,Anura,1,1
Hyloxalus_abditaurantius,Dendrobatidae,Anura,1,1
Hyloxalus_aeruginosus,Dendrobatidae,Anura,1,1
Hyloxalus_anthracinus,Dendrobatidae,Anura,1,1
Hyloxalus_awa,Dendrobatidae,Anura,1,1
Hyloxalus_azureiventris,Dendrobatidae,Anura,1,1
Hyloxalus_betancuri,Dendrobatidae,Anura,1,1
Hyloxalus_bocagei,Dendrobatidae,Anura,1,1
Hyloxalus_borjai,Dendrobatidae,Anura,1,1
Hyloxalus_breviquartus,Dendrobatidae,Anura,1,1
Hyloxalus_cevallosi,Dendrobatidae,Anura,1,1
Hyloxalus_chlorocraspedus,Dendrobatidae,Anura,1,1
Hyloxalus_chocoensis,Dendrobatidae,Anura,1,1
Hyloxalus_craspedoceps,Dendrobatidae,Anura,1,1
Hyloxalus_delatorreae,Dendrobatidae,Anura,1,1
Hyloxalus_edwardsi,Dendrobatidae,Anura,1,1
Hyloxalus_elachyhistus,Dendrobatidae,Anura,1,1
Hyloxalus_eleutherodactylus,Dendrobatidae,Anura,1,1
Hyloxalus_exasperatus,Dendrobatidae,Anura,1,1
Hyloxalus_excisus,Dendrobatidae,Anura,1,1
Hyloxalus_faciopunctulatus,Dendrobatidae,Anura,1,1
Hyloxalus_fallax,Dendrobatidae,Anura,1,1
Hyloxalus_fascianigrus,Dendrobatidae,Anura,1,1
Hyloxalus_felixcoperari,Dendrobatidae,Anura,1,1
Hyloxalus_fuliginosus,Dendrobatidae,Anura,1,1
Hyloxalus_idiomelus,Dendrobatidae,Anura,1,1
Hyloxalus_infraguttatus,Dendrobatidae,Anura,1,1
Hyloxalus_insulatus,Dendrobatidae,Anura,1,1
Hyloxalus_italoi,Dendrobatidae,Anura,1,1
Hyloxalus_lehmanni,Dendrobatidae,Anura,1,1
Hyloxalus_leucophaeus,Dendrobatidae,Anura,1,1
Hyloxalus_littoralis,Dendrobatidae,Anura,1,1
Hyloxalus_maculosus,Dendrobatidae,Anura,1,1
Hyloxalus_maquipucuna,Dendrobatidae,Anura,1,1
Hyloxalus_marmoreoventris,Dendrobatidae,Anura,1,1
Hyloxalus_mittermeieri,Dendrobatidae,Anura,1,1
Hyloxalus_mystax,Dendrobatidae,Anura,1,1
Hyloxalus_nexipus,Dendrobatidae,Anura,1,1
Hyloxalus_parcus,Dendrobatidae,Anura,1,1
Hyloxalus_patitae,Dendrobatidae,Anura,1,1
Hyloxalus_peculiaris,Dendrobatidae,Anura,1,1
Hyloxalus_peruvianus,Dendrobatidae,Anura,1,1
Hyloxalus_pinguis,Dendrobatidae,Anura,1,1
Hyloxalus_pulchellus,Dendrobatidae,Anura,1,1
Hyloxalus_pulcherrimus,Dendrobatidae,Anura,1,1
Hyloxalus_pumilus,Dendrobatidae,Anura,1,1
Hyloxalus_ramosi,Dendrobatidae,Anura,1,1
Hyloxalus_ruizi,Dendrobatidae,Anura,1,1
Hyloxalus_saltuarius,Dendrobatidae,Anura,1,1
Hyloxalus_sanctamariensis,Dendrobatidae,Anura,1,1
Hyloxalus_sauli,Dendrobatidae,Anura,1,1
Hyloxalus_shuar,Dendrobatidae,Anura,1,1
Hyloxalus_sordidatus,Dendrobatidae,Anura,1,1
Hyloxalus_spilotogaster,Dendrobatidae,Anura,1,1
Hyloxalus_subpunctatus,Dendrobatidae,Anura,1,1
Hyloxalus_sylvaticus,Dendrobatidae,Anura,1,1
Hyloxalus_toachi,Dendrobatidae,Anura,1,1
Hyloxalus_utcubambensis,Dendrobatidae,Anura,1,1
Hyloxalus_vergeli,Dendrobatidae,Anura,1,1
Hyloxalus_vertebralis,Dendrobatidae,Anura,1,1
Hyloxalus_yasuni,Dendrobatidae,Anura,1,1
Leucostethus_argyrogaster,Dendrobatidae,Anura,1,1
Leucostethus_brachistriatus,Dendrobatidae,Anura,1,1
Leucostethus_fraterdanieli,Dendrobatidae,Anura,1,1
Leucostethus_fugax,Dendrobatidae,Anura,1,1
Leucostethus_jota,Dendrobatidae,Anura,1,1
Leucostethus_ramirezi,Dendrobatidae,Anura,1,1
Minyobates_steyermarki,Dendrobatidae,Anura,1,1
Oophaga_anchicayensis,Dendrobatidae,Anura,1,1
Oophaga_andresi,Dendrobatidae,Anura,1,1
Oophaga_arborea,Dendrobatidae,Anura,1,1
Oophaga_granulifera,Dendrobatidae,Anura,1,1
Oophaga_histrionica,Dendrobatidae,Anura,1,1
Oophaga_lehmanni,Dendrobatidae,Anura,1,1
Oophaga_occultator,Dendrobatidae,Anura,1,1
Oophaga_pumilio,Dendrobatidae,Anura,1,1
Oophaga_solanensis,Dendrobatidae,Anura,1,1
Oophaga_speciosa,Dendrobatidae,Anura,1,1
Oophaga_sylvatica,Dendrobatidae,Anura,1,1
Oophaga_vicentei,Dendrobatidae,Anura,1,1
Paruwrobates_andinus,Dendrobatidae,Anura,1,1
Paruwrobates_erythromos,Dendrobatidae,Anura,1,1
Paruwrobates_whymperi,Dendrobatidae,Anura,1,1
Phyllobates_aurotaenia,Dendrobatidae,Anura,1,1
Phyllobates_bicolor,Dendrobatidae,Anura,1,1
Phyllobates_lugubris,Dendrobatidae,Anura,1,1
Phyllobates_terribilis,Dendrobatidae,Anura,1,1
Phyllobates_vittatus,Dendrobatidae,Anura,1,1
Ranitomeya_amazonica,Dendrobatidae,Anura,1,1
Ranitomeya_benedicta,Dendrobatidae,Anura,1,1
Ranitomeya_cyanovittata,Dendrobatidae,Anura,1,1
Ranitomeya_defleri,Dendrobatidae,Anura,1,1
Ranitomeya_fantastica,Dendrobatidae,Anura,1,1
Ranitomeya_flavovittata,Dendrobatidae,Anura,1,1
Ranitomeya_imitator,Dendrobatidae,Anura,1,1
Ranitomeya_reticulata,Dendrobatidae,Anura,1,1
Ranitomeya_sirensis,Dendrobatidae,Anura,1,1
Ranitomeya_summersi,Dendrobatidae,Anura,1,1
Ranitomeya_toraro,Dendrobatidae,Anura,1,1
Ranitomeya_uakarii,Dendrobatidae,Anura,1,1
Ranitomeya_vanzolinii,Dendrobatidae,Anura,1,1
Ranitomeya_variabilis,Dendrobatidae,Anura,1,1
Ranitomeya_ventrimaculata,Dendrobatidae,Anura,1,1
Ranitomeya_yavaricola,Dendrobatidae,Anura,1,1
Silverstoneia_dalyi,Dendrobatidae,Anura,1,1
Silverstoneia_erasmios,Dendrobatidae,Anura,1,1
Silverstoneia_flotator,Dendrobatidae,Anura,1,1
Silverstoneia_gutturalis,Dendrobatidae,Anura,1,1
Silverstoneia_minima,Dendrobatidae,Anura,1,1
